id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,detune_carrier_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head
1484,parallel5,278.6178,0.2,1.1118,3.4954,5.6707,0.8636,0.9624,-11.647,0.2368,2.289,15.2552,0.5162,0.008,0.0349,0.6149,0.1939,0.0208,0.0434,0.5582,0.0489,0,-2.321928,8.122144,1.1118,3.4954,5.6707,0.8636,0.9624,-11.647,0.2368,2.289,15.2552,0.5162,-6.965784,-4.840629,0.6149,-2.3666153,-5.5872726,-4.526161,0.5582,-4.3540215
658,series2x2_parallel1,191.8772,0.125,1.631,1.7723,2.4504,2.9196,0.8948,-4.1264,0.0759,3.6509,20.8004,0.2866,0.0093,0.1497,0.4442,0.2603,0.0031,0.4608,0.1768,0.1122,1,-3.0,7.5840397,1.631,1.7723,2.4504,2.9196,0.8948,-4.1264,0.0759,3.6509,20.8004,0.2866,-6.7485538,-2.7398539,0.4442,-1.9417527,-8.333516,-1.1177874,0.1768,-3.1558554
53,series3,340.4192,0.1667,1.4582,0.6538,1.4389,1.1734,1.1655,7.9553,0.1451,7.1032,7.4428,0.5859,0.0745,0.3271,0.8598,0.5229,0.0032,0.0417,0.9214,0.0443,2,-2.584674,8.411168,1.4582,0.6538,1.4389,1.1734,1.1655,7.9553,0.1451,7.1032,7.4428,0.5859,-3.7466156,-1.6121963,0.8598,-0.93539304,-8.287712,-4.583809,0.9214,-4.4965496
723,parallel5,444.5871,0.5,1.155,1.5894,0.6111,5.7783,3.4739,-10.6656,0.208,2.278,17.0542,0.4958,0.0043,0.0503,0.2395,0.0667,0.0636,0.0449,0.5811,0.0701,0,-1.0,8.796322,1.155,1.5894,0.6111,5.7783,3.4739,-10.6656,0.208,2.278,17.0542,0.4958,-7.861448,-4.3132977,0.2395,-3.9061694,-3.9748294,-4.477141,0.5811,-3.8344417
1578,series2x2_parallel1,134.5327,0.6667,1.3678,2.9426,0.7607,3.0163,0.6966,0.3692,0.3323,7.7285,10.3151,0.2504,0.003,0.0644,0.2575,0.106,0.0709,0.097,0.6414,0.0632,1,-0.58489037,7.071813,1.3678,2.9426,0.7607,3.0163,0.6966,0.3692,0.3323,7.7285,10.3151,0.2504,-8.380822,-3.9567955,0.2575,-3.2378638,-3.8180707,-3.3658714,0.6414,-3.9839318
991,series3,86.4305,2.0,0.6322,5.4451,0.524,0.6754,3.0279,11.2583,0.1666,2.2628,2.5884,0.025,0.0029,0.1087,0.4115,0.4832,0.105,0.075,0.5945,0.0381,2,1.0,6.4334683,0.6322,5.4451,0.524,0.6754,3.0279,11.2583,0.1666,2.2628,2.5884,0.025,-8.429731,-3.2015762,0.4115,-1.0493076,-3.2515388,-3.7369657,0.5945,-4.714065
1257,series3,155.4419,0.3333,1.5665,5.8418,2.6373,1.9031,4.7069,-11.9051,0.0607,5.7516,4.612,0.4472,0.0616,0.0759,0.3937,0.0251,0.0506,0.0542,0.4971,0.3282,2,-1.5851068,7.2802315,1.5665,5.8418,2.6373,1.9031,4.7069,-11.9051,0.0607,5.7516,4.612,0.4472,-4.020926,-3.7197564,0.3937,-5.316169,-4.304719,-4.2055635,0.4971,-1.6073527
1719,series3_parallel2,75.9141,0.25,1.1752,2.2811,2.8297,4.2155,3.0017,10.8279,0.4166,3.302,3.1568,0.0561,0.0027,0.0592,0.753,0.0297,0.1143,0.2955,0.3402,0.0314,3,-2.0,6.246296,1.1752,2.2811,2.8297,4.2155,3.0017,10.8279,0.4166,3.302,3.1568,0.0561,-8.5328245,-4.078259,0.753,-5.0733933,-3.1291027,-1.7587699,0.3402,-4.9930916
794,series3_parallel2,143.5194,0.125,2.0231,0.1768,4.0494,0.9433,1.7363,-3.5754,0.1657,8.2409,1.9658,0.2275,0.0038,0.0739,0.7511,0.2699,0.0168,0.2415,0.1663,0.1955,3,-3.0,7.165102,2.0231,0.1768,4.0494,0.9433,1.7363,-3.5754,0.1657,8.2409,1.9658,0.2275,-8.039784,-3.758282,0.7511,-1.8895031,-5.895395,-2.0499048,0.1663,-2.3547595
1154,series3_parallel2,152.5335,3.0,1.6415,3.4701,0.1901,2.7829,2.4677,-1.0791,0.3659,1.4249,20.0355,0.7763,0.0091,0.1644,0.5258,0.0362,0.0019,0.1957,0.8283,0.0761,3,1.5849625,7.252982,1.6415,3.4701,0.1901,2.7829,2.4677,-1.0791,0.3659,1.4249,20.0355,0.7763,-6.7799177,-2.6047177,0.5258,-4.7878666,-9.039784,-2.3532844,0.8283,-3.7159598
1378,parallel5,742.5182,0.3333,0.6055,3.3419,0.873,1.8892,0.2596,-6.2619,0.3296,1.1015,12.0298,0.3063,0.071,0.3224,0.2452,0.0843,0.1057,0.0915,0.3847,0.3477,0,-1.5851068,9.536283,0.6055,3.3419,0.873,1.8892,0.2596,-6.2619,0.3296,1.1015,12.0298,0.3063,-3.8160372,-1.6330763,0.2452,-3.5683236,-3.2419527,-3.4500844,0.3847,-1.524085
232,series2x2_parallel1,565.3477,0.25,3.4439,3.8761,2.7893,2.0372,3.3763,10.7255,0.3998,1.68,20.638,0.2664,0.0066,0.2758,0.5239,0.3143,0.0697,0.1104,0.1611,0.1675,1,-2.0,9.142995,3.4439,3.8761,2.7893,2.0372,3.3763,10.7255,0.3998,1.68,20.638,0.2664,-7.243318,-1.8583057,0.5239,-1.6697859,-3.8426974,-3.179188,0.1611,-2.577767
1862,parallel5,88.8402,0.1667,4.0588,3.6096,0.4584,1.9891,3.6035,-8.3395,0.048,0.7801,15.0778,0.143,0.0207,0.1393,0.2566,0.0527,0.0032,0.3709,0.3651,0.0614,0,-2.584674,6.4731407,4.0588,3.6096,0.4584,1.9891,3.6035,-8.3395,0.048,0.7801,15.0778,0.143,-5.5942254,-2.8437328,0.2566,-4.246053,-8.287712,-1.4308978,0.3651,-4.0256176
339,parallel5,99.6877,0.1667,5.0859,3.8295,2.5131,3.7676,0.8126,5.7198,0.0622,8.6501,8.6031,0.5816,0.0024,0.5148,0.356,0.0635,0.0025,0.1657,0.5023,0.1001,0,-2.584674,6.6393437,5.0859,3.8295,2.5131,3.7676,0.8126,5.7198,0.0622,8.6501,8.6031,0.5816,-8.70275,-0.957916,0.356,-3.9770997,-8.643856,-2.5933545,0.5023,-3.320486
1277,series2x2_parallel1,127.1218,0.1667,3.2848,1.1999,0.7642,3.5261,1.1975,6.7314,0.0496,8.0279,10.5558,0.0987,0.0104,0.0378,0.2491,0.0378,0.0036,0.0927,0.4659,0.0896,1,-2.584674,6.9900675,3.2848,1.1999,0.7642,3.5261,1.1975,6.7314,0.0496,8.0279,10.5558,0.0987,-6.5872726,-4.72547,0.2491,-4.72547,-8.117787,-3.4312868,0.4659,-3.4803576
566,parallel5,150.0683,1.5,2.4214,1.6523,2.4809,2.1059,3.6299,-7.9513,0.345,0.1499,2.3806,0.3941,0.0316,0.3144,0.744,0.3962,0.0019,0.1864,0.3893,0.2918,0,0.5849625,7.2294755,2.4214,1.6523,2.4809,2.1059,3.6299,-7.9513,0.345,0.1499,2.3806,0.3941,-4.9839315,-1.6693269,0.744,-1.3356992,-9.039784,-2.4235263,0.3893,-1.7769482
190,series3,499.6015,0.1667,1.3609,2.0497,2.1204,0.4484,5.8511,-8.8893,0.264,4.5008,17.2353,0.2682,0.0033,0.1994,0.3522,0.127,0.0134,0.1024,0.6803,0.3911,2,-2.584674,8.964634,1.3609,2.0497,2.1204,0.4484,5.8511,-8.8893,0.264,4.5008,17.2353,0.2682,-8.243319,-2.3262627,0.3522,-2.9770997,-6.2216234,-3.2877123,0.6803,-1.3543906
1801,series2x2_parallel1,597.8799,0.1667,2.8521,3.5741,2.6803,3.7917,1.1793,7.2585,0.2463,0.0207,0.1243,0.2462,0.0058,0.0482,0.2092,0.2899,0.0211,0.2536,0.8386,0.2956,1,-2.584674,9.223712,2.8521,3.5741,2.6803,3.7917,1.1793,7.2585,0.2463,0.0207,0.1243,0.2462,-7.4297314,-4.374823,0.2092,-1.7863728,-5.566613,-1.9793733,0.8386,-1.7582818
459,series3,300.2651,0.3333,3.0274,0.9914,2.2598,4.1218,0.7166,-6.1094,0.0071,5.3996,13.2766,0.017,0.0241,0.047,0.2252,0.1265,0.0013,0.2046,0.9104,0.365,2,-1.5851068,8.230093,3.0274,0.9914,2.2598,4.1218,0.7166,-6.1094,0.0071,5.3996,13.2766,0.017,-5.374823,-4.4111953,0.2252,-2.9827907,-9.587273,-2.2891219,0.9104,-1.4540316
828,series3_parallel2,290.5468,0.5,2.1423,0.2944,1.5296,3.164,5.6651,3.9741,0.2677,0.2458,14.1466,0.0808,0.0781,0.0885,0.7934,0.4244,0.0041,0.2203,0.2449,0.3939,3,-1.0,8.182627,2.1423,0.2944,1.5296,3.164,5.6651,3.9741,0.2677,0.2458,14.1466,0.0808,-3.6785336,-3.4981787,0.7934,-1.2365035,-7.9301605,-2.1824586,0.2449,-1.3440987
1770,series3,111.6379,0.6667,0.9511,2.2314,0.8307,3.0909,0.8524,-2.2697,0.2761,4.9738,18.3019,0.4384,0.0148,0.0731,0.2562,0.0677,0.0084,0.2709,0.128,0.509,2,-0.58489037,6.802683,0.9511,2.2314,0.8307,3.0909,0.8524,-2.2697,0.2761,4.9738,18.3019,0.4384,-6.078259,-3.7739847,0.2562,-3.8847003,-6.895395,-1.8841677,0.128,-0.9742624
244,series3,879.3459,4.0,1.2388,5.4652,5.9621,5.2519,1.6601,-4.1768,0.4023,7.7253,10.5012,0.0701,0.0307,0.4025,0.6755,0.1293,0.0023,0.4502,0.2486,0.1463,2,2.0,9.780287,1.2388,5.4652,5.9621,5.2519,1.6601,-4.1768,0.4023,7.7253,10.5012,0.0701,-5.0256176,-1.3129393,0.6755,-2.9512057,-8.764151,-1.1513621,0.2486,-2.7729983
303,parallel5,257.866,0.1667,2.9968,1.9872,3.7394,1.61,0.9078,1.2897,0.1057,0.7422,16.6508,0.4592,0.0519,0.5033,0.7948,0.0722,0.0013,0.2447,0.3634,0.0873,0,-2.584674,8.010478,2.9968,1.9872,3.7394,1.61,0.9078,1.2897,0.1057,0.7422,16.6508,0.4592,-4.2681217,-0.99050945,0.7948,-3.7918572,-9.587273,-2.030914,0.3634,-3.5178745
905,series3,122.512,0.25,1.9053,0.3451,1.0278,1.7984,0.4588,-1.7847,0.0912,2.0469,7.7257,0.5759,0.0044,0.1363,0.373,0.0998,0.0031,0.2485,0.2545,0.0593,2,-2.0,6.9367795,1.9053,0.3451,1.0278,1.7984,0.4588,-1.7847,0.0912,2.0469,7.7257,0.5759,-7.828281,-2.8751426,0.373,-3.3248165,-8.333516,-2.0086823,0.2545,-4.0758243
1722,series2x2_parallel1,315.819,0.25,2.3603,2.1957,2.4428,0.5289,0.4688,-5.2815,0.1409,6.7682,20.0936,0.5922,0.0109,0.0411,0.7138,0.1357,0.0072,0.6301,0.6468,0.2477,1,-2.0,8.302954,2.3603,2.1957,2.4428,0.5289,0.4688,-5.2815,0.1409,6.7682,20.0936,0.5922,-6.519528,-4.6047177,0.7138,-2.8815074,-7.1177874,-0.66634727,0.6468,-2.0133343
1969,parallel5,208.2043,3.0,2.6912,1.2121,4.1037,2.8582,2.6099,-4.6001,0.0224,5.0982,10.1177,0.0697,0.0301,0.0996,0.7547,0.1378,0.0015,0.0855,0.4958,0.0411,0,1.5849625,7.701856,2.6912,1.2121,4.1037,2.8582,2.6099,-4.6001,0.0224,5.0982,10.1177,0.0697,-5.054093,-3.3277104,0.7547,-2.8593524,-9.380822,-3.5479317,0.4958,-4.6047177
615,series3,801.2875,0.1667,1.4225,0.7815,0.5084,3.0721,3.9053,-2.0304,0.0959,1.2711,11.4628,0.1212,0.025,0.0897,0.2201,0.0306,0.0046,0.149,0.6663,0.1053,2,-2.584674,9.646176,1.4225,0.7815,0.5084,3.0721,3.9053,-2.0304,0.0959,1.2711,11.4628,0.1212,-5.321928,-3.4787483,0.2201,-5.0303245,-7.7641506,-2.7466156,0.6663,-3.2474227
1765,series3,352.8939,0.3333,1.0253,1.0764,3.5477,0.7244,1.2135,0.784,0.0463,3.6796,19.0456,0.6186,0.0021,0.1497,0.4057,0.0421,0.1138,0.2599,0.8105,0.0411,2,-1.5851068,8.463091,1.0253,1.0764,3.5477,0.7244,1.2135,0.784,0.0463,3.6796,19.0456,0.6186,-8.895395,-2.7398539,0.4057,-4.570036,-3.1354275,-1.9439714,0.8105,-4.6047177
1652,series3_parallel2,245.6631,1.5,5.5939,1.9846,1.2372,1.2355,0.9244,-3.0978,0.4405,8.4235,1.6473,0.5529,0.0761,0.1717,0.63,0.1156,0.0465,0.187,0.6954,0.0327,3,0.5849625,7.9405375,5.5939,1.9846,1.2372,1.2355,0.9244,-3.0978,0.4405,8.4235,1.6473,0.5529,-3.7159598,-2.542038,0.63,-3.1127868,-4.4266253,-2.4188898,0.6954,-4.9345655
1922,parallel5,411.9842,0.125,3.982,3.21,3.0165,3.2481,5.277,-11.9732,0.0618,0.8525,9.9031,0.0097,0.0073,0.0418,0.7462,0.0375,0.0313,0.5726,0.3531,0.0469,0,-3.0,8.686445,3.982,3.21,3.0165,3.2481,5.277,-11.9732,0.0618,0.8525,9.9031,0.0097,-7.097888,-4.5803533,0.7462,-4.7369657,-4.9976935,-0.8044004,0.3531,-4.4142685
1402,series3_parallel2,763.0626,0.3333,2.4181,0.5996,2.4935,0.3652,4.2453,4.5157,0.357,4.3806,11.1245,0.1249,0.0236,0.4852,0.8361,0.0903,0.0152,0.0613,0.361,0.1976,3,-1.5851068,9.575658,2.4181,0.5996,2.4935,0.3652,4.2453,4.5157,0.357,4.3806,11.1245,0.1249,-5.4050694,-1.0433486,0.8361,-3.46913,-6.039785,-4.0279694,0.361,-2.339345
87,series3_parallel2,293.6643,0.6667,3.2553,5.0854,1.0314,0.2283,0.1676,-3.347,0.095,6.6448,13.9429,0.1588,0.0075,0.0467,0.4296,0.1578,0.002,0.434,0.2892,0.0325,3,-0.58489037,8.198024,3.2553,5.0854,1.0314,0.2283,0.1676,-3.347,0.095,6.6448,13.9429,0.1588,-7.0588937,-4.4204335,0.4296,-2.6638308,-8.965784,-1.204233,0.2892,-4.9434166
1877,parallel5,110.1618,0.5,0.91,1.1407,0.6697,1.7807,0.2434,-2.1548,0.0054,1.4033,2.8148,0.0051,0.0239,0.0904,0.5766,0.0357,0.0502,0.0778,0.7132,0.549,0,-1.0,6.78348,0.91,1.1407,0.6697,1.7807,0.2434,-2.1548,0.0054,1.4033,2.8148,0.0051,-5.3868456,-3.4675333,0.5766,-4.807932,-4.316169,-3.684086,0.7132,-0.8651219
1816,series2x2_parallel1,202.5683,1.0,4.8079,1.2381,4.5721,0.8774,4.5931,-3.7212,0.4098,2.9519,9.7474,0.6726,0.0021,0.0617,0.6125,0.0327,0.0282,0.2652,0.3458,0.1813,1,0.0,7.662265,4.8079,1.2381,4.5721,0.8774,4.5931,-3.7212,0.4098,2.9519,9.7474,0.6726,-8.895395,-4.0185857,0.6125,-4.9345655,-5.148161,-1.9148474,0.3458,-2.4635491
1538,parallel5,777.7842,1.0,3.8414,4.5359,0.6191,0.6047,2.1449,-3.0928,0.3816,0.3258,21.9873,0.1953,0.0021,0.0302,0.1893,0.0802,0.0012,0.0584,0.4259,0.0729,0,0.0,9.603226,3.8414,4.5359,0.6191,0.6047,2.1449,-3.0928,0.3816,0.3258,21.9873,0.1953,-8.895395,-5.049308,0.1893,-3.640254,-9.70275,-4.097888,0.4259,-3.7779374
1747,parallel5,124.4939,2.0,5.4862,1.7754,2.8616,0.8986,2.5102,6.9148,0.068,4.7966,18.5119,0.4387,0.0373,0.2063,0.862,0.0494,0.0041,0.0554,0.6761,0.0829,0,1.0,6.9599314,5.4862,1.7754,2.8616,0.8986,2.5102,6.9148,0.068,4.7966,18.5119,0.4387,-4.7446804,-2.2771842,0.862,-4.339345,-7.9301605,-4.17397,0.6761,-3.592484
429,series3,169.3082,0.6667,0.7554,1.7674,4.4293,2.8115,4.7995,2.4491,0.2434,1.0906,13.96,0.5758,0.0024,0.1854,0.4284,0.145,0.036,0.2124,0.7267,0.0755,2,-0.58489037,7.403508,0.7554,1.7674,4.4293,2.8115,4.7995,2.4491,0.2434,1.0906,13.96,0.5758,-8.70275,-2.4312868,0.4284,-2.7858753,-4.7958593,-2.2351444,0.7267,-3.7273796
542,parallel5,81.5326,1.5,2.0518,2.4839,1.8861,5.5366,3.9087,11.7373,0.069,3.8721,15.9866,0.3894,0.0102,0.0654,0.3736,0.0313,0.0121,0.0823,0.564,0.04,0,0.5849625,6.349305,2.0518,2.4839,1.8861,5.5366,3.9087,11.7373,0.069,3.8721,15.9866,0.3894,-6.615287,-3.9345655,0.3736,-4.9976935,-6.3688493,-3.6029637,0.564,-4.643856
1226,series3_parallel2,738.8996,1.5,1.2936,2.9816,0.9407,0.5409,2.3908,-0.9336,0.2394,2.535,14.4842,0.6032,0.0316,0.2957,0.4571,0.0565,0.0126,0.3304,0.7045,0.2849,3,0.5849625,9.529235,1.2936,2.9816,0.9407,0.5409,2.3908,-0.9336,0.2394,2.535,14.4842,0.6032,-4.9839315,-1.7577938,0.4571,-4.1456056,-6.3104324,-1.5977144,0.7045,-1.8114724
366,parallel5,391.3088,0.6667,0.3647,0.4258,2.6218,3.0933,3.725,-1.2868,0.436,6.4194,3.4491,0.256,0.0194,0.0405,0.2606,0.1024,0.0054,0.0461,0.3732,0.1094,0,-0.58489037,8.612164,0.3647,0.4258,2.6218,3.0933,3.725,-1.2868,0.436,6.4194,3.4491,0.256,-5.6877995,-4.625934,0.2606,-3.2877123,-7.532825,-4.4390893,0.3732,-3.1923153
1052,series3,647.7691,0.125,1.62,3.3615,0.2496,0.924,0.8642,-8.6038,0.1783,2.8308,16.0223,0.4831,0.0126,0.4754,0.6942,0.1377,0.0098,0.3114,0.6611,0.0949,2,-3.0,9.339335,1.62,3.3615,0.2496,0.924,0.8642,-8.6038,0.1783,2.8308,16.0223,0.4831,-6.3104324,-1.0727862,0.6942,-2.8603995,-6.6730027,-1.6831592,0.6611,-3.397448
1034,series2x2_parallel1,860.5376,3.0,1.2655,0.4284,4.6427,2.9332,5.1372,0.7381,0.0517,4.589,1.9305,0.7582,0.0045,0.3999,0.293,0.0421,0.0193,0.6477,0.2883,0.0417,1,1.5849625,9.749094,1.2655,0.4284,4.6427,2.9332,5.1372,0.7381,0.0517,4.589,1.9305,0.7582,-7.7958593,-1.3222889,0.293,-4.570036,-5.6952553,-0.6266023,0.2883,-4.583809
1869,series3,106.4358,1.5,2.5252,0.2341,0.1668,1.9717,3.2487,-11.8409,0.0342,6.3157,18.7944,0.6121,0.011,0.4353,0.4179,0.0237,0.0899,0.1591,0.6267,0.1344,2,0.5849625,6.7338395,2.5252,0.2341,0.1668,1.9717,3.2487,-11.8409,0.0342,6.3157,18.7944,0.6121,-6.506353,-1.1999182,0.4179,-5.398969,-3.475535,-2.6519942,0.6267,-2.895395
1121,series3,627.7545,0.125,2.6431,5.0443,3.4913,3.9882,0.418,-5.8901,0.1711,7.5717,7.6866,0.6623,0.0048,0.0756,0.8507,0.1188,0.0036,0.2179,0.4546,0.0972,2,-3.0,9.294057,2.6431,5.0443,3.4913,3.9882,0.418,-5.8901,0.1711,7.5717,7.6866,0.6623,-7.7027497,-3.72547,0.8507,-3.0733933,-8.117787,-2.198262,0.4546,-3.3628998
1813,series2x2_parallel1,432.2009,0.125,0.2635,2.9645,0.5307,1.8624,3.5062,-11.2479,0.2056,0.9074,11.2341,0.4277,0.0197,0.1825,0.7424,0.0783,0.0037,0.2565,0.5116,0.2225,1,-3.0,8.755558,0.2635,2.9645,0.5307,1.8624,3.5062,-11.2479,0.2056,0.9074,11.2341,0.4277,-5.6656604,-2.4540317,0.7424,-3.6748438,-8.078259,-1.9629692,0.5116,-2.1681228
1106,parallel5,101.1976,3.0,0.2494,1.6741,0.307,5.8084,4.7822,7.3274,0.4292,1.163,10.4022,0.6761,0.0259,0.1182,0.7159,0.0279,0.0439,0.3029,0.8863,0.1713,0,1.5849625,6.6610312,0.2494,1.6741,0.307,5.8084,4.7822,7.3274,0.4292,1.163,10.4022,0.6761,-5.270904,-3.080698,0.7159,-5.163591,-4.509635,-1.7230866,0.8863,-2.545403
1713,series2x2_parallel1,526.0462,2.0,2.5326,0.8884,0.2027,1.5185,1.6313,0.7618,0.0678,8.7617,7.4429,0.3578,0.0094,0.138,0.6529,0.0664,0.0351,0.1169,0.8999,0.0338,1,1.0,9.039045,2.5326,0.8884,0.2027,1.5185,1.6313,0.7618,0.0678,8.7617,7.4429,0.3578,-6.733124,-2.85726,0.6529,-3.912673,-4.832385,-3.0966532,0.8999,-4.886833
1129,series3_parallel2,127.9159,0.125,1.6175,1.1618,5.9571,0.9618,3.097,10.0891,0.2967,7.6284,16.9845,0.4614,0.002,0.0619,0.1868,0.5477,0.0022,0.1537,0.7628,0.0993,3,-3.0,6.9990516,1.6175,1.1618,5.9571,0.9618,3.097,10.0891,0.2967,7.6284,16.9845,0.4614,-8.965784,-4.013917,0.1868,-0.86854225,-8.82828,-2.701811,0.7628,-3.3320625
478,series3,585.531,0.6667,2.1316,0.7378,4.1053,4.1627,3.6341,9.7191,0.0948,7.4126,18.4477,0.4901,0.0199,0.0614,0.8029,0.2606,0.0023,0.5264,0.8424,0.2611,2,-0.58489037,9.193602,2.1316,0.7378,4.1053,4.1627,3.6341,9.7191,0.0948,7.4126,18.4477,0.4901,-5.6510878,-4.0256176,0.8029,-1.940091,-8.764151,-0.9257685,0.8424,-1.9373257
895,series2x2_parallel1,498.9805,3.0,2.0323,3.8657,2.5979,1.0166,0.3146,-1.6518,0.4294,3.9607,9.3274,0.4613,0.0104,0.1597,0.8521,0.0648,0.0034,0.5039,0.8525,0.044,1,1.5849625,8.96284,2.0323,3.8657,2.5979,1.0166,0.3146,-1.6518,0.4294,3.9607,9.3274,0.4613,-6.5872726,-2.6465638,0.8521,-3.9478624,-8.20025,-0.9887907,0.8525,-4.506353
706,series3_parallel2,111.6131,0.6667,3.5435,2.4834,4.4039,2.2314,1.2978,-5.2451,0.0056,4.6366,10.891,0.4926,0.0026,0.0312,0.8435,0.2565,0.0269,0.2769,0.1679,0.1131,3,-0.58489037,6.8023624,3.5435,2.4834,4.4039,2.2314,1.2978,-5.2451,0.0056,4.6366,10.891,0.4926,-8.587273,-5.0023103,0.8435,-1.9629692,-5.21625,-1.852563,0.1679,-3.144329
109,series2x2_parallel1,305.831,3.0,5.7448,1.2988,0.4007,0.3845,4.6625,7.3185,0.2799,0.513,9.6573,0.1395,0.0034,0.251,0.2015,0.3027,0.0028,0.0414,0.1231,0.765,1,1.5849625,8.256591,5.7448,1.2988,0.4007,0.3845,4.6625,7.3185,0.2799,0.513,9.6573,0.1395,-8.20025,-1.9942408,0.2015,-1.7240393,-8.480357,-4.5942254,0.1231,-0.38646838
192,parallel5,213.747,0.3333,1.3009,3.5474,0.4824,3.5268,2.8055,-10.8737,0.0617,4.6851,15.0943,0.3231,0.026,0.454,0.2488,0.0318,0.1176,0.0438,0.6642,0.2953,0,-1.5851068,7.7397604,1.3009,3.5474,0.4824,3.5268,2.8055,-10.8737,0.0617,4.6851,15.0943,0.3231,-5.2653446,-1.1392359,0.2488,-4.974829,-3.08804,-4.512925,0.6642,-1.7597467
1416,series3,864.3998,0.5,0.522,2.7251,0.33,0.8335,3.7257,-7.1022,0.1176,6.94,6.1286,0.0133,0.0322,0.3414,0.6504,0.5824,0.0011,0.0602,0.2322,0.0489,2,-1.0,9.755555,0.522,2.7251,0.33,0.8335,3.7257,-7.1022,0.1176,6.94,6.1286,0.0133,-4.956795,-1.550465,0.6504,-0.7799177,-9.82828,-4.054093,0.2322,-4.3540215
442,series2x2_parallel1,101.468,1.0,1.4698,3.2615,1.8303,3.9439,2.4175,-4.1629,0.0142,3.3047,8.3601,0.1217,0.0105,0.08,0.5917,0.5735,0.0142,0.0552,0.6961,0.0517,1,0.0,6.664881,1.4698,3.2615,1.8303,3.9439,2.4175,-4.1629,0.0142,3.3047,8.3601,0.1217,-6.573467,-3.6438563,0.5917,-0.8021347,-6.137965,-4.179188,0.6961,-4.273692
1264,series3,415.502,0.5,3.654,1.998,0.9731,4.3299,2.5964,-1.2893,0.2266,5.8914,2.7619,0.6098,0.0158,0.0554,0.548,0.0226,0.002,0.0757,0.7649,0.3703,2,-1.0,8.698711,3.654,1.998,0.9731,4.3299,2.5964,-1.2893,0.2266,5.8914,2.7619,0.6098,-5.9839315,-4.17397,0.548,-5.4675336,-8.965784,-3.723563,0.7649,-1.4332336
1037,parallel5,374.7179,1.5,2.0046,3.4526,5.9024,2.0595,5.6222,6.207,0.1817,4.3867,6.6157,0.5086,0.003,0.066,0.6051,0.0659,0.0198,0.4302,0.5005,0.4992,0,0.5849625,8.549661,2.0046,3.4526,5.9024,2.0595,5.6222,6.207,0.1817,4.3867,6.6157,0.5086,-8.380822,-3.92139,0.6051,-3.9235778,-5.6583557,-1.2169205,0.5005,-1.0023102
1317,series3,738.0895,0.5,5.6846,2.001,4.0996,3.1395,3.7101,-10.5212,0.1678,7.206,17.6064,0.5507,0.0091,0.1457,0.6212,0.0543,0.0607,0.1826,0.7621,0.2301,2,-1.0,9.527652,5.6846,2.001,4.0996,3.1395,3.7101,-10.5212,0.1678,7.206,17.6064,0.5507,-6.7799177,-2.7789273,0.6212,-4.202904,-4.0421596,-2.4532413,0.7621,-2.119667
70,series3,662.0906,0.6667,2.8791,0.4675,0.7704,2.8215,3.6405,4.4544,0.3238,4.5815,14.2892,0.1602,0.0114,0.0304,0.5857,0.1121,0.0029,0.0542,0.9461,0.3538,2,-0.58489037,9.370885,2.8791,0.4675,0.7704,2.8215,3.6405,4.4544,0.3238,4.5815,14.2892,0.1602,-6.4548225,-5.039785,0.5857,-3.157142,-8.429731,-4.2055635,0.9461,-1.4989941
31,series3_parallel2,799.3734,1.0,2.9284,3.9589,3.5071,4.1596,3.4196,-10.0177,0.2378,5.6282,14.328,0.0856,0.0051,0.0816,0.5305,0.3742,0.0072,0.1085,0.2632,0.6271,3,0.0,9.642726,2.9284,3.9589,3.5071,4.1596,3.4196,-10.0177,0.2378,5.6282,14.328,0.0856,-7.615287,-3.615287,0.5305,-1.4181186,-7.1177874,-3.2042332,0.2632,-0.67323256
402,parallel5,82.0305,2.0,1.6171,2.7473,3.3189,5.9698,4.1106,10.5014,0.3907,3.3183,19.6554,0.7937,0.0149,0.0527,0.3634,0.1355,0.001,0.1207,0.2254,0.2137,0,1.0,6.3580885,1.6171,2.7473,3.3189,5.9698,4.1106,10.5014,0.3907,3.3183,19.6554,0.7937,-6.068544,-4.246053,0.3634,-2.8836353,-9.965784,-3.0505023,0.2254,-2.2263412
1714,parallel5,388.0375,0.5,5.0062,5.9724,3.8,4.5038,2.0829,-2.7584,0.2899,6.1999,6.2206,0.1774,0.0078,0.3043,0.7057,0.0926,0.0037,0.1222,0.5385,0.6004,0,-1.0,8.600052,5.0062,5.9724,3.8,4.5038,2.0829,-2.7584,0.2899,6.1999,6.2206,0.1774,-7.0023103,-1.7164338,0.7057,-3.432844,-8.078259,-3.0326838,0.5385,-0.7360042
