id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,algorithm_idx,algorithm_prefix_idx,algorithm_suffix_idx
477,parallel5,155.6184,0.3333,2.6757,4.1538,2.7203,2.1609,1.6914,0.0,0.0,0.0,0.0,0.0,0,0,3
2007,parallel5,244.1144,1.5,1.1134,0.4757,2.5717,1.6419,1.12,0.0,0.0,0.0,0.0,0.0,0,0,3
547,series3,288.5819,0.125,2.6254,3.7608,2.885,1.1752,2.0828,0.0,0.0,0.0,0.0,0.0,2,2,0
3553,parallel5,173.1305,1.5,0.2518,3.4478,3.0325,1.1778,2.3565,0.0,0.0,0.0,0.0,0.0,0,0,3
569,parallel5,530.6916,0.25,5.5586,4.781,1.11,5.4604,3.6162,0.0,0.0,0.0,0.0,0.0,0,0,3
1595,series3_parallel2,82.9483,3.0,2.3164,1.2276,4.2016,0.6975,0.9341,0.0,0.0,0.0,0.0,0.0,3,2,2
3303,parallel5,596.921,0.3333,4.1982,5.9535,4.4317,1.688,3.7875,0.0,0.0,0.0,0.0,0.0,0,0,3
717,series2x2_parallel1,86.5458,0.5,1.2062,1.961,0.1509,3.7172,2.748,0.0,0.0,0.0,0.0,0.0,1,1,1
601,series2x2_parallel1,86.4258,4.0,1.5246,1.4082,2.3802,2.8515,1.1351,0.0,0.0,0.0,0.0,0.0,1,1,1
3110,parallel5,500.5054,3.0,4.9672,2.0815,3.3275,3.8109,4.0819,0.0,0.0,0.0,0.0,0.0,0,0,3
113,series3,96.9143,3.0,1.7852,0.9518,2.1411,1.9168,5.8003,0.0,0.0,0.0,0.0,0.0,2,2,0
1598,parallel5,106.8972,2.0,2.0473,2.3214,0.6775,2.273,1.8289,0.0,0.0,0.0,0.0,0.0,0,0,3
1227,parallel5,530.0362,1.0,2.771,2.4853,3.0861,0.9403,1.6,0.0,0.0,0.0,0.0,0.0,0,0,3
1244,series3,146.3794,1.5,4.6001,4.2313,0.4131,1.4231,5.193,0.0,0.0,0.0,0.0,0.0,2,2,0
3612,parallel5,240.7846,0.125,0.9114,1.4826,0.5001,3.2327,1.7624,0.0,0.0,0.0,0.0,0.0,0,0,3
672,parallel5,272.7621,4.0,5.5315,3.6905,2.5812,2.696,5.1416,0.0,0.0,0.0,0.0,0.0,0,0,3
3242,series2x2_parallel1,616.6578,0.25,4.9957,1.2737,1.4494,0.5396,2.9599,0.0,0.0,0.0,0.0,0.0,1,1,1
3958,series3,541.9518,0.25,2.3342,4.0937,3.7635,5.522,0.2313,0.0,0.0,0.0,0.0,0.0,2,2,0
343,series2x2_parallel1,139.8303,1.0,1.1302,2.9847,1.2739,4.1015,0.2377,0.0,0.0,0.0,0.0,0.0,1,1,1
1141,parallel5,615.3457,0.25,1.5119,1.1555,4.6998,2.0317,1.3022,0.0,0.0,0.0,0.0,0.0,0,0,3
1688,series2x2_parallel1,382.2559,0.6667,0.9042,3.4421,1.2571,0.6376,1.1416,0.0,0.0,0.0,0.0,0.0,1,1,1
425,series3_parallel2,87.8963,2.0,2.5654,1.3,3.6568,3.7313,2.7888,0.0,0.0,0.0,0.0,0.0,3,2,2
168,series3_parallel2,223.9545,0.25,4.054,3.0059,2.4611,0.3854,0.8087,0.0,0.0,0.0,0.0,0.0,3,2,2
2443,series3,80.2249,1.0,2.3554,0.3526,0.1608,1.5846,1.3355,0.0,0.0,0.0,0.0,0.0,2,2,0
942,series3,726.1118,1.0,2.4793,2.721,0.587,1.8615,2.5497,0.0,0.0,0.0,0.0,0.0,2,2,0
3396,series3,694.019,4.0,3.2727,1.2105,2.071,5.7463,3.7499,0.0,0.0,0.0,0.0,0.0,2,2,0
767,series3,141.0013,1.5,2.5141,5.5541,1.6661,1.2355,0.2359,0.0,0.0,0.0,0.0,0.0,2,2,0
1175,parallel5,82.7679,1.0,0.657,3.6352,2.6559,0.8733,3.584,0.0,0.0,0.0,0.0,0.0,0,0,3
3036,series2x2_parallel1,485.4346,0.125,3.4804,1.4276,3.9439,2.8754,3.8097,0.0,0.0,0.0,0.0,0.0,1,1,1
103,series2x2_parallel1,383.1472,3.0,2.5304,3.9822,0.6116,4.0091,2.8709,0.0,0.0,0.0,0.0,0.0,1,1,1
2684,series3,103.1114,1.5,3.3626,0.9203,2.3123,0.8044,1.5557,0.0,0.0,0.0,0.0,0.0,2,2,0
1260,series3_parallel2,545.6399,1.0,4.5271,1.599,1.2332,1.4735,1.5743,0.0,0.0,0.0,0.0,0.0,3,2,2
174,series3_parallel2,709.1162,0.125,1.3853,1.9638,2.3815,4.4525,3.8198,0.0,0.0,0.0,0.0,0.0,3,2,2
1056,series3_parallel2,519.1895,0.125,1.4239,5.3443,4.8489,0.7617,3.8574,0.0,0.0,0.0,0.0,0.0,3,2,2
691,series3,69.8584,1.5,4.0339,1.1506,3.5967,1.1646,3.933,0.0,0.0,0.0,0.0,0.0,2,2,0
3996,series3_parallel2,549.2998,0.6667,1.7237,1.1448,2.9904,0.3658,3.4583,0.0,0.0,0.0,0.0,0.0,3,2,2
1376,parallel5,540.7427,0.125,0.4802,2.255,2.0031,4.9244,1.6297,0.0,0.0,0.0,0.0,0.0,0,0,3
1479,series3,149.3555,0.5,0.9727,3.8846,1.7091,1.3156,1.6515,0.0,0.0,0.0,0.0,0.0,2,2,0
172,series3_parallel2,114.486,1.0,4.1817,4.1888,0.3236,2.5824,2.4066,0.0,0.0,0.0,0.0,0.0,3,2,2
3073,parallel5,866.2322,0.5,4.663,1.0993,1.2579,1.6641,3.9949,0.0,0.0,0.0,0.0,0.0,0,0,3
671,parallel5,829.3142,2.0,3.7792,1.5087,5.9829,3.047,2.4113,0.0,0.0,0.0,0.0,0.0,0,0,3
2172,series3,120.3385,0.2,0.5551,0.2216,3.0195,3.0081,1.3824,0.0,0.0,0.0,0.0,0.0,2,2,0
88,series2x2_parallel1,100.2013,1.0,1.3093,5.0487,3.2045,1.0896,1.9222,0.0,0.0,0.0,0.0,0.0,1,1,1
3223,series2x2_parallel1,192.3959,0.3333,1.57,0.5154,2.956,3.059,3.4512,0.0,0.0,0.0,0.0,0.0,1,1,1
89,series3_parallel2,66.3474,1.0,3.5114,5.7275,3.23,2.4979,2.9666,0.0,0.0,0.0,0.0,0.0,3,2,2
3395,series2x2_parallel1,170.3072,1.0,0.1934,3.3481,1.3153,5.4552,0.6112,0.0,0.0,0.0,0.0,0.0,1,1,1
1121,series2x2_parallel1,243.6519,3.0,4.0732,3.3053,3.6466,0.4574,0.2918,0.0,0.0,0.0,0.0,0.0,1,1,1
299,series3_parallel2,218.2362,0.125,1.3574,5.8605,2.2787,0.6735,5.0753,0.0,0.0,0.0,0.0,0.0,3,2,2
2488,series3_parallel2,159.1196,0.1667,0.8299,2.4071,4.0889,0.2702,3.1725,0.0,0.0,0.0,0.0,0.0,3,2,2
2994,parallel5,528.7266,4.0,1.286,4.1721,0.7513,2.0393,2.3328,0.0,0.0,0.0,0.0,0.0,0,0,3
2965,series3_parallel2,368.662,0.5,2.9456,3.8489,2.2939,2.5719,0.3942,0.0,0.0,0.0,0.0,0.0,3,2,2
2950,parallel5,685.5834,0.1667,5.8582,5.3988,1.466,1.0806,0.3431,0.0,0.0,0.0,0.0,0.0,0,0,3
3429,series2x2_parallel1,559.6164,0.25,5.2613,5.5203,2.7153,2.7628,5.2121,0.0,0.0,0.0,0.0,0.0,1,1,1
2927,series2x2_parallel1,690.5962,0.6667,3.1792,1.5498,2.9801,4.1226,2.7489,0.0,0.0,0.0,0.0,0.0,1,1,1
3134,series2x2_parallel1,157.1699,0.1667,0.6062,1.7433,2.0464,3.6307,0.7579,0.0,0.0,0.0,0.0,0.0,1,1,1
4017,series3_parallel2,210.5004,0.5,2.2293,4.5818,2.569,2.0821,0.9389,0.0,0.0,0.0,0.0,0.0,3,2,2
567,series2x2_parallel1,150.3641,1.5,0.7251,3.8273,2.601,3.5757,2.3462,0.0,0.0,0.0,0.0,0.0,1,1,1
3430,series3_parallel2,616.5757,0.6667,4.9619,0.2943,5.1984,0.545,1.0872,0.0,0.0,0.0,0.0,0.0,3,2,2
3044,parallel5,572.5601,1.0,5.872,0.6503,0.9744,0.2207,0.6689,0.0,0.0,0.0,0.0,0.0,0,0,3
3022,parallel5,190.8305,1.5,4.9306,2.6333,4.0169,2.7258,4.439,0.0,0.0,0.0,0.0,0.0,0,0,3
3301,series2x2_parallel1,249.0367,0.3333,1.2962,1.4234,2.5262,2.356,0.6756,0.0,0.0,0.0,0.0,0.0,1,1,1
3109,series3,226.8405,4.0,1.4114,0.8648,0.1847,3.5437,0.24,0.0,0.0,0.0,0.0,0.0,2,2,0
3608,series3_parallel2,296.0341,1.5,0.3637,5.5543,2.7416,1.3565,0.6946,0.0,0.0,0.0,0.0,0.0,3,2,2
3280,series3,382.6916,2.0,1.3972,3.555,3.6088,0.8423,3.4294,0.0,0.0,0.0,0.0,0.0,2,2,0
2987,series2x2_parallel1,239.7324,0.1667,0.9322,2.5356,3.6672,0.552,3.5545,0.0,0.0,0.0,0.0,0.0,1,1,1
2663,series3,203.3371,0.1667,1.5397,3.223,5.608,3.1408,3.6318,0.0,0.0,0.0,0.0,0.0,2,2,0
3142,series3_parallel2,113.8235,0.5,0.3075,4.7141,5.0582,0.7766,3.0224,0.0,0.0,0.0,0.0,0.0,3,2,2
1605,series3,265.0398,4.0,0.8518,3.2514,1.4944,1.8155,2.6183,0.0,0.0,0.0,0.0,0.0,2,2,0
12,parallel5,863.1889,0.6667,2.4927,4.1289,1.6291,1.1188,0.4928,0.0,0.0,0.0,0.0,0.0,0,0,3
3949,parallel5,184.2488,1.5,1.1968,5.3713,2.4065,3.4218,1.7151,0.0,0.0,0.0,0.0,0.0,0,0,3
881,series3_parallel2,447.901,1.0,3.0992,1.1207,5.6339,1.3259,2.2267,0.0,0.0,0.0,0.0,0.0,3,2,2
1251,series3,95.8087,0.6667,1.0713,0.9604,0.429,5.5624,2.1029,0.0,0.0,0.0,0.0,0.0,2,2,0
3586,series3,585.828,2.0,2.7747,3.9762,4.1428,0.2914,4.4423,0.0,0.0,0.0,0.0,0.0,2,2,0
480,series3_parallel2,306.9577,0.5,0.2104,2.3967,0.306,3.319,0.6032,0.0,0.0,0.0,0.0,0.0,3,2,2
648,parallel5,305.4149,2.0,2.0586,0.6053,2.888,0.3621,4.423,0.0,0.0,0.0,0.0,0.0,0,0,3
377,series2x2_parallel1,346.4526,4.0,3.7978,2.937,1.1705,2.1309,0.8554,0.0,0.0,0.0,0.0,0.0,1,1,1
3392,series3_parallel2,76.8007,0.3333,1.1301,1.7862,5.7375,1.3392,0.9752,0.0,0.0,0.0,0.0,0.0,3,2,2
1866,series2x2_parallel1,265.399,0.5,3.0588,4.0072,2.2872,1.9831,3.7334,0.0,0.0,0.0,0.0,0.0,1,1,1
2673,parallel5,211.0874,3.0,0.6727,4.807,3.0731,4.4403,1.0475,0.0,0.0,0.0,0.0,0.0,0,0,3
118,series3_parallel2,106.4702,0.25,3.9525,1.6947,0.1813,2.3887,3.9304,0.0,0.0,0.0,0.0,0.0,3,2,2
3722,parallel5,116.0454,0.125,4.4857,0.9459,3.342,2.1703,0.507,0.0,0.0,0.0,0.0,0.0,0,0,3
847,parallel5,719.7111,0.125,5.9676,4.038,1.4333,1.6953,2.4307,0.0,0.0,0.0,0.0,0.0,0,0,3
2557,parallel5,187.6376,0.2,2.7651,1.6385,2.612,0.8085,0.9485,0.0,0.0,0.0,0.0,0.0,0,0,3
3412,series3_parallel2,811.5995,1.5,2.8544,3.4505,3.7334,4.5114,1.0879,0.0,0.0,0.0,0.0,0.0,3,2,2
1584,series3,155.1081,0.125,1.5004,0.8458,0.8881,0.9621,2.3554,0.0,0.0,0.0,0.0,0.0,2,2,0
1401,parallel5,147.1313,0.25,2.9289,0.9377,1.3234,1.3486,4.3021,0.0,0.0,0.0,0.0,0.0,0,0,3
3579,series2x2_parallel1,434.2634,1.5,4.0557,3.8932,2.1391,1.2704,1.6623,0.0,0.0,0.0,0.0,0.0,1,1,1
2359,series2x2_parallel1,151.5715,0.25,3.8522,0.7596,0.3026,4.9417,3.9091,0.0,0.0,0.0,0.0,0.0,1,1,1
535,series3_parallel2,89.2544,0.2,2.0889,3.2516,2.5605,1.7755,2.6637,0.0,0.0,0.0,0.0,0.0,3,2,2
1818,series2x2_parallel1,97.6217,0.25,2.6764,2.3672,3.6995,2.8684,2.6471,0.0,0.0,0.0,0.0,0.0,1,1,1
3784,series3_parallel2,441.4669,2.0,1.4094,0.5974,1.3201,1.2596,1.3917,0.0,0.0,0.0,0.0,0.0,3,2,2
1525,series3,116.5755,0.5,1.1401,1.7273,0.7273,1.8661,1.3354,0.0,0.0,0.0,0.0,0.0,2,2,0
2439,parallel5,238.7764,2.0,5.2258,2.6067,3.2508,2.6504,3.8225,0.0,0.0,0.0,0.0,0.0,0,0,3
1993,series3,205.7022,3.0,1.4156,2.0106,1.0567,5.728,5.2268,0.0,0.0,0.0,0.0,0.0,2,2,0
31,series2x2_parallel1,85.4914,1.0,1.2366,0.3866,1.1244,1.6767,4.3165,0.0,0.0,0.0,0.0,0.0,1,1,1
3952,series3,727.5698,0.25,0.9978,1.8114,3.4582,0.3688,3.1463,0.0,0.0,0.0,0.0,0.0,2,2,0
811,series3_parallel2,840.1372,3.0,0.7352,3.6184,1.9016,0.528,2.6158,0.0,0.0,0.0,0.0,0.0,3,2,2
3852,parallel5,605.3031,0.6667,3.9531,0.7413,2.7056,1.8234,5.1283,0.0,0.0,0.0,0.0,0.0,0,0,3
104,series2x2_parallel1,110.9267,1.0,3.692,3.4739,5.6068,0.4755,0.211,0.0,0.0,0.0,0.0,0.0,1,1,1
1014,series3_parallel2,84.3729,1.5,4.0594,1.7774,0.6921,1.705,1.9296,0.0,0.0,0.0,0.0,0.0,3,2,2
1690,parallel5,682.3933,2.0,4.5896,3.6706,0.1967,2.9674,3.3377,0.0,0.0,0.0,0.0,0.0,0,0,3
1962,parallel5,77.22,1.5,2.8429,0.5523,1.1027,1.0931,0.4465,0.0,0.0,0.0,0.0,0.0,0,0,3
3435,parallel5,586.4223,0.3333,0.8393,0.7635,3.2309,3.2025,4.9924,0.0,0.0,0.0,0.0,0.0,0,0,3
2036,series3_parallel2,287.5036,2.0,1.2659,0.3251,2.6691,1.8284,0.7242,0.0,0.0,0.0,0.0,0.0,3,2,2
4018,series2x2_parallel1,180.7016,0.2,4.1199,2.2434,2.3197,4.7026,4.5479,0.0,0.0,0.0,0.0,0.0,1,1,1
2145,parallel5,726.4487,0.125,4.6008,1.6524,4.1978,3.6607,1.405,0.0,0.0,0.0,0.0,0.0,0,0,3
2296,series2x2_parallel1,280.0118,0.25,0.4298,4.0849,3.2759,2.48,5.1355,0.0,0.0,0.0,0.0,0.0,1,1,1
2614,series3_parallel2,457.1069,0.3333,3.6082,0.3864,2.6249,0.3615,1.8669,0.0,0.0,0.0,0.0,0.0,3,2,2
51,series3_parallel2,167.5577,0.25,2.0167,5.5036,0.3347,4.039,3.7896,0.0,0.0,0.0,0.0,0.0,3,2,2
515,series2x2_parallel1,99.4277,1.5,0.8628,1.6767,1.2025,2.2384,3.6308,0.0,0.0,0.0,0.0,0.0,1,1,1
2469,series2x2_parallel1,175.2482,0.2,1.0404,1.802,4.0005,2.3109,1.9108,0.0,0.0,0.0,0.0,0.0,1,1,1
3398,parallel5,157.7749,0.25,3.1903,2.6167,3.1689,1.3039,1.4842,0.0,0.0,0.0,0.0,0.0,0,0,3
1332,series2x2_parallel1,137.5536,0.2,4.5539,0.9253,5.142,2.8085,4.257,0.0,0.0,0.0,0.0,0.0,1,1,1
2804,series2x2_parallel1,108.0463,0.25,2.8097,0.562,3.8263,0.7435,3.4637,0.0,0.0,0.0,0.0,0.0,1,1,1
2452,parallel5,420.071,0.6667,0.247,0.1954,2.9462,4.065,1.1142,0.0,0.0,0.0,0.0,0.0,0,0,3
3578,series2x2_parallel1,94.5636,0.1667,1.3443,2.468,2.4241,2.7998,3.2658,0.0,0.0,0.0,0.0,0.0,1,1,1
2963,series3_parallel2,695.1253,0.3333,2.5338,5.234,0.7106,3.1066,4.6223,0.0,0.0,0.0,0.0,0.0,3,2,2
2969,series2x2_parallel1,334.1456,2.0,2.8466,3.7116,3.3651,2.7976,0.65,0.0,0.0,0.0,0.0,0.0,1,1,1
1845,series3_parallel2,666.3303,0.125,0.3638,5.4576,0.3038,1.0424,1.1971,0.0,0.0,0.0,0.0,0.0,3,2,2
1645,series3_parallel2,650.6797,0.25,3.7362,2.5322,5.9299,0.8232,2.9905,0.0,0.0,0.0,0.0,0.0,3,2,2
434,series2x2_parallel1,221.9911,0.125,0.3036,5.2098,3.9784,2.3871,0.9701,0.0,0.0,0.0,0.0,0.0,1,1,1
1966,series3,500.1566,3.0,0.2264,1.1482,2.5691,2.0044,1.3091,0.0,0.0,0.0,0.0,0.0,2,2,0
333,series2x2_parallel1,181.1301,3.0,2.891,4.1212,0.7669,1.8703,0.1672,0.0,0.0,0.0,0.0,0.0,1,1,1
3103,parallel5,818.5194,0.3333,2.7225,3.4059,1.8152,4.0373,3.6406,0.0,0.0,0.0,0.0,0.0,0,0,3
1961,series2x2_parallel1,116.3169,0.1667,0.4628,0.342,3.2581,0.4623,5.2971,0.0,0.0,0.0,0.0,0.0,1,1,1
1043,series3,159.4648,2.0,2.3539,2.8966,1.6401,1.0365,0.2672,0.0,0.0,0.0,0.0,0.0,2,2,0
2519,series2x2_parallel1,815.4508,0.25,0.3028,0.7327,5.341,2.2751,2.3516,0.0,0.0,0.0,0.0,0.0,1,1,1
2841,parallel5,149.0264,3.0,3.3331,5.0665,2.6491,0.2145,1.5114,0.0,0.0,0.0,0.0,0.0,0,0,3
143,series3_parallel2,126.7415,0.5,1.3456,0.5512,1.9452,0.8691,5.5579,0.0,0.0,0.0,0.0,0.0,3,2,2
1532,series3,844.8821,1.5,1.5316,4.3794,4.8879,1.4489,1.3081,0.0,0.0,0.0,0.0,0.0,2,2,0
2229,series2x2_parallel1,876.1108,0.2,0.4241,3.9603,1.7449,0.6007,0.5322,0.0,0.0,0.0,0.0,0.0,1,1,1
1822,series2x2_parallel1,191.1769,0.6667,3.9227,4.6825,4.5528,4.1361,3.3941,0.0,0.0,0.0,0.0,0.0,1,1,1
3934,series3_parallel2,157.868,1.0,3.5374,0.6272,1.0358,0.6172,2.1318,0.0,0.0,0.0,0.0,0.0,3,2,2
2882,parallel5,588.4055,0.5,2.7388,0.2153,0.4425,2.4829,1.5118,0.0,0.0,0.0,0.0,0.0,0,0,3
3198,parallel5,68.6659,1.0,1.0053,2.1608,3.0168,1.297,1.1946,0.0,0.0,0.0,0.0,0.0,0,0,3
3043,series3,364.2084,3.0,1.4181,1.1575,2.1685,0.1595,2.3884,0.0,0.0,0.0,0.0,0.0,2,2,0
1226,series3_parallel2,165.6719,0.3333,2.0687,0.3245,2.0651,5.1666,4.3637,0.0,0.0,0.0,0.0,0.0,3,2,2
2932,series2x2_parallel1,75.8475,0.2,3.6339,2.2973,2.0516,4.1616,5.2113,0.0,0.0,0.0,0.0,0.0,1,1,1
2598,parallel5,103.7757,3.0,0.7264,3.7929,3.4597,0.319,4.3187,0.0,0.0,0.0,0.0,0.0,0,0,3
3356,series3,401.8368,0.5,0.6928,2.3088,0.2166,2.6037,0.2584,0.0,0.0,0.0,0.0,0.0,2,2,0
3449,series2x2_parallel1,80.9576,3.0,2.5288,1.3316,1.2652,0.5325,3.3503,0.0,0.0,0.0,0.0,0.0,1,1,1
445,series3,330.8106,0.125,0.5703,3.3825,0.4015,2.472,0.3188,0.0,0.0,0.0,0.0,0.0,2,2,0
1129,parallel5,684.8508,0.125,1.1972,1.7136,2.5597,0.4552,5.0535,0.0,0.0,0.0,0.0,0.0,0,0,3
2463,parallel5,138.2692,0.125,0.8885,1.1055,3.9426,0.93,0.4142,0.0,0.0,0.0,0.0,0.0,0,0,3
3256,parallel5,535.2225,3.0,0.9527,0.6661,0.5939,4.6472,1.0792,0.0,0.0,0.0,0.0,0.0,0,0,3
2314,series3_parallel2,90.4733,0.25,0.591,3.8126,4.0039,3.6399,1.1377,0.0,0.0,0.0,0.0,0.0,3,2,2
468,series3,803.7933,1.5,4.5572,5.5533,0.6997,5.9466,1.4136,0.0,0.0,0.0,0.0,0.0,2,2,0
3298,parallel5,412.1784,4.0,3.7319,2.0145,1.0229,0.3218,2.1386,0.0,0.0,0.0,0.0,0.0,0,0,3
3317,parallel5,688.4385,0.6667,1.5716,1.01,1.4181,3.9877,0.814,0.0,0.0,0.0,0.0,0.0,0,0,3
276,series3,414.7689,1.5,0.1536,4.4676,2.5686,1.3402,2.9482,0.0,0.0,0.0,0.0,0.0,2,2,0
3366,series2x2_parallel1,621.986,0.6667,1.0084,2.6365,4.3964,3.6358,4.79,0.0,0.0,0.0,0.0,0.0,1,1,1
4005,series3_parallel2,150.4524,0.3333,0.6372,1.9928,3.7165,3.531,3.3822,0.0,0.0,0.0,0.0,0.0,3,2,2
1051,series3_parallel2,96.4109,1.0,3.8404,4.0919,2.9832,5.9107,3.5758,0.0,0.0,0.0,0.0,0.0,3,2,2
3170,series3,84.7816,0.6667,0.7724,0.3027,1.0072,2.4432,1.7424,0.0,0.0,0.0,0.0,0.0,2,2,0
591,series3,108.8958,0.5,4.9674,0.2859,0.3221,3.2632,1.7873,0.0,0.0,0.0,0.0,0.0,2,2,0
3877,parallel5,532.1773,0.2,1.4002,3.6891,0.6367,0.3029,3.2254,0.0,0.0,0.0,0.0,0.0,0,0,3
1995,series3,173.1168,0.25,0.9981,0.8638,2.1118,3.1866,3.2818,0.0,0.0,0.0,0.0,0.0,2,2,0
1509,series3_parallel2,239.5377,0.125,1.4769,2.8277,0.5851,2.8306,1.3799,0.0,0.0,0.0,0.0,0.0,3,2,2
1878,series2x2_parallel1,68.3695,4.0,2.6022,4.7449,4.1878,5.8465,1.4877,0.0,0.0,0.0,0.0,0.0,1,1,1
2852,series3_parallel2,389.7464,1.0,1.3689,1.1063,4.5794,1.8334,4.1247,0.0,0.0,0.0,0.0,0.0,3,2,2
1661,series3,177.3677,1.0,4.4527,0.6738,4.112,3.63,3.6265,0.0,0.0,0.0,0.0,0.0,2,2,0
1723,parallel5,157.6435,0.3333,3.1863,1.7572,3.3206,5.6525,5.2958,0.0,0.0,0.0,0.0,0.0,0,0,3
3605,series2x2_parallel1,338.0482,0.1667,1.2877,3.4566,2.4204,5.7903,2.1452,0.0,0.0,0.0,0.0,0.0,1,1,1
1123,series2x2_parallel1,826.652,0.6667,1.5608,2.9634,3.7151,5.2769,1.1198,0.0,0.0,0.0,0.0,0.0,1,1,1
3533,series3,69.111,4.0,2.8258,3.1521,1.6928,3.2009,5.8858,0.0,0.0,0.0,0.0,0.0,2,2,0
1310,series3_parallel2,496.1616,1.5,2.7428,5.3011,4.0833,0.5505,2.2754,0.0,0.0,0.0,0.0,0.0,3,2,2
1656,parallel5,116.4542,0.2,3.8603,2.2514,3.5397,0.3847,3.1827,0.0,0.0,0.0,0.0,0.0,0,0,3
1766,series3,81.7402,0.125,3.9449,3.9312,1.163,1.4173,0.8212,0.0,0.0,0.0,0.0,0.0,2,2,0
3587,series3_parallel2,65.65,0.125,1.3658,1.3212,4.1361,0.7522,0.8278,0.0,0.0,0.0,0.0,0.0,3,2,2
2345,series3,144.606,3.0,2.6948,3.2166,2.2259,0.2096,0.4802,0.0,0.0,0.0,0.0,0.0,2,2,0
3335,parallel5,381.2494,4.0,1.3609,2.2,3.2264,4.0372,2.7814,0.0,0.0,0.0,0.0,0.0,0,0,3
2594,parallel5,282.3734,2.0,0.2494,1.0031,0.8721,0.5827,1.0911,0.0,0.0,0.0,0.0,0.0,0,0,3
3679,series3_parallel2,177.4158,2.0,3.3213,0.2219,0.3245,0.1663,3.3754,0.0,0.0,0.0,0.0,0.0,3,2,2
1375,series2x2_parallel1,210.4665,4.0,1.662,0.6468,1.0166,1.7134,3.9485,0.0,0.0,0.0,0.0,0.0,1,1,1
1200,series3_parallel2,121.4709,2.0,2.8966,3.1073,1.4134,0.1577,4.731,0.0,0.0,0.0,0.0,0.0,3,2,2
2827,series3,707.4367,0.125,3.1443,2.5805,3.3639,3.6678,4.1622,0.0,0.0,0.0,0.0,0.0,2,2,0
1011,series3,716.546,0.3333,3.3135,2.7741,0.2283,0.8851,0.6066,0.0,0.0,0.0,0.0,0.0,2,2,0
247,series3,99.0923,0.2,0.866,1.5863,0.4628,0.801,3.9624,0.0,0.0,0.0,0.0,0.0,2,2,0
2140,series3,751.115,2.0,0.2104,3.7067,3.1695,5.1267,0.5977,0.0,0.0,0.0,0.0,0.0,2,2,0
3607,parallel5,439.0953,1.0,4.288,2.9185,2.9442,0.876,3.3174,0.0,0.0,0.0,0.0,0.0,0,0,3
3810,parallel5,345.7712,0.1667,5.7808,4.6707,1.3956,0.8809,1.5424,0.0,0.0,0.0,0.0,0.0,0,0,3
1032,series3,93.9704,0.125,1.0091,0.9122,1.8592,1.8026,0.2999,0.0,0.0,0.0,0.0,0.0,2,2,0
2696,series2x2_parallel1,441.8049,3.0,1.0788,3.1258,1.3937,2.1759,2.2318,0.0,0.0,0.0,0.0,0.0,1,1,1
2596,series3,755.7637,2.0,2.7003,0.4157,0.266,0.8667,0.5973,0.0,0.0,0.0,0.0,0.0,2,2,0
1494,series3_parallel2,104.6309,2.0,2.7015,5.6614,0.2242,1.5662,3.7544,0.0,0.0,0.0,0.0,0.0,3,2,2
851,series3_parallel2,269.0495,0.5,1.1277,2.2049,1.9147,2.5056,1.4988,0.0,0.0,0.0,0.0,0.0,3,2,2
82,series3_parallel2,79.3442,4.0,0.3276,0.3059,3.1643,0.5705,0.9807,0.0,0.0,0.0,0.0,0.0,3,2,2
184,parallel5,326.7547,4.0,0.768,0.4003,0.2125,5.2765,5.5307,0.0,0.0,0.0,0.0,0.0,0,0,3
3572,series2x2_parallel1,269.8163,3.0,0.8811,2.9482,4.3559,1.2714,1.2553,0.0,0.0,0.0,0.0,0.0,1,1,1
2577,parallel5,71.5735,0.25,0.8508,2.439,1.1092,1.6356,0.379,0.0,0.0,0.0,0.0,0.0,0,0,3
2158,series2x2_parallel1,801.1094,3.0,3.6705,3.546,0.1693,1.597,3.0576,0.0,0.0,0.0,0.0,0.0,1,1,1
2877,series3,85.401,0.5,4.1835,1.7312,1.208,5.5974,1.7265,0.0,0.0,0.0,0.0,0.0,2,2,0
545,parallel5,822.2671,0.5,3.0478,3.9206,2.1161,1.241,4.0431,0.0,0.0,0.0,0.0,0.0,0,0,3
3838,series3_parallel2,267.8125,0.3333,3.5586,0.3381,1.8602,4.6602,4.927,0.0,0.0,0.0,0.0,0.0,3,2,2
2921,series3_parallel2,359.2269,1.5,1.4684,0.3525,5.679,3.1982,3.9077,0.0,0.0,0.0,0.0,0.0,3,2,2
3680,parallel5,200.7022,0.1667,3.3267,2.3114,1.0988,1.2986,4.7989,0.0,0.0,0.0,0.0,0.0,0,0,3
1720,series2x2_parallel1,336.3953,1.5,0.1536,0.4432,2.4484,1.4798,3.0931,0.0,0.0,0.0,0.0,0.0,1,1,1
1922,series2x2_parallel1,314.9429,0.3333,0.3897,1.4337,1.9336,0.5622,1.6295,0.0,0.0,0.0,0.0,0.0,1,1,1
264,series3,160.7276,1.0,2.6859,1.314,3.533,1.1589,0.2445,0.0,0.0,0.0,0.0,0.0,2,2,0
2024,series3_parallel2,363.0895,1.5,3.5935,0.2806,4.9585,1.9272,0.8363,0.0,0.0,0.0,0.0,0.0,3,2,2
3373,series3_parallel2,243.7812,0.5,1.3549,2.5488,0.791,3.6028,4.1801,0.0,0.0,0.0,0.0,0.0,3,2,2
