id,algorithm,frequencia_base,ratio_carrier,index_12,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,freq_log2,algorithm_idx,freq_bin
81,parallel5,342.8233,4.0,0.231,6.837,0.1074,0.0,0.0,0.0709,8.421321,0,7
2545,series3_parallel2,119.6347,0.2,1.8736,-10.6704,0.0956,0.0,0.0,-0.0576,6.902492,3,2
2478,series3,461.3328,0.2,0.6215,-10.42,0.104,0.0,0.0,0.2348,8.849664,2,8
1314,series3,652.8975,1.5,3.0291,-8.8793,0.0023,3.1105,3.9368,0.0627,9.350713,2,10
2642,series3_parallel2,76.816,0.6667,1.7951,9.1228,0.2795,0.0,0.0,0.0924,6.2633348,3,0
2705,series3_parallel2,270.2696,0.25,1.6451,-3.303,0.1476,3.2502,5.9026,-0.1077,8.078256,3,6
2560,series3,861.5235,3.0,5.9541,5.3913,0.0166,3.2024,4.2425,-0.1819,9.750747,2,11
2640,series3_parallel2,158.2915,3.0,1.0319,-1.8181,0.0874,0.0,0.0,0.0077,7.30644,3,4
1204,series3_parallel2,247.266,0.6667,0.4045,-7.6677,0.0011,0.0,0.0,-0.0785,7.94992,3,6
621,series2x2_parallel1,365.3511,0.125,0.2833,8.546,0.0161,0.0,0.0,0.0459,8.51314,1,7
431,series3,65.523,0.2,1.1516,-9.3401,0.0856,2.7721,1.0407,0.047,6.0339293,2,0
1390,series3_parallel2,474.0417,0.1667,2.6484,-10.2012,0.145,0.0,0.0,-0.0091,8.88887,3,9
230,series3_parallel2,549.1929,0.2,3.9143,-8.3008,0.0492,0.0,0.0,-0.2019,9.101169,3,9
1088,parallel5,124.3902,1.0,2.7837,9.1375,0.0178,0.0,0.0,0.0146,6.958729,0,3
1244,series3_parallel2,311.6263,1.0,0.9437,-7.2896,0.0055,0.0,0.0,-0.0143,8.283673,3,7
1048,series3_parallel2,387.9079,0.3333,4.8565,-0.2265,0.1176,2.177,7.1886,-0.0229,8.59957,3,8
1689,parallel5,740.0323,1.0,1.8643,11.6865,0.0976,0.0,0.0,0.0523,9.531445,0,11
74,series3_parallel2,149.4414,1.0,5.7325,4.0806,0.1737,0.0,0.0,-0.1452,7.2234364,3,3
2418,series3_parallel2,65.439,0.5,1.6767,3.2762,0.0113,0.0,0.0,-0.109,6.0320787,3,0
2267,series3_parallel2,280.0391,0.125,4.2291,0.6133,0.2144,0.0,0.0,0.0426,8.129484,3,6
737,series2x2_parallel1,91.4565,4.0,1.0669,0.6603,0.002,0.0,0.0,0.1649,6.5150137,1,1
2684,series2x2_parallel1,130.8867,4.0,4.5109,-7.6321,0.0989,0.0,0.0,0.0666,7.0321746,1,3
214,series3_parallel2,468.7863,0.1667,1.0702,4.5065,0.0907,0.0,0.0,0.1329,8.8727865,3,9
105,series3,766.3423,3.0,2.5556,-6.6401,0.1873,1.8009,4.6846,-0.0181,9.581845,2,11
2852,series2x2_parallel1,200.4035,1.0,0.0503,-10.903,0.076,0.0,0.0,-0.0992,7.646764,1,5
2508,series2x2_parallel1,129.1246,0.125,1.0537,5.3572,0.0082,0.0,0.0,0.1314,7.01262,1,3
2483,series3_parallel2,816.7858,0.125,0.9066,-10.3787,0.1699,0.0,0.0,0.0016,9.673814,3,11
596,series3,84.4473,0.3333,3.7799,8.8766,0.2456,0.6111,3.9834,-0.2065,6.3999796,2,1
1944,series2x2_parallel1,127.239,0.25,4.3795,-10.9477,0.0668,2.9272,7.4058,-0.1374,6.991397,1,3
967,series2x2_parallel1,243.3791,1.0,0.3258,-6.9687,0.2385,0.0,0.0,0.2477,7.9270616,1,5
764,series2x2_parallel1,162.7477,2.0,0.2754,9.0893,0.2003,2.4626,7.6295,0.1066,7.3464932,1,4
1665,series3,274.4934,3.0,1.0887,-5.5066,0.1774,0.0,0.0,-0.1393,8.100628,2,6
2274,series3,335.017,2.0,5.7472,7.9697,0.2637,0.872,5.6257,-0.1589,8.38809,2,7
1703,series3_parallel2,80.0268,0.25,2.3141,1.7641,0.0161,1.7235,1.9468,-0.0367,6.3224115,3,0
2109,series2x2_parallel1,191.3405,3.0,1.1203,-4.8278,0.1294,0.0,0.0,0.0675,7.5799985,1,4
1784,series3_parallel2,157.9314,0.3333,0.2388,-0.6588,0.0634,2.0527,5.9574,-0.0142,7.303154,3,4
1002,series3,616.6008,1.0,3.8833,6.7432,0.06,0.0,0.0,-0.0741,9.268193,2,10
1072,series3_parallel2,82.5181,0.5,2.5255,5.2075,0.0751,0.0,0.0,0.1588,6.3666387,3,1
1114,parallel5,525.249,0.125,1.744,-6.3644,0.0002,3.5573,6.6831,-0.0323,9.036858,0,9
1199,series3,406.1365,0.125,1.7503,-8.4557,0.1402,1.4887,2.6618,-0.09,8.665821,2,8
2252,series3,85.7994,1.5,2.9542,6.6327,0.1128,0.0,0.0,-0.0028,6.4228954,2,1
1261,parallel5,115.4604,1.0,1.2497,-10.2856,0.2075,1.6264,1.3171,-0.1118,6.8512545,0,2
1675,series3,679.5058,0.25,1.5709,-3.0632,0.0524,0.0,0.0,0.1741,9.408342,2,10
1382,parallel5,437.467,0.1667,1.7335,10.1757,0.1856,0.9887,0.9213,0.1357,8.77303,0,8
1650,series2x2_parallel1,792.3628,0.2,1.8003,-10.0008,0.0137,2.3982,6.4906,0.1636,9.630017,1,11
2417,parallel5,66.8145,0.5,3.0887,11.3118,0.0558,0.0,0.0,0.0519,6.0620894,0,0
1707,parallel5,520.5325,0.125,0.6677,-4.2778,0.2402,0.8162,5.063,-0.1041,9.023845,0,9
787,parallel5,83.5175,0.125,0.0105,6.5853,0.1037,0.0,0.0,0.0912,6.3840065,0,1
1850,parallel5,192.9078,0.2,2.0994,-2.1622,0.1102,3.3981,0.4209,0.0404,7.591768,0,4
1275,parallel5,172.0843,0.25,2.4665,6.9278,0.179,0.0,0.0,-0.1565,7.426972,0,4
2004,series3_parallel2,150.7877,0.25,3.1129,-0.0864,0.0712,0.0,0.0,0.1593,7.236375,3,3
2747,series3_parallel2,805.3028,0.1667,3.5574,3.2702,0.0486,0.0,0.0,0.1192,9.653388,3,11
1325,series2x2_parallel1,288.8367,0.5,3.2321,4.8677,0.0764,0.0,0.0,0.2136,8.17411,1,6
2386,series2x2_parallel1,496.2343,1.0,0.0375,-4.1726,0.1621,1.2359,6.6828,-0.1387,8.954878,1,9
2306,series3,384.7661,0.2,1.4115,-0.2279,0.2409,1.553,7.9417,-0.2143,8.587838,2,7
1295,series3_parallel2,225.1873,1.5,4.2343,-8.7241,0.028,0.0,0.0,0.1119,7.8149815,3,5
2371,series2x2_parallel1,197.62,4.0,1.6179,1.5774,0.0884,0.7136,0.8821,0.1421,7.626585,1,5
1690,series3_parallel2,126.9618,0.3333,2.655,9.7448,0.0705,0.0,0.0,-0.2355,6.9882507,3,3
665,series2x2_parallel1,759.2503,0.2,0.6203,9.2461,0.23,0.0,0.0,-0.1782,9.568432,1,11
156,series3,388.1795,1.0,1.8534,-2.8461,0.1249,0.0,0.0,-0.1401,8.60058,2,8
3067,series3,808.9415,3.0,1.605,10.2511,0.0859,3.9123,6.3925,0.1311,9.659892,2,11
1490,series3,614.5346,0.5,2.3404,-10.9476,0.0972,0.0,0.0,0.0902,9.2633505,2,10
3021,series2x2_parallel1,330.5869,1.0,2.3672,-7.5212,0.1399,2.0997,5.3442,0.2247,8.368886,1,7
228,series3,220.2594,3.0,4.1514,-8.1518,0.0539,2.3956,3.6326,0.138,7.7830596,2,5
997,series3,873.8368,2.0,1.2133,1.5749,0.1044,0.6474,0.8624,0.1691,9.77122,2,11
1645,parallel5,247.8484,0.2,2.0498,-6.7358,0.0492,3.1079,5.6498,-0.2188,7.9533143,0,6
185,series3_parallel2,503.9862,2.0,3.7114,-10.7507,0.0763,3.3814,3.7733,0.0501,8.977241,3,9
2870,parallel5,268.5112,0.25,0.9828,-8.8733,0.0728,2.215,3.2483,-0.0683,8.068838,0,6
443,series2x2_parallel1,683.1025,0.25,4.3168,0.4073,0.0198,2.2195,7.6004,0.0278,9.415958,1,10
2080,series2x2_parallel1,657.5405,4.0,0.395,-1.7888,0.2105,2.1998,7.5137,0.0458,9.360936,1,10
1282,series3_parallel2,79.4079,0.125,3.9034,-0.08,0.2786,0.0,0.0,0.2304,6.3112106,3,0
984,parallel5,274.7951,4.0,5.9575,-7.6173,0.2617,0.0,0.0,-0.1791,8.102213,0,6
1851,series3_parallel2,199.4515,0.2,0.5701,-11.0559,0.2183,0.0,0.0,0.1301,7.639894,3,5
2702,series2x2_parallel1,365.5293,0.3333,2.1543,-1.1249,0.2047,1.0741,6.0745,-0.0528,8.513844,1,7
2661,series3_parallel2,259.8752,3.0,0.3124,3.7594,0.0186,3.8189,5.3016,-0.1829,8.021675,3,6
746,series3,708.3042,0.3333,1.241,-7.1275,0.0082,0.0,0.0,0.0931,9.4682255,2,10
2297,series2x2_parallel1,71.6969,1.0,2.6849,1.2115,0.154,0.0,0.0,-0.1076,6.163839,1,0
1117,parallel5,219.7375,0.3333,1.6285,6.0398,0.0651,0.0,0.0,-0.0341,7.7796373,0,5
1302,series3_parallel2,186.3406,1.0,5.1117,4.7923,0.1957,0.0,0.0,-0.1911,7.541798,3,4
2358,parallel5,66.5633,0.25,2.6927,6.0777,0.1327,0.0,0.0,-0.2423,6.056655,0,0
1411,series2x2_parallel1,649.4863,2.0,4.7093,-6.8558,0.0553,3.4549,0.8455,-0.0446,9.343155,1,10
2654,series3,316.8272,0.3333,1.3521,-2.9586,0.254,0.0,0.0,-0.0018,8.307552,2,7
272,parallel5,98.5941,1.0,0.3418,-3.9554,0.258,0.0,0.0,-0.1777,6.6234293,0,1
2256,series3,87.1837,0.5,0.843,9.2922,0.0575,1.859,3.0169,0.2385,6.4459867,2,1
2637,parallel5,262.9192,0.125,1.3938,2.5439,0.0574,0.0,0.0,0.1838,8.038476,0,6
1031,parallel5,233.7679,0.25,0.7776,-0.0572,0.166,0.6929,6.6501,-0.156,7.868933,0,5
2090,parallel5,170.1135,1.0,3.8262,-1.6155,0.0796,0.0,0.0,-0.0672,7.4103537,0,4
2801,series2x2_parallel1,105.7152,0.1667,0.0644,-6.3568,0.0006,0.0,0.0,-0.1452,6.724039,1,2
496,series3,240.8153,0.125,3.3296,11.097,0.0247,3.4362,4.6364,-0.2077,7.911783,2,5
1838,parallel5,65.7682,1.0,4.1984,9.6573,0.0165,0.0,0.0,-0.1669,6.0393186,0,0
2825,series3,91.6103,4.0,0.7967,2.2589,0.0742,0.0,0.0,0.1665,6.517438,2,1
975,series3_parallel2,194.1064,0.125,5.1966,-2.0382,0.1905,3.333,0.0058,-0.0119,7.6007037,3,4
32,parallel5,207.2704,0.125,0.2412,8.6482,0.1964,0.0,0.0,-0.2053,7.69537,0,5
1457,series2x2_parallel1,153.9891,0.2,0.0715,10.1,0.2215,0.0,0.0,-0.2154,7.2666845,1,3
2327,series2x2_parallel1,118.8329,1.5,2.4648,-1.8525,0.0021,0.0,0.0,-0.0094,6.8927903,1,2
1791,series3,384.9167,0.125,2.296,1.8735,0.269,3.7886,7.5466,-0.2053,8.588403,2,8
2155,series2x2_parallel1,162.7511,0.125,1.2783,-9.5254,0.1118,0.0,0.0,-0.0263,7.3465233,1,4
2968,series2x2_parallel1,671.7915,1.0,1.7214,4.9503,0.0177,0.0,0.0,0.0917,9.39187,1,10
1578,series2x2_parallel1,125.147,0.125,1.2524,-10.385,0.1173,0.0,0.0,-0.2113,6.9674797,1,3
2900,series3_parallel2,743.2376,0.5,1.3868,6.684,0.0695,2.6979,6.0307,0.1725,9.53768,3,11
2495,series3_parallel2,77.6769,1.5,0.6664,-0.0669,0.1773,3.6295,3.1387,0.1488,6.2794137,3,0
1038,series3,106.4981,2.0,0.0209,4.6206,0.0921,0.0,0.0,0.0947,6.734684,2,2
2033,series3_parallel2,92.0737,1.5,1.2274,1.0612,0.1186,3.9018,4.4298,0.1956,6.5247173,3,1
2097,series3_parallel2,107.3641,4.0,2.7429,-11.9691,0.0872,0.0,0.0,-0.0238,6.746368,3,2
837,series2x2_parallel1,155.7294,0.5,3.6802,-10.2219,0.2628,0.0,0.0,-0.1998,7.2828975,1,3
796,series2x2_parallel1,225.6018,2.0,2.5694,10.3499,0.0938,0.0,0.0,0.0541,7.8176346,1,5
1413,series3_parallel2,170.1724,1.5,3.2824,0.107,0.2136,3.6411,0.668,-0.0278,7.4108534,3,4
373,series2x2_parallel1,226.4195,0.125,2.2922,-11.4049,0.0264,0.0,0.0,-0.0868,7.8228545,1,5
2188,series3,80.5555,4.0,3.0727,-10.3973,0.2584,0.0,0.0,0.1399,6.331911,2,0
2760,parallel5,558.1724,1.0,5.6528,-11.9721,0.0819,0.5337,6.0561,0.0469,9.124567,0,9
2467,series3,305.0528,0.1667,1.8758,9.8053,0.2497,0.0,0.0,0.1712,8.252915,2,6
2629,series3,667.7121,3.0,1.4562,1.2296,0.0285,1.3092,5.8775,0.1776,9.383082,2,10
2036,parallel5,624.8015,0.3333,1.0992,-6.088,0.1807,0.0,0.0,0.0423,9.287254,0,10
1374,series2x2_parallel1,764.111,0.6667,0.0562,4.2053,0.1416,0.0,0.0,0.1146,9.577639,1,11
713,series3,241.2692,2.0,4.1293,-6.9151,0.2083,0.0,0.0,0.1782,7.9144998,2,5
2510,series3_parallel2,124.3399,1.5,1.8322,3.7397,0.1118,0.0,0.0,-0.2338,6.9581456,3,2
2695,series3_parallel2,306.048,0.2,1.8881,-10.8672,0.1592,0.0,0.0,0.0969,8.257614,3,6
2332,series3_parallel2,226.4695,0.125,0.4071,-3.2047,0.0225,0.0,0.0,0.0071,7.823173,3,5
144,series3_parallel2,338.9136,1.5,1.1768,5.7228,0.087,0.0,0.0,-0.0256,8.404774,3,7
2156,series3,231.235,2.0,0.0722,11.0896,0.0186,0.0,0.0,0.2059,7.853216,2,5
2065,series3,120.3305,1.0,3.3659,3.7746,0.0425,0.0,0.0,0.2232,6.9108586,2,2
1555,parallel5,190.4823,1.5,0.2085,9.779,0.1248,3.058,3.9655,0.0154,7.573513,0,4
2430,series3,312.7046,0.1667,4.6222,-0.3376,0.0039,0.0,0.0,-0.024,8.288656,2,7
355,series2x2_parallel1,439.433,0.6667,0.7886,7.4332,0.1357,0.0,0.0,-0.2085,8.779499,1,8
942,parallel5,339.9253,2.0,4.8776,-2.2279,0.0757,0.0,0.0,-0.0084,8.409074,0,7
1439,parallel5,683.5243,3.0,3.0784,-2.149,0.0523,0.0,0.0,0.1601,9.416849,0,10
2461,series3_parallel2,101.4371,0.125,2.9956,-0.4492,0.1747,3.762,6.4401,-0.1492,6.6644416,3,2
755,series2x2_parallel1,65.1707,3.0,0.0904,-11.5826,0.1665,0.0,0.0,0.0016,6.0261517,1,0
2991,series3_parallel2,119.965,0.3333,3.1742,-9.0193,0.0928,2.6407,0.4927,-0.06,6.90647,3,2
2357,parallel5,361.9259,0.125,4.2126,-8.6868,0.1062,3.2978,6.9451,0.028,8.499551,0,7
1274,series2x2_parallel1,794.5026,0.25,0.0816,-2.6356,0.2211,0.0,0.0,0.2231,9.633908,1,11
999,series2x2_parallel1,350.864,0.5,1.7268,-11.1054,0.0966,2.0113,7.2647,-0.142,8.454768,1,7
2427,parallel5,65.7258,0.3333,1.6069,8.4308,0.0406,0.0,0.0,0.037,6.038388,0,0
1621,series3,704.9182,1.5,0.4948,-6.0215,0.0688,3.2805,0.7978,-0.2077,9.461312,2,10
2231,series3_parallel2,73.3144,1.5,3.9636,-6.2989,0.0159,0.0,0.0,-0.0645,6.196025,3,0
247,series2x2_parallel1,199.3254,1.5,2.2813,-2.074,0.0229,0.0,0.0,0.0777,7.638982,1,5
2906,parallel5,281.0732,1.0,1.4849,-6.8253,0.0223,2.1141,7.0997,-0.0321,8.134802,0,6
484,parallel5,157.2147,0.2,3.454,5.1515,0.2265,1.3184,2.3936,0.0835,7.296592,0,3
2688,series2x2_parallel1,544.5832,2.0,4.534,5.0205,0.1267,1.0334,2.7375,-0.1048,9.089008,1,9
562,parallel5,339.7995,0.6667,3.6501,-9.533,0.191,0.0,0.0,-0.2257,8.40854,0,7
124,series2x2_parallel1,203.5752,1.0,3.5284,8.7018,0.2364,2.1908,3.905,0.1938,7.669418,1,5
499,series2x2_parallel1,380.8956,0.125,4.7722,5.1192,0.0118,0.0,0.0,0.1965,8.573252,1,7
1517,parallel5,364.2812,1.0,2.5471,-6.6883,0.0114,0.0,0.0,0.1437,8.508908,0,7
2333,parallel5,108.2039,3.0,5.6587,0.8283,0.0252,2.3453,4.3037,0.0688,6.757609,0,2
994,series2x2_parallel1,619.8599,0.6667,1.0457,-9.8742,0.2736,1.3445,6.7997,-0.0027,9.275799,1,10
1641,parallel5,763.9663,0.5,1.4907,2.299,0.1548,0.8913,1.1273,0.2151,9.577365,0,11
2441,parallel5,785.9879,0.3333,3.8541,-11.7262,0.0868,1.137,6.924,0.075,9.618363,0,11
1481,series2x2_parallel1,105.2243,0.125,1.5945,3.4795,0.011,1.9098,1.1022,-0.1169,6.7173243,1,2
1933,series3_parallel2,263.448,1.0,2.8573,7.2082,0.079,0.0,0.0,0.0781,8.041374,3,6
700,series3,86.2019,4.0,0.8662,-2.3635,0.0411,1.2442,5.9303,-0.1928,6.429648,2,1
1840,series3,368.7686,0.125,3.2128,2.1907,0.0313,0.944,5.5394,-0.1243,8.526572,2,7
168,series3_parallel2,284.3059,1.0,2.3655,5.5681,0.1265,1.3111,2.1149,-0.133,8.1513,3,6
2203,series3,639.0178,0.3333,1.2875,-2.6058,0.0592,0.0,0.0,0.1271,9.319713,2,10
1915,series2x2_parallel1,227.194,2.0,3.8313,11.126,0.1016,0.0,0.0,0.1477,7.8277807,1,5
2821,series2x2_parallel1,70.4389,0.1667,1.5091,8.2212,0.1209,0.0,0.0,0.143,6.1383004,1,0
923,series2x2_parallel1,107.4835,3.0,1.4461,-6.2564,0.0855,0.0,0.0,-0.1837,6.7479715,1,2
2562,parallel5,333.3002,1.5,2.3889,-2.077,0.2304,0.0,0.0,-0.1306,8.380678,0,7
925,parallel5,345.6833,2.0,4.1802,9.8131,0.0866,0.0,0.0,0.1243,8.433307,0,7
966,parallel5,69.4516,3.0,2.5215,-10.8189,0.0238,2.5658,0.9972,0.2346,6.117936,0,0
2108,series2x2_parallel1,178.8695,0.5,0.9047,-5.4392,0.0052,0.0,0.0,-0.178,7.482764,1,4
2082,series3_parallel2,83.8565,1.5,5.7254,11.9126,0.0557,1.0655,7.4628,0.0278,6.3898506,3,1
33,parallel5,530.7737,0.1667,0.5985,-2.8147,0.2599,2.87,0.5473,0.0316,9.051953,0,9
838,series3,408.1192,0.6667,1.1163,8.1032,0.1139,1.3607,4.6907,0.1861,8.672847,2,8
161,series2x2_parallel1,775.6159,0.3333,2.5863,-5.1567,0.0232,0.0,0.0,-0.0858,9.599198,1,11
1296,series3,74.7033,1.5,1.3879,2.5364,0.0442,0.0,0.0,0.1038,6.2231,2,0
1132,series3,810.7959,0.125,0.4981,-2.7047,0.2246,0.0,0.0,-0.0616,9.663195,2,11
2031,series3,410.2264,0.2,2.4715,-2.9493,0.072,0.0,0.0,-0.0423,8.680277,2,8
1626,parallel5,212.3745,0.1667,0.5785,-8.5358,0.0452,0.0,0.0,0.1555,7.730467,0,5
2277,series3,443.3455,2.0,3.6265,-1.7124,0.178,2.3843,1.0849,-0.1112,8.792288,2,8
797,parallel5,174.6697,1.5,0.9643,-2.709,0.015,2.4234,0.9247,-0.191,7.4484854,0,4
1678,series2x2_parallel1,731.9407,2.0,1.5576,-8.5635,0.1991,0.0,0.0,-0.1147,9.515583,1,11
599,parallel5,134.9453,1.5,4.3788,4.0944,0.2676,2.2219,6.3643,-0.0836,7.076231,0,3
60,series3,535.4154,0.125,4.0222,-9.0593,0.1281,2.016,5.7954,-0.0019,9.064515,2,9
2125,parallel5,123.0889,0.125,3.5373,10.6795,0.0813,0.8654,0.6422,-0.0243,6.943557,0,2
1571,parallel5,185.5291,0.2,0.5253,-8.5164,0.2743,3.9387,1.1331,-0.1693,7.5355015,0,4
541,series2x2_parallel1,79.6812,0.25,0.2372,-3.3543,0.0401,1.3751,5.9617,0.1342,6.3161674,1,0
474,parallel5,433.6018,1.5,3.246,8.8918,0.0436,0.9304,1.6151,0.2348,8.760227,0,8
891,series2x2_parallel1,400.2504,0.6667,5.352,-8.6508,0.2462,0.0,0.0,-0.2048,8.644759,1,8
1188,parallel5,186.582,4.0,1.7263,-9.4441,0.0268,3.5826,1.9899,0.2026,7.543666,0,4
1512,series2x2_parallel1,753.7612,0.125,1.1424,10.6297,0.2076,0.0,0.0,-0.0566,9.557963,1,11
1271,series3_parallel2,439.214,4.0,3.3687,-0.6326,0.1598,0.0,0.0,0.1091,8.77878,3,8
3022,series3,775.831,3.0,0.5462,3.3423,0.1091,0.0,0.0,0.1479,9.599599,2,11
1802,series2x2_parallel1,84.7316,0.6667,1.0001,-9.0599,0.0316,2.3605,5.1297,-0.1351,6.404828,1,1
451,parallel5,270.4323,1.0,0.5103,-6.2381,0.1838,0.0,0.0,-0.1459,8.0791235,0,6
2470,parallel5,80.0077,3.0,0.1402,-4.7909,0.1172,2.1444,3.5963,0.1299,6.322067,0,0
1542,series3_parallel2,177.3996,0.5,2.2211,11.2478,0.0943,3.7187,5.9108,0.2204,7.470859,3,4
2218,series3,791.7083,0.125,0.454,-10.4465,0.2155,2.9033,5.4764,0.1622,9.628825,2,11
2949,series3_parallel2,707.1206,4.0,3.1509,-2.751,0.1287,0.0,0.0,-0.2164,9.465813,3,10
352,parallel5,218.6239,0.5,2.5496,-4.9161,0.0953,3.6695,4.625,0.0264,7.7723074,0,5
2745,series2x2_parallel1,365.0152,0.25,3.4627,-6.3784,0.2506,2.4278,6.5865,-0.0387,8.511813,1,7
578,series2x2_parallel1,142.117,1.0,2.4392,-2.8692,0.034,0.0,0.0,-0.0096,7.150935,1,3
1765,series2x2_parallel1,485.7089,1.5,4.8878,-2.8359,0.105,3.6284,7.8278,-0.0405,8.923948,1,9
671,series2x2_parallel1,177.4194,0.3333,1.8434,4.426,0.2344,2.2214,7.9261,-0.1377,7.47102,1,4
2686,series3,90.9829,2.0,3.2493,5.1321,0.0306,0.0,0.0,0.0154,6.5075235,2,1
1470,series3_parallel2,147.6391,0.5,4.9746,4.2307,0.0004,3.981,3.6564,0.1258,7.205931,3,3
849,series3_parallel2,274.5465,0.25,1.691,6.1229,0.0602,0.648,2.2647,-0.2379,8.100906,3,6
2354,series3,183.8939,4.0,4.5625,1.9097,0.01,0.0,0.0,0.1143,7.52273,2,4
2932,series3_parallel2,697.3544,1.5,3.9149,-9.7562,0.1931,0.0,0.0,-0.0545,9.445748,3,10
2355,series3_parallel2,242.3389,0.5,4.8894,-11.1533,0.1727,2.01,1.0763,0.0074,7.920882,3,5
1358,parallel5,227.3345,0.6667,3.0642,5.7157,0.1654,0.0,0.0,0.0099,7.828673,0,5
742,parallel5,723.527,1.0,0.6387,-8.448,0.102,2.7292,5.3459,0.0109,9.498903,0,11
2945,parallel5,263.9019,2.0,3.9767,-6.1682,0.2208,0.9774,3.0697,-0.0047,8.043858,0,6
2635,parallel5,645.4614,0.6667,1.1357,7.6434,0.2235,3.8278,3.5197,0.0974,9.3341875,0,10
1848,series3_parallel2,648.6373,0.25,0.8224,2.1356,0.0216,0.0,0.0,0.1755,9.341269,3,10
610,series3,228.4702,3.0,1.6087,-7.3043,0.178,0.8568,6.284,0.1792,7.835862,2,5
598,series2x2_parallel1,101.3375,4.0,2.2637,11.8407,0.1115,0.0,0.0,-0.0583,6.6630244,1,2
1812,series2x2_parallel1,121.869,2.0,1.6902,-0.5554,0.2399,0.0,0.0,0.1143,6.9291873,1,2
2647,parallel5,152.5908,0.125,1.6574,10.2037,0.0563,2.2373,5.8953,-0.236,7.2535243,0,3
1158,series3_parallel2,663.962,3.0,0.0063,4.1079,0.1033,2.0616,1.8574,0.1736,9.374957,3,10
603,series2x2_parallel1,196.0458,2.0,4.3348,-8.9686,0.2145,0.0,0.0,-0.2454,7.615047,1,5
2551,series3,316.4972,0.1667,2.9715,-3.864,0.0974,0.0,0.0,-0.156,8.306049,2,7
1265,series2x2_parallel1,310.6341,1.0,0.9823,9.8461,0.0211,2.255,6.3065,-0.0929,8.279073,1,7
1376,series2x2_parallel1,616.826,0.5,3.7333,5.3291,0.2268,0.0,0.0,-0.1316,9.26872,1,10
1667,parallel5,128.6129,3.0,5.33,-2.0161,0.1223,2.0648,2.9645,-0.2436,7.0068917,0,3
2405,parallel5,116.8247,0.6667,3.4194,-1.4009,0.13,2.3206,0.1788,0.1018,6.8682017,0,2
2915,series2x2_parallel1,94.9238,1.5,4.1758,-1.5218,0.0158,0.0,0.0,0.2283,6.568698,1,1
1160,series3,635.6273,0.3333,1.0151,-2.6904,0.0247,0.0,0.0,-0.2113,9.312037,2,10
2792,series2x2_parallel1,453.8722,0.5,1.5109,6.5652,0.0685,2.8257,4.1128,0.057,8.826142,1,8
1254,series3_parallel2,260.6594,1.5,2.2713,6.346,0.0184,0.0,0.0,-0.1354,8.026022,3,6
436,parallel5,110.3536,4.0,2.6655,5.9146,0.0518,0.0,0.0,-0.1422,6.7859898,0,2
678,series3_parallel2,256.5602,2.0,2.5483,-9.906,0.0244,1.7684,3.7914,-0.1832,8.003154,3,6
1381,series3,555.235,3.0,4.4804,-10.0165,0.2,0.9031,3.1826,0.0666,9.116955,2,9
933,series2x2_parallel1,167.8756,0.6667,3.292,-0.5526,0.2756,2.555,4.0088,0.0117,7.3912487,1,4
1227,series2x2_parallel1,82.8157,0.3333,2.3422,-9.7364,0.1206,0.6488,6.476,-0.047,6.3718324,1,1
2185,series2x2_parallel1,535.7554,0.25,4.4179,-7.8362,0.1138,0.0,0.0,0.2259,9.065431,1,9
2929,series2x2_parallel1,138.3028,0.3333,5.8316,-3.2753,0.0225,0.0,0.0,0.2461,7.1116867,1,3
2978,parallel5,407.1672,2.0,1.9855,-3.4814,0.0888,0.0,0.0,0.2157,8.669477,0,8
2012,series3,732.7062,0.5,1.8042,10.1117,0.0379,0.0,0.0,-0.086,9.517091,2,11
2479,series2x2_parallel1,67.1953,0.125,0.5318,10.0418,0.1548,0.0,0.0,0.0137,6.070288,1,0
1858,series3,178.8016,0.3333,5.8414,6.0492,0.0831,2.6154,1.4405,0.2373,7.482216,2,4
831,series3_parallel2,467.5747,4.0,1.8901,9.1772,0.1889,0.0,0.0,0.1898,8.869053,3,9
1029,series2x2_parallel1,362.5471,2.0,4.1194,-9.8171,0.2659,0.0,0.0,0.1011,8.502025,1,7
1597,series3_parallel2,304.9981,0.6667,1.4459,5.3651,0.0691,2.7489,7.0587,0.0413,8.252657,3,6
3016,parallel5,84.1066,0.3333,0.3409,-10.5709,0.0885,0.0,0.0,-0.1609,6.394147,0,1
2925,series2x2_parallel1,423.8597,3.0,0.2651,4.2659,0.0506,0.9109,2.6391,0.0431,8.727443,1,8
680,parallel5,112.5582,0.2,2.2931,4.6987,0.088,1.9865,0.4327,-0.197,6.8145275,0,2
1258,parallel5,118.2708,1.5,4.6697,-0.4963,0.2129,0.9733,4.1436,0.0195,6.88595,0,2
1277,parallel5,707.5244,0.125,0.2179,-6.2054,0.203,1.464,5.804,-0.1829,9.466636,0,10
962,series3,330.1122,0.3333,0.6448,-8.3881,0.2135,2.3633,5.2289,-0.1498,8.366813,2,7
121,series2x2_parallel1,597.2513,3.0,0.2768,3.5328,0.1073,1.4391,5.8645,-0.0637,9.222195,1,10
1123,parallel5,462.7495,1.5,4.4232,7.1984,0.1099,1.5729,6.0464,-0.0986,8.854088,0,8
1747,series3_parallel2,641.4545,2.0,0.0412,1.165,0.0952,3.9792,3.6275,0.0469,9.325203,3,10
2504,parallel5,71.0719,0.6667,0.9766,7.7789,0.2774,0.0,0.0,0.0844,6.1512074,0,0
