id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head,index_12_head,index_23_head,index_3c_head,index_4c_head,index_5c_head,detune_carrier_head,feedback_head,lfo_rate_head,lfo_depth_cents_head,key_scaling_head,env_mod_attack_head,env_mod_decay_head,env_mod_sustain_head,env_mod_release_head,env_car_attack_head,env_car_decay_head,env_car_sustain_head,env_car_release_head
162,series3_parallel2,141.1909,1.0,0.613,1.0185,4.2327,1.5404,1.2616,2.5191,0.3321,8.5403,7.4421,0.1724,0.0136,0.1299,0.279,0.0511,0.0298,0.3137,0.8052,0.0364,3,0.0,7.1415033,0.613,1.0185,4.2327,1.5404,1.2616,2.5191,0.3321,8.5403,7.4421,0.1724,-6.2002497,-2.9445267,0.279,-4.290533,-5.068544,-1.6725426,0.8052,-4.7799177
152,series2x2_parallel1,417.0933,0.1667,1.0673,1.6582,3.8851,3.4765,2.2472,6.4751,0.3551,0.7131,14.8508,0.4672,0.0109,0.1563,0.668,0.0278,0.0032,0.1344,0.4107,0.0939,1,-2.584674,8.7042265,1.0673,1.6582,3.8851,3.4765,2.2472,6.4751,0.3551,0.7131,14.8508,0.4672,-6.519528,-2.6776104,0.668,-5.1687713,-8.287712,-2.895395,0.4107,-3.412731
336,series3,228.9802,0.25,3.3071,4.9787,0.6718,3.7751,4.0694,4.5238,0.2334,2.1334,0.2145,0.7155,0.0049,0.3268,0.2851,0.0859,0.0367,0.0623,0.1528,0.2241,2,-2.0,7.839079,3.3071,4.9787,0.6718,3.7751,4.0694,4.5238,0.2334,2.1334,0.2145,0.7155,-7.6730027,-1.6135201,0.2851,-3.541198,-4.768076,-4.004624,0.1528,-2.1577854
543,series3_parallel2,132.8033,0.5,0.4531,3.4378,3.7193,1.5676,1.5072,-11.7109,0.2211,2.5198,13.106,0.0074,0.0415,0.1915,0.4253,0.0736,0.1098,0.3389,0.5923,0.0944,3,-1.0,7.0531473,0.4531,3.4378,3.7193,1.5676,1.5072,-11.7109,0.2211,2.5198,13.106,0.0074,-4.590745,-2.3845837,0.4253,-3.7641504,-3.18705,-1.5610684,0.5923,-3.4050694
128,series2x2_parallel1,75.9302,0.25,2.1629,3.9179,0.8988,0.8205,0.8198,4.266,0.0036,5.0101,13.6832,0.3277,0.0258,0.318,0.4019,0.0728,0.0014,0.0547,0.729,0.3731,1,-2.0,6.246602,2.1629,3.9179,0.8988,0.8205,0.8198,4.266,0.0036,5.0101,13.6832,0.3277,-5.276485,-1.6529014,0.4019,-3.7799177,-9.480357,-4.1923156,0.729,-1.4223657
393,series3_parallel2,468.5451,0.25,4.0706,2.4356,0.2754,5.7017,1.6405,0.8898,0.2552,6.7505,4.6605,0.5046,0.0715,0.0619,0.7689,0.3618,0.0707,0.5465,0.9386,0.0599,3,-2.0,8.872045,4.0706,2.4356,0.2754,5.7017,1.6405,0.8898,0.2552,6.7505,4.6605,0.5046,-3.805913,-4.013917,0.7689,-1.4667357,-3.822146,-0.87170655,0.9386,-4.0613003
176,series2x2_parallel1,607.2398,0.1667,1.9451,2.8419,0.355,2.5084,0.2786,1.5246,0.0898,4.7729,11.3422,0.4275,0.07,0.0997,0.3534,0.0351,0.0065,0.1836,0.1951,0.1157,1,-2.584674,9.246122,1.9451,2.8419,0.355,2.5084,0.2786,1.5246,0.0898,4.7729,11.3422,0.4275,-3.8365014,-3.3262627,0.3534,-4.832385,-7.2653446,-2.445362,0.1951,-3.1115391
447,series3,145.7431,3.0,3.0632,4.0484,3.6245,1.1208,1.9201,2.6798,0.3924,4.4161,15.7467,0.5718,0.0336,0.0808,0.8333,0.0928,0.0072,0.0472,0.672,0.2464,2,1.5849625,7.187284,3.0632,4.0484,3.6245,1.1208,1.9201,2.6798,0.3924,4.4161,15.7467,0.5718,-4.895395,-3.6295009,0.8333,-3.4297314,-7.1177874,-4.4050694,0.672,-2.0209258
3,series2x2_parallel1,849.3371,0.6667,3.0077,4.9205,4.6707,2.9906,3.3421,-5.4992,0.0187,8.2233,21.2146,0.6568,0.0023,0.1493,0.3935,0.0202,0.0014,0.053,0.4268,0.1473,1,-0.58489037,9.730193,3.0077,4.9205,4.6707,2.9906,3.3421,-5.4992,0.0187,8.2233,21.2146,0.6568,-8.764151,-2.743714,0.3935,-5.629501,-9.480357,-4.237864,0.4268,-2.7631707
378,parallel5,305.5955,2.0,3.4042,3.2954,3.2458,1.9479,1.0353,1.7181,0.3803,3.258,11.9086,0.7425,0.062,0.0584,0.7756,0.1287,0.0016,0.1355,0.1782,0.0342,0,1.0,8.25548,3.4042,3.2954,3.2458,1.9479,1.0353,1.7181,0.3803,3.258,11.9086,0.7425,-4.011588,-4.097888,0.7756,-2.957916,-9.287712,-2.8836353,0.1782,-4.8698597
384,parallel5,266.9828,2.0,1.3989,0.9006,1.4593,2.227,2.0571,6.3302,0.0334,2.015,12.288,0.6042,0.0105,0.0474,0.8,0.0536,0.0069,0.311,0.9382,0.0472,0,1.0,8.060603,1.3989,0.9006,1.4593,2.227,2.0571,6.3302,0.0334,2.015,12.288,0.6042,-6.573467,-4.398969,0.8,-4.2216234,-7.179188,-1.6850135,0.9382,-4.4050694
19,series3_parallel2,478.2642,2.0,3.802,2.3585,0.2886,1.5981,1.5091,9.1265,0.1921,7.6637,10.0188,0.5922,0.0101,0.0371,0.4982,0.0323,0.0082,0.2513,0.5824,0.3138,3,1.0,8.901664,3.802,2.3585,0.2886,1.5981,1.5091,9.1265,0.1921,7.6637,10.0188,0.5922,-6.629501,-4.752437,0.4982,-4.952322,-6.9301605,-1.9925174,0.5824,-1.6720827
348,series2x2_parallel1,152.5841,0.25,0.4744,5.9829,3.2784,1.088,2.7533,1.1765,0.0425,2.1981,10.4137,0.7656,0.0194,0.3163,0.5227,0.369,0.0466,0.1726,0.1867,0.0638,1,-2.0,7.253461,0.4744,5.9829,3.2784,1.088,2.7533,1.1765,0.0425,2.1981,10.4137,0.7656,-5.6877995,-1.6606345,0.5227,-1.4383073,-4.4235263,-2.5344956,0.1867,-3.9702997
589,series3_parallel2,363.0398,0.1667,4.1377,1.23,2.1797,4.5902,4.1161,0.1514,0.204,4.3935,16.0493,0.6562,0.0042,0.5059,0.4007,0.021,0.0053,0.1513,0.3255,0.6451,3,-2.584674,8.5039835,4.1377,1.23,2.1797,4.5902,4.1161,0.1514,0.204,4.3935,16.0493,0.6562,-7.895395,-0.9830758,0.4007,-5.573467,-7.559792,-2.7245162,0.3255,-0.6324053
697,parallel5,483.232,0.2,2.9626,0.9918,0.638,5.1343,0.6386,1.8617,0.3085,3.9797,5.9398,0.1399,0.0023,0.0596,0.8106,0.0399,0.0056,0.5627,0.609,0.1863,0,-2.321928,8.916573,2.9626,0.9918,0.638,5.1343,0.6386,1.8617,0.3085,3.9797,5.9398,0.1399,-8.764151,-4.068544,0.8106,-4.6474676,-7.4803576,-0.8295622,0.609,-2.4243004
268,series3_parallel2,205.6822,0.1667,1.3556,0.9468,3.9109,0.4119,0.3608,8.771,0.1975,4.0684,8.0818,0.7463,0.0034,0.286,0.7196,0.0763,0.0092,0.0474,0.464,0.6304,3,-2.584674,7.6842732,1.3556,0.9468,3.9109,0.4119,0.3608,8.771,0.1975,4.0684,8.0818,0.7463,-8.20025,-1.8059129,0.7196,-3.712173,-6.7641506,-4.398969,0.464,-0.66566056
41,series2x2_parallel1,386.9984,1.0,4.2462,1.6536,3.5669,0.7082,3.7487,-4.2667,0.0707,6.6607,10.4776,0.3922,0.0285,0.344,0.1879,0.1142,0.0629,0.0977,0.5876,0.7276,1,0.0,8.596184,4.2462,1.6536,3.5669,0.7082,3.7487,-4.2667,0.0707,6.6607,10.4776,0.3922,-5.132894,-1.5395194,0.1879,-3.1303654,-3.990796,-3.3554976,0.5876,-0.4587826
594,parallel5,639.4703,0.6667,1.3191,3.6793,5.3059,3.8348,4.4481,11.8903,0.3492,2.297,10.008,0.6292,0.0187,0.0533,0.4741,0.0418,0.0027,0.2632,0.7598,0.5624,0,-0.58489037,9.320733,1.3191,3.6793,5.3059,3.8348,4.4481,11.8903,0.3492,2.297,10.008,0.6292,-5.740818,-4.2297206,0.4741,-4.5803533,-8.5328245,-1.9257685,0.7598,-0.83033156
489,parallel5,269.614,1.0,3.0536,2.5646,3.827,1.3845,3.3,4.2151,0.2047,8.4836,10.1633,0.3084,0.0022,0.1012,0.1802,0.1088,0.0012,0.1977,0.9034,0.0615,0,0.0,8.074752,3.0536,2.5646,3.827,1.3845,3.3,4.2151,0.2047,8.4836,10.1633,0.3084,-8.82828,-3.3047187,0.1802,-3.2002494,-9.70275,-2.3386152,0.9034,-4.0232697
165,series3_parallel2,126.948,0.25,4.0247,5.4601,3.5743,3.8889,3.0006,8.0672,0.1493,4.1038,19.6656,0.0394,0.0088,0.0987,0.4035,0.0504,0.0148,0.1093,0.3054,0.0673,3,-2.0,6.988094,4.0247,5.4601,3.5743,3.8889,3.0006,8.0672,0.1493,4.1038,19.6656,0.0394,-6.828281,-3.340806,0.4035,-4.3104324,-6.078259,-3.1936347,0.3054,-3.8932498
185,series2x2_parallel1,572.2808,0.3333,0.6637,2.163,1.1347,1.5169,2.7955,-9.7431,0.2535,8.1284,18.3523,0.0774,0.0134,0.273,0.8577,0.4905,0.0022,0.2242,0.5392,0.2449,1,-1.5851068,9.16058,0.6637,2.163,1.1347,1.5169,2.7955,-9.7431,0.2535,8.1284,18.3523,0.0774,-6.2216234,-1.8730271,0.8577,-1.0276749,-8.82828,-2.157142,0.5392,-2.0297353
260,series3,168.3442,0.6667,1.0705,0.4754,1.3623,0.7673,0.3434,-10.3386,0.4452,2.4472,10.7044,0.3243,0.005,0.4326,0.2021,0.1464,0.0011,0.184,0.8864,0.0817,2,-0.58489037,7.3952703,1.0705,0.4754,1.3623,0.7673,0.3434,-10.3386,0.4452,2.4472,10.7044,0.3243,-7.643856,-1.2088945,0.2021,-2.7720125,-9.82828,-2.4422224,0.8864,-3.6135201
680,parallel5,559.4888,1.5,0.9403,2.2709,1.2225,0.9769,1.3797,-0.4179,0.3489,4.1646,15.4232,0.2364,0.0286,0.1037,0.3433,0.1366,0.0048,0.0609,0.1266,0.4446,0,0.5849625,9.127965,0.9403,2.2709,1.2225,0.9769,1.3797,-0.4179,0.3489,4.1646,15.4232,0.2364,-5.127841,-3.2695122,0.3433,-2.8719707,-7.7027497,-4.037414,0.1266,-1.1694202
637,series3_parallel2,136.2858,0.1667,3.2893,3.48,0.7231,0.6573,1.0151,11.4949,0.4313,0.4908,21.2135,0.3094,0.0034,0.5287,0.7061,0.043,0.0061,0.1303,0.3218,0.1927,3,-2.584674,7.0904913,3.2893,3.48,0.7231,0.6573,1.0151,11.4949,0.4313,0.4908,21.2135,0.3094,-8.20025,-0.9194788,0.7061,-4.5395193,-7.356975,-2.940091,0.3218,-2.3755715
84,parallel5,854.6045,1.5,4.5527,3.0625,2.8986,2.0616,1.6041,-8.0898,0.2014,0.8145,9.9679,0.0743,0.0074,0.096,0.2565,0.636,0.028,0.0749,0.14,0.1098,0,0.5849625,9.739113,4.5527,3.0625,2.8986,2.0616,1.6041,-8.0898,0.2014,0.8145,9.9679,0.0743,-7.078259,-3.3808217,0.2565,-0.65290135,-5.158429,-3.7388904,0.14,-3.18705
181,series3_parallel2,772.1651,0.6667,3.3253,3.0774,0.9709,3.8224,0.4965,11.4002,0.4338,6.9123,9.8943,0.1039,0.047,0.1337,0.2543,0.2009,0.004,0.4487,0.8154,0.3946,3,-0.58489037,9.592766,3.3253,3.0774,0.9709,3.8224,0.4965,11.4002,0.4338,6.9123,9.8943,0.1039,-4.4111953,-2.9029286,0.2543,-2.3154504,-7.965784,-1.1561769,0.8154,-1.3415371
591,parallel5,109.9188,3.0,3.4343,1.5917,0.9137,4.1641,3.9877,-0.2807,0.2503,5.7542,10.3191,0.2105,0.0024,0.1422,0.3841,0.2421,0.0399,0.0415,0.6338,0.6582,0,1.5849625,6.7802944,3.4343,1.5917,0.9137,4.1641,3.9877,-0.2807,0.2503,5.7542,10.3191,0.2105,-8.70275,-2.8140068,0.3841,-2.046325,-4.6474676,-4.590745,0.6338,-0.603402
612,series3,287.5059,0.3333,2.5829,0.5125,0.3407,1.1934,4.3538,-7.6685,0.3185,3.3656,7.0968,0.6772,0.0222,0.1274,0.5229,0.0892,0.0081,0.3009,0.7456,0.1551,2,-1.5851068,8.167448,2.5829,0.5125,0.3407,1.1934,4.3538,-7.6685,0.3185,3.3656,7.0968,0.6772,-5.4932966,-2.9725628,0.5229,-3.4868126,-6.947862,-1.732644,0.7456,-2.6887293
622,series3,788.6779,0.125,3.5228,4.8744,3.0408,1.3553,2.2446,-5.5305,0.387,0.3384,0.3022,0.6928,0.0028,0.0491,0.8223,0.3533,0.0027,0.4844,0.3759,0.0864,2,-3.0,9.623292,3.5228,4.8744,3.0408,1.3553,2.2446,-5.5305,0.387,0.3384,0.3022,0.6928,-8.480357,-4.348133,0.8223,-1.5010344,-8.5328245,-1.0457292,0.3759,-3.5328248
211,parallel5,379.088,1.0,3.899,3.3089,2.96,2.1139,2.7755,-4.3271,0.3833,1.3296,2.4648,0.7953,0.0475,0.1607,0.8297,0.0437,0.0056,0.5807,0.7861,0.0556,0,0.0,8.566389,3.899,3.3089,2.96,2.1139,2.7755,-4.3271,0.3833,1.3296,2.4648,0.7953,-4.395929,-2.6375582,0.8297,-4.516223,-7.4803576,-0.7841351,0.7861,-4.1687713
595,series3_parallel2,527.113,0.5,1.4977,2.171,2.6986,2.4044,0.355,-5.5099,0.1546,8.8294,7.612,0.0961,0.0119,0.4228,0.1986,0.6437,0.068,0.383,0.5838,0.0415,3,-1.0,9.041968,1.4977,2.171,2.6986,2.4044,0.355,-5.5099,0.1546,8.8294,7.612,0.0961,-6.3928947,-1.2419527,0.1986,-0.6355396,-3.8783214,-1.3845837,0.5838,-4.590745
504,series3_parallel2,631.9087,3.0,0.1987,1.6857,2.0764,4.1811,4.0461,-10.4916,0.1902,7.1842,6.1392,0.374,0.0047,0.3367,0.2045,0.5845,0.0065,0.3403,0.4797,0.2261,3,1.5849625,9.303573,0.1987,1.6857,2.0764,4.1811,4.0461,-10.4916,0.1902,7.1842,6.1392,0.374,-7.733124,-1.5704644,0.2045,-0.774725,-7.2653446,-1.555121,0.4797,-2.144967
511,series3_parallel2,173.5204,0.5,0.2168,1.5835,2.3544,3.5481,2.3242,0.7752,0.3443,0.3298,19.2985,0.0094,0.0073,0.3011,0.223,0.6137,0.04,0.0831,0.7412,0.1821,3,-1.0,7.4389615,0.2168,1.5835,2.3544,3.5481,2.3242,0.7752,0.3443,0.3298,19.2985,0.0094,-7.097888,-1.7316854,0.223,-0.7043946,-4.643856,-3.5890079,0.7412,-2.4571972
295,parallel5,97.8767,0.125,2.3392,3.1884,3.6347,5.537,4.0619,-4.0196,0.2157,2.7838,15.6795,0.3121,0.0043,0.0694,0.8771,0.2351,0.0505,0.0443,0.4208,0.5436,0,-3.0,6.6128936,2.3392,3.1884,3.6347,5.537,4.0619,-4.0196,0.2157,2.7838,15.6795,0.3121,-7.861448,-3.8489206,0.8771,-2.0886536,-4.307573,-4.4965496,0.4208,-0.8793826
399,series3_parallel2,144.0147,1.0,1.7754,3.0305,3.4504,0.4546,2.7355,1.9667,0.4344,2.0787,11.0115,0.2099,0.0296,0.4856,0.5902,0.2681,0.0013,0.6224,0.7104,0.3864,3,0.0,7.170072,1.7754,3.0305,3.4504,0.4546,2.7355,1.9667,0.4344,2.0787,11.0115,0.2099,-5.078259,-1.0421597,0.5902,-1.8991569,-9.587273,-0.6840861,0.7104,-1.371833
464,series3_parallel2,654.0166,0.1667,0.4944,2.2653,1.7538,2.4287,3.2488,0.0726,0.0913,4.8811,10.7666,0.5201,0.014,0.0539,0.7809,0.0508,0.0014,0.4433,0.4306,0.356,3,-2.584674,9.353184,0.4944,2.2653,1.7538,2.4287,3.2488,0.0726,0.0913,4.8811,10.7666,0.5201,-6.158429,-4.213571,0.7809,-4.299028,-9.480357,-1.1736447,0.4306,-1.4900508
57,parallel5,431.4627,2.0,1.3209,0.8662,2.1088,2.9212,3.2709,-2.2865,0.3028,8.3833,9.2569,0.1763,0.0481,0.16,0.4725,0.0995,0.0044,0.0808,0.4947,0.3127,0,1.0,8.753092,1.3209,0.8662,2.1088,2.9212,3.2709,-2.2865,0.3028,8.3833,9.2569,0.1763,-4.3778195,-2.6438563,0.4725,-3.3291597,-7.828281,-3.6295009,0.4947,-1.6771488
432,series2x2_parallel1,116.3948,1.5,5.8251,1.9745,1.8844,3.1497,5.7823,8.1829,0.1282,8.5902,15.1979,0.4927,0.0078,0.1971,0.694,0.4025,0.0035,0.1253,0.4097,0.0917,1,0.5849625,6.8628826,5.8251,1.9745,1.8844,3.1497,5.7823,8.1829,0.1282,8.5902,15.1979,0.4927,-7.0023103,-2.3430004,0.694,-1.3129393,-8.158429,-2.9965417,0.4097,-3.4469345
426,series3_parallel2,611.6229,1.5,2.6471,0.4991,0.7296,1.1105,4.0005,-6.7971,0.2607,5.3223,20.6551,0.2911,0.0115,0.1723,0.5185,0.2155,0.0312,0.1174,0.2596,0.4604,3,0.5849625,9.256498,2.6471,0.4991,0.7296,1.1105,4.0005,-6.7971,0.2607,5.3223,20.6551,0.2911,-6.442222,-2.5370054,0.5185,-2.2142403,-5.0023103,-3.0904958,0.2596,-1.1190403
184,series2x2_parallel1,143.4225,0.6667,2.2856,0.5113,3.5722,0.2112,4.958,-9.5367,0.2849,6.2394,11.6991,0.4434,0.005,0.5047,0.3369,0.1414,0.0383,0.1321,0.7075,0.4609,1,-0.58489037,7.1641273,2.2856,0.5113,3.5722,0.2112,4.958,-9.5367,0.2849,6.2394,11.6991,0.4434,-7.643856,-0.986502,0.3369,-2.822146,-4.706512,-2.9202976,0.7075,-1.1174743
23,series2x2_parallel1,102.8674,0.1667,2.2738,2.2017,1.5747,3.4919,1.7227,-0.2642,0.1726,7.2437,14.036,0.6546,0.0069,0.0874,0.6029,0.3216,0.004,0.063,0.7752,0.153,1,-2.584674,6.684642,2.2738,2.2017,1.5747,3.4919,1.7227,-0.2642,0.1726,7.2437,14.036,0.6546,-7.179188,-3.516223,0.6029,-1.6366607,-7.965784,-3.9885044,0.7752,-2.7083964
66,series3,870.9669,3.0,3.491,0.4165,3.8383,0.197,2.5543,7.032,0.0465,4.4055,4.2699,0.1728,0.0184,0.1647,0.499,0.3714,0.0041,0.396,0.2817,0.1144,2,1.5849625,9.766474,3.491,0.4165,3.8383,0.197,2.5543,7.032,0.0465,4.4055,4.2699,0.1728,-5.7641506,-2.6020875,0.499,-1.4289542,-7.9301605,-1.3364277,0.2817,-3.127841
140,parallel5,71.2771,1.5,3.6393,3.2052,0.7863,1.6583,3.5109,0.2099,0.2126,3.0067,8.7493,0.3156,0.0025,0.195,0.3804,0.4133,0.0233,0.4412,0.392,0.2063,0,0.5849625,6.155367,3.6393,3.2052,0.7863,1.6583,3.5109,0.2099,0.2126,3.0067,8.7493,0.3156,-8.643856,-2.358454,0.3804,-1.2747387,-5.4235263,-1.1804954,0.392,-2.2771842
411,series3_parallel2,283.9605,3.0,0.7539,1.2078,1.6865,2.1841,0.5929,-4.6886,0.3439,4.7068,19.8631,0.4645,0.0078,0.2332,0.2958,0.5278,0.0158,0.5678,0.3576,0.047,3,1.5849625,8.149547,0.7539,1.2078,1.6865,2.1841,0.5929,-4.6886,0.3439,4.7068,19.8631,0.4645,-7.0023103,-2.1003604,0.2958,-0.9219367,-5.9839315,-0.81654525,0.3576,-4.4111953
696,parallel5,318.1796,0.5,1.0659,1.6049,2.5193,1.6011,0.2233,10.7498,0.4345,8.275,6.4696,0.0016,0.0052,0.4249,0.8786,0.0503,0.049,0.4983,0.8325,0.1492,0,-1.0,8.313698,1.0659,1.6049,2.5193,1.6011,0.2233,10.7498,0.4345,8.275,6.4696,0.0016,-7.5872726,-1.2348047,0.8786,-4.3132977,-4.3510747,-1.0049136,0.8325,-2.7446804
333,series2x2_parallel1,292.5232,0.5,1.405,2.5579,0.8447,0.578,1.5685,-1.1272,0.3824,8.9561,20.9379,0.3647,0.0324,0.1663,0.3414,0.2259,0.0025,0.1748,0.2364,0.1083,1,-1.0,8.192408,1.405,2.5579,0.8447,0.578,1.5685,-1.1272,0.3824,8.9561,20.9379,0.3647,-4.947862,-2.58814,0.3414,-2.1462438,-8.643856,-2.516223,0.2364,-3.2068949
153,parallel5,107.3167,2.0,0.8901,3.2007,3.7937,3.3098,3.5803,-5.1609,0.397,2.7347,21.9723,0.5273,0.0743,0.1769,0.2437,0.3855,0.0074,0.2444,0.5263,0.0719,0,1.0,6.745731,0.8901,3.2007,3.7937,3.3098,3.5803,-5.1609,0.397,2.7347,21.9723,0.5273,-3.750494,-2.498994,0.2437,-1.3751972,-7.078259,-2.0326838,0.5263,-3.7978644
103,parallel5,718.4565,2.0,2.1899,1.0564,1.4259,1.0972,5.1744,-1.9362,0.1343,0.3336,21.1259,0.7022,0.0033,0.4141,0.3279,0.0894,0.0302,0.2981,0.2176,0.1017,0,1.0,9.488757,2.1899,1.0564,1.4259,1.0972,5.1744,-1.9362,0.1343,0.3336,21.1259,0.7022,-8.243319,-1.2719489,0.3279,-3.4835813,-5.049308,-1.7461318,0.2176,-3.2976084
553,series3_parallel2,238.8714,2.0,0.7531,1.1283,3.5915,2.9037,5.9629,-1.5807,0.1764,6.4948,10.1177,0.0576,0.0124,0.4087,0.7719,0.1669,0.0251,0.2396,0.7597,0.0692,3,1.0,7.90009,0.7531,1.1283,3.5915,2.9037,5.9629,-1.5807,0.1764,6.4948,10.1177,0.0576,-6.333516,-1.2908859,0.7719,-2.5829442,-5.316169,-2.0613003,0.7597,-3.853084
269,parallel5,177.8126,0.25,0.3144,1.6233,2.1252,1.4103,5.4116,-9.5276,0.4026,3.2217,8.9988,0.3175,0.004,0.0323,0.7522,0.4053,0.0401,0.2249,0.7268,0.5819,0,-2.0,7.4742136,0.3144,1.6233,2.1252,1.4103,5.4116,-9.5276,0.4026,3.2217,8.9988,0.3175,-7.965784,-4.952322,0.7522,-1.302938,-4.640254,-2.1526444,0.7268,-0.78115684
37,parallel5,327.7025,1.0,1.3901,3.3187,1.2258,1.9906,2.4196,-2.8329,0.3017,1.951,9.5802,0.1786,0.0271,0.0379,0.56,0.1596,0.0082,0.3951,0.8345,0.1357,0,0.0,8.356243,1.3901,3.3187,1.2258,1.9906,2.4196,-2.8329,0.3017,1.951,9.5802,0.1786,-5.2055635,-4.721658,0.56,-2.6474674,-6.9301605,-1.3397102,0.8345,-2.8815074
441,parallel5,251.2459,0.3333,3.693,2.8685,0.8544,1.046,1.7789,7.7663,0.1019,3.8918,9.8587,0.0418,0.0047,0.1506,0.8095,0.0567,0.0232,0.1324,0.6723,0.1658,0,-1.5851068,7.972956,3.693,2.8685,0.8544,1.046,1.7789,7.7663,0.1019,3.8918,9.8587,0.0418,-7.733124,-2.7312064,0.8095,-4.1405077,-5.4297314,-2.9170249,0.6723,-2.592484
197,series2x2_parallel1,235.9914,0.1667,1.6419,4.8876,4.1766,3.2182,1.2732,-9.466,0.3837,5.7401,10.0784,0.3477,0.0048,0.407,0.4418,0.0882,0.0017,0.0733,0.8422,0.0349,1,-2.584674,7.8825903,1.6419,4.8876,4.1766,3.2182,1.2732,-9.466,0.3837,5.7401,10.0784,0.3477,-7.7027497,-1.2968993,0.4418,-3.5030775,-9.20025,-3.7700431,0.8422,-4.840629
548,series3,615.8513,1.0,1.9475,0.9135,1.6612,0.4026,3.3914,5.0967,0.1706,7.9108,7.9167,0.0549,0.0417,0.1615,0.4992,0.0604,0.0442,0.3159,0.9077,0.1287,2,0.0,9.2664385,1.9475,0.9135,1.6612,0.4026,3.3914,5.0967,0.1706,7.9108,7.9167,0.0549,-4.583809,-2.6303937,0.4992,-4.049308,-4.4998097,-1.6624602,0.9077,-2.957916
559,parallel5,573.5178,0.25,0.7133,3.1979,1.2437,1.4048,1.0999,9.2644,0.0599,6.7825,5.7166,0.1488,0.0744,0.1356,0.2694,0.1107,0.0047,0.625,0.9043,0.3396,0,-2.0,9.163694,0.7133,3.1979,1.2437,1.4048,1.0999,9.2644,0.0599,6.7825,5.7166,0.1488,-3.7485535,-2.882571,0.2694,-3.175273,-7.733124,-0.6780719,0.9043,-1.5580916
369,series3,76.5694,1.5,1.0623,2.2331,0.9635,3.9711,2.5852,-4.7803,0.0527,2.0493,11.5167,0.2165,0.0031,0.0728,0.6527,0.1225,0.0087,0.0846,0.5352,0.0433,2,0.5849625,6.258696,1.0623,2.2331,0.9635,3.9711,2.5852,-4.7803,0.0527,2.0493,11.5167,0.2165,-8.333516,-3.7799177,0.6527,-3.0291464,-6.844769,-3.5631986,0.5352,-4.529489
515,series3,79.3845,0.2,3.7942,2.4068,0.7524,1.9933,1.283,5.5871,0.3782,6.6292,14.0386,0.5388,0.004,0.0374,0.5417,0.1217,0.003,0.0459,0.8748,0.0964,2,-2.321928,6.3107853,3.7942,2.4068,0.7524,1.9933,1.283,5.5871,0.3782,6.6292,14.0386,0.5388,-7.965784,-4.740818,0.5417,-3.038599,-8.380822,-4.445362,0.8748,-3.374823
351,series3,778.8928,0.1667,5.0808,1.0259,4.1066,4.0564,1.6167,-9.2899,0.1966,6.4836,17.3726,0.2969,0.0084,0.0358,0.7892,0.0212,0.1108,0.1632,0.3684,0.1344,2,-2.584674,9.605281,5.0808,1.0259,4.1066,4.0564,1.6167,-9.2899,0.1966,6.4836,17.3726,0.2969,-6.895395,-4.8038964,0.7892,-5.559792,-3.1739702,-2.615287,0.3684,-2.895395
666,series3_parallel2,66.3883,0.3333,0.6249,0.583,2.8119,0.3433,4.4192,-8.0142,0.4455,7.0347,21.9113,0.601,0.0269,0.0453,0.2055,0.2378,0.0334,0.1585,0.9351,0.1321,3,-1.5851068,6.052857,0.6249,0.583,2.8119,0.3433,4.4192,-8.0142,0.4455,7.0347,21.9113,0.601,-5.21625,-4.464345,0.2055,-2.0721793,-4.904008,-2.6574452,0.9351,-2.9202976
610,series3,547.3585,0.25,0.6877,0.2743,3.5826,1.6718,4.041,3.4152,0.4081,1.2052,0.9866,0.3008,0.0023,0.188,0.8172,0.0359,0.0046,0.4604,0.8716,0.0636,2,-2.0,9.096342,0.6877,0.2743,3.5826,1.6718,4.041,3.4152,0.4081,1.2052,0.9866,0.3008,-8.764151,-2.4111955,0.8172,-4.7998724,-7.7641506,-1.1190403,0.8716,-3.9748294
64,parallel5,643.3675,0.1667,1.1591,0.7991,4.9599,1.6471,5.2162,-0.7417,0.2696,0.0367,9.7089,0.0037,0.002,0.0953,0.4721,0.2445,0.0565,0.3423,0.6956,0.2812,0,-2.584674,9.329499,1.1591,0.7991,4.9599,1.6471,5.2162,-0.7417,0.2696,0.0367,9.7089,0.0037,-8.965784,-3.39138,0.4721,-2.0320938,-4.1456056,-1.5466669,0.6956,-1.8303316
456,series3_parallel2,495.0144,0.6667,4.8515,3.1362,2.4367,0.6208,0.9336,6.1812,0.0931,7.3089,5.4926,0.2181,0.0191,0.2018,0.2865,0.1416,0.0042,0.1793,0.4282,0.6803,3,-0.58489037,8.951326,4.8515,3.1362,2.4367,0.6208,0.9336,6.1812,0.0931,7.3089,5.4926,0.2181,-5.7102838,-2.309002,0.2865,-2.8201067,-7.895395,-2.4795527,0.4282,-0.555757
