id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx,ratio_log2_head,freq_log2_head,detune_carrier_head
2477,series3_parallel2,768.6714,0.125,3.0532,1.1056,0.6026,0.9829,4.7326,9.7828,0.3272,8.6745,16.8485,0.7596,0.0256,0.1731,0.4499,0.2714,0.0375,0.2735,0.3762,0.1087,3,-3.0,9.586224,9.7828
3531,series2x2_parallel1,102.5087,0.125,5.471,0.4033,0.1867,4.1187,4.6754,-5.0469,0.2645,6.0412,3.193,0.0219,0.0237,0.0733,0.4439,0.0632,0.0647,0.0425,0.1835,0.4633,1,-3.0,6.6796026,-5.0469
1148,series3_parallel2,140.2064,2.0,1.2372,1.0976,2.4073,2.1104,0.7077,11.5358,0.2407,2.064,18.6857,0.7027,0.0064,0.3024,0.577,0.5114,0.0071,0.1848,0.8739,0.411,3,1.0,7.131408,11.5358
3493,series3,204.1425,0.1667,4.7226,1.0685,0.9948,3.1134,3.2639,-7.9136,0.4485,0.1633,17.1208,0.7439,0.0151,0.0647,0.8705,0.4684,0.0362,0.0696,0.252,0.5215,2,-2.584674,7.673433,-7.9136
844,series3_parallel2,635.3713,0.5,1.7167,1.9053,0.4094,2.006,0.1674,9.7748,0.2918,2.7381,15.4873,0.6257,0.0028,0.0811,0.6094,0.0223,0.1076,0.3505,0.207,0.5289,3,-1.0,9.311456,9.7748
323,parallel5,375.1307,0.125,3.1512,3.5067,1.2273,4.1245,3.0559,8.4298,0.1534,5.8612,8.8609,0.6973,0.0028,0.3063,0.7657,0.0708,0.0078,0.0676,0.8295,0.2621,0,-3.0,8.5512495,8.4298
2776,series3,69.6087,1.5,2.5406,4.0908,4.2962,0.9993,2.9151,-11.0706,0.3337,5.5707,2.8143,0.6372,0.0573,0.1165,0.1881,0.1583,0.0025,0.2806,0.9117,0.0492,2,0.5849625,6.121196,-11.0706
3756,parallel5,138.0819,3.0,4.456,4.4311,0.2295,3.8751,2.4064,8.9952,0.3306,8.9743,11.844,0.5007,0.0031,0.0846,0.8523,0.0781,0.0076,0.0658,0.9224,0.0414,0,1.5849625,7.1093802,8.9952
1822,series2x2_parallel1,595.0496,1.5,1.4943,0.7021,1.774,1.0733,0.3172,-7.8312,0.4396,4.8794,7.888,0.5043,0.0023,0.1657,0.5307,0.5297,0.0018,0.2924,0.3706,0.1033,1,0.5849625,9.2168665,-7.8312
1991,parallel5,126.1838,1.0,4.1722,2.1825,0.7483,0.9948,0.7638,4.7377,0.0439,4.8517,9.646,0.2305,0.0224,0.2898,0.8629,0.0479,0.0018,0.2288,0.3752,0.0781,0,0.0,6.979383,4.7377
3954,series3_parallel2,231.1399,0.3333,5.7066,1.6285,5.4934,3.25,0.278,1.9734,0.4469,1.3339,19.7241,0.1881,0.01,0.2514,0.263,0.6058,0.0209,0.5254,0.7735,0.4244,3,-1.5851068,7.8526225,1.9734
217,parallel5,165.2113,0.6667,5.019,2.1291,2.4352,3.8878,2.3719,-11.9456,0.3276,0.126,10.7713,0.7439,0.0043,0.226,0.7215,0.2125,0.0017,0.4995,0.8782,0.7081,0,-0.58489037,7.3681684,-11.9456
1861,series2x2_parallel1,270.0662,0.125,5.511,4.8283,4.0115,5.3347,0.4043,-8.64,0.3743,4.0455,5.2783,0.3139,0.0033,0.1654,0.5027,0.3393,0.088,0.2835,0.7956,0.4767,1,-3.0,8.077169,-8.64
1728,series2x2_parallel1,162.2288,0.6667,5.6491,1.1862,1.2647,1.2049,1.7297,-6.7388,0.2719,7.9899,12.9838,0.4355,0.0066,0.2358,0.2322,0.2202,0.0066,0.0828,0.1552,0.6456,1,-0.58489037,7.341886,-6.7388
2306,series2x2_parallel1,256.7067,3.0,2.5968,5.3804,4.2078,0.6069,1.6887,1.2498,0.049,8.3778,0.6592,0.1022,0.0526,0.1243,0.5403,0.2141,0.0022,0.0433,0.1579,0.4186,1,1.5849625,8.003977,1.2498
2578,series3_parallel2,472.4308,0.6667,1.8004,3.6069,1.7544,2.2166,3.6062,-8.9762,0.2966,4.078,15.506,0.624,0.0438,0.0844,0.2613,0.4751,0.0292,0.1376,0.7141,0.1201,3,-0.58489037,8.883959,-8.9762
3530,parallel5,171.3036,0.6667,2.6352,1.9783,1.0031,5.4544,3.3822,11.9153,0.4447,0.1256,11.8922,0.6283,0.003,0.5335,0.312,0.163,0.015,0.0532,0.7534,0.0924,0,-0.58489037,7.4204116,11.9153
529,series2x2_parallel1,347.6661,0.1667,1.624,1.5549,3.0319,5.8616,2.7632,-4.3938,0.092,1.1686,17.4187,0.0188,0.0669,0.1116,0.7034,0.0822,0.0344,0.0999,0.8122,0.0723,1,-2.584674,8.441559,-4.3938
2074,parallel5,124.7217,0.2,4.1478,1.1978,0.5894,4.2636,5.4201,9.0143,0.3585,5.9659,4.4809,0.3397,0.0077,0.0343,0.4459,0.2364,0.0022,0.0762,0.3711,0.0533,0,-2.321928,6.9625688,9.0143
3142,series3,350.4728,0.6667,0.6511,3.9229,1.6391,0.7497,0.4409,-8.3406,0.4335,0.9193,1.2215,0.0701,0.0065,0.0956,0.8679,0.0226,0.0428,0.0582,0.2557,0.7712,2,-0.58489037,8.453158,-8.3406
2756,series2x2_parallel1,266.3577,1.0,2.915,0.2618,3.3529,1.6114,1.9928,6.761,0.1913,6.7225,8.5245,0.3701,0.0538,0.0456,0.6795,0.0324,0.0567,0.0682,0.1688,0.0554,1,0.0,8.057221,6.761
1177,series3,404.537,0.125,2.2524,3.2038,0.6984,2.7815,2.7624,-4.8365,0.302,3.8119,4.0733,0.1552,0.008,0.1931,0.3408,0.3925,0.0833,0.2582,0.611,0.0686,2,-3.0,8.660128,-4.8365
264,series2x2_parallel1,570.5996,0.6667,3.6753,5.152,1.1352,2.7055,1.0868,-6.1187,0.1789,8.7928,12.0218,0.6361,0.0137,0.3289,0.8479,0.2136,0.01,0.3295,0.9301,0.1582,1,-0.58489037,9.156335,-6.1187
764,parallel5,68.3492,0.3333,1.4592,1.2957,5.6339,1.1667,0.2192,-11.4595,0.3084,7.1507,7.2398,0.4708,0.006,0.0379,0.2408,0.0229,0.0546,0.3763,0.2215,0.0863,0,-1.5851068,6.0948524,-11.4595
951,parallel5,79.5324,2.0,1.9466,1.3979,5.3868,1.5291,1.1954,9.483,0.2619,0.773,2.2243,0.6417,0.0054,0.039,0.315,0.0979,0.0042,0.4394,0.4113,0.5859,0,1.0,6.313471,9.483
2026,series3,321.8212,0.1667,1.7172,0.6068,1.6105,2.3715,1.5335,-1.5707,0.0737,2.6316,7.1876,0.4107,0.0031,0.0329,0.8276,0.3542,0.0372,0.0618,0.2085,0.1306,2,-2.584674,8.330115,-1.5707
2731,series3_parallel2,543.8689,1.0,1.0631,2.6301,2.9079,0.9388,5.265,2.8538,0.2431,6.1333,7.3677,0.7228,0.0154,0.0358,0.3226,0.1429,0.0251,0.1766,0.9385,0.1165,3,0.0,9.087115,2.8538
3748,series2x2_parallel1,258.2169,1.5,0.1934,3.9972,2.0316,0.1885,1.914,6.0486,0.2336,6.8433,11.5377,0.6106,0.0147,0.2133,0.4856,0.0242,0.0048,0.4834,0.8371,0.0337,1,0.5849625,8.01244,6.0486
56,series3_parallel2,849.0306,4.0,0.6957,1.6831,2.5056,3.2367,2.7752,-2.5959,0.0627,2.2426,5.0301,0.1676,0.0031,0.0475,0.4709,0.0376,0.0678,0.233,0.3479,0.5651,3,2.0,9.729672,-2.5959
2762,series2x2_parallel1,563.0049,0.125,3.9366,4.2696,2.0703,1.7077,1.2927,-0.7935,0.3347,3.3405,8.2861,0.3588,0.0171,0.045,0.2015,0.0667,0.0031,0.0719,0.1803,0.0549,1,-3.0,9.137004,-0.7935
1474,parallel5,77.1994,0.2,3.8719,3.9682,0.2621,1.5294,0.6858,-1.5144,0.1246,8.2982,15.2528,0.5318,0.004,0.1676,0.1968,0.0778,0.0059,0.3052,0.4622,0.1155,0,-2.321928,6.270518,-1.5144
3984,series3_parallel2,789.9918,1.5,5.2813,2.1793,4.0902,2.3203,2.2334,-10.0986,0.3587,4.3657,18.6558,0.265,0.0025,0.5381,0.7819,0.1928,0.0014,0.5998,0.3752,0.0511,3,0.5849625,9.625694,-10.0986
3922,series3,144.4234,1.5,0.2164,4.1651,3.6741,1.3344,3.153,9.7355,0.0247,6.6979,2.9193,0.3445,0.0047,0.2121,0.5725,0.1217,0.0077,0.07,0.2494,0.1649,2,0.5849625,7.1741605,9.7355
1711,series3_parallel2,143.0748,0.2,0.239,1.6508,0.9344,2.3321,0.7706,1.336,0.2121,0.0324,12.8556,0.482,0.0431,0.1566,0.5465,0.3377,0.0049,0.4217,0.717,0.1867,3,-2.321928,7.160626,1.336
214,series3_parallel2,114.0084,0.3333,3.5762,0.331,1.0089,1.5945,1.9434,-11.6757,0.2697,4.2033,11.8435,0.1066,0.0253,0.4906,0.5861,0.0578,0.0062,0.1574,0.1379,0.1486,3,-1.5851068,6.8329964,-11.6757
2839,series3_parallel2,107.8527,0.2,1.9253,3.1382,1.2033,3.5204,2.2568,6.9597,0.0695,0.5662,15.6152,0.5382,0.0483,0.0611,0.5357,0.1573,0.0161,0.0687,0.4348,0.0587,3,-2.321928,6.7529182,6.9597
371,series3,286.9277,0.5,3.3055,2.4113,4.2138,1.2293,1.5662,5.2476,0.1874,6.5944,12.9979,0.5744,0.0674,0.5098,0.4889,0.1482,0.0015,0.1199,0.7851,0.1039,2,-1.0,8.164543,5.2476
3440,series3,183.1856,0.25,3.9656,0.9283,5.4544,3.4484,4.6446,-0.6589,0.3833,0.225,15.4325,0.1538,0.0033,0.1208,0.6955,0.1441,0.0392,0.3474,0.5082,0.0587,2,-2.0,7.5171623,-0.6589
952,series2x2_parallel1,380.635,0.125,1.5563,5.4218,2.9816,1.7246,0.9595,8.2022,0.4229,1.4023,2.7739,0.6533,0.0192,0.2062,0.7347,0.1,0.0232,0.1395,0.9481,0.0758,1,-3.0,8.572265,8.2022
866,parallel5,107.968,0.6667,3.6514,3.5328,0.6838,1.986,1.5908,9.642,0.3228,6.7412,5.0293,0.3505,0.0253,0.0678,0.6852,0.2021,0.0013,0.063,0.7722,0.7555,0,-0.58489037,6.75446,9.642
293,series2x2_parallel1,245.4721,4.0,1.931,1.8021,1.663,3.4031,1.6793,10.397,0.4338,4.7451,11.4083,0.5039,0.009,0.0857,0.5539,0.0228,0.0015,0.3921,0.5541,0.0695,1,2.0,7.9394155,10.397
2795,parallel5,485.0407,0.25,0.9921,1.6595,1.5627,3.4507,0.3159,-10.9912,0.375,7.9864,4.6959,0.4325,0.0642,0.3378,0.4497,0.1743,0.0191,0.0703,0.235,0.0301,0,-2.0,8.921962,-10.9912
396,series3_parallel2,90.8274,0.3333,3.9627,2.6576,0.4493,4.7629,0.5181,-4.4022,0.3528,1.5586,3.0728,0.1719,0.0499,0.0413,0.522,0.0759,0.0399,0.0524,0.3684,0.4559,3,-1.5851068,6.505056,-4.4022
3035,series3_parallel2,174.2121,0.25,3.858,3.6429,0.5221,2.8548,4.7274,5.9028,0.4367,7.3641,20.048,0.0245,0.0025,0.063,0.1872,0.5647,0.1014,0.3181,0.9267,0.3607,3,-2.0,7.444701,5.9028
3484,series3,312.2907,1.5,0.7148,2.6879,4.1776,1.2293,1.7638,5.4655,0.2854,6.1245,16.8095,0.3184,0.0178,0.2278,0.5609,0.075,0.0014,0.5221,0.6106,0.054,2,0.5849625,8.286746,5.4655
1489,series2x2_parallel1,211.9042,3.0,3.0209,4.1812,2.2626,3.4012,0.9048,0.35,0.1182,6.4114,6.6688,0.1514,0.0166,0.076,0.208,0.036,0.0132,0.2003,0.3364,0.1694,1,1.5849625,7.727268,0.35
2405,series3,793.3647,0.125,3.4714,1.2837,2.7413,1.2266,0.4,-10.8312,0.232,8.2714,13.4461,0.4091,0.0302,0.0592,0.749,0.4439,0.0129,0.0553,0.5913,0.1144,2,-3.0,9.631841,-10.8312
1118,series3_parallel2,160.4694,2.0,1.878,2.5787,3.2847,3.3336,2.4787,-3.5823,0.2975,7.8413,15.5557,0.2503,0.0795,0.1808,0.6219,0.2705,0.0014,0.145,0.1357,0.0767,3,1.0,7.326154,-3.5823
1710,parallel5,133.9122,0.125,2.4792,3.2578,1.002,1.4007,5.0914,-2.6984,0.2644,2.9221,3.3113,0.1026,0.0109,0.4088,0.3343,0.0543,0.001,0.0853,0.4279,0.5331,0,-3.0,7.0651436,-2.6984
2226,series3_parallel2,299.1877,2.0,2.0068,4.3388,4.1007,5.3253,1.71,-1.5135,0.4316,1.9745,8.0897,0.7312,0.012,0.5059,0.5667,0.0779,0.0033,0.3287,0.795,0.1749,3,1.0,8.224907,-1.5135
2502,series2x2_parallel1,131.2391,0.5,1.6891,1.7592,2.4856,2.965,0.1746,-2.5513,0.1968,0.9417,17.7402,0.2376,0.0147,0.0771,0.1822,0.3688,0.0014,0.4774,0.3992,0.0627,1,-1.0,7.0360537,-2.5513
2625,series2x2_parallel1,138.1186,0.25,1.3962,3.7023,5.8029,4.2415,2.3394,-6.4964,0.0421,8.9499,3.1112,0.4825,0.0027,0.0435,0.4135,0.2497,0.0044,0.631,0.8049,0.5245,1,-2.0,7.109764,-6.4964
785,parallel5,123.8685,0.125,0.5275,2.9799,1.4015,4.7185,2.2621,7.1198,0.1747,8.0267,20.4373,0.5775,0.0027,0.1452,0.6269,0.0897,0.0044,0.2028,0.1906,0.11,0,-3.0,6.9526653,7.1198
2620,series3_parallel2,328.9365,4.0,3.4978,3.0341,0.4547,1.5812,1.7229,2.7962,0.1648,7.9685,16.9829,0.1328,0.0067,0.0337,0.467,0.2285,0.0067,0.201,0.866,0.7277,3,2.0,8.361666,2.7962
3078,series2x2_parallel1,94.1075,3.0,0.5963,3.4139,1.2393,1.3422,1.6484,-1.2639,0.0972,3.0608,9.3605,0.5498,0.0037,0.2031,0.2821,0.4885,0.0846,0.055,0.5911,0.6737,1,1.5849625,6.5562377,-1.2639
1331,series3_parallel2,180.6784,3.0,0.8592,4.1359,3.8415,1.1349,0.3929,7.8851,0.4164,7.1088,11.9979,0.1871,0.0128,0.0581,0.4526,0.0598,0.0697,0.0402,0.3293,0.5662,3,1.5849625,7.49728,7.8851
3481,series3_parallel2,69.859,1.0,1.2516,4.634,4.8737,3.1067,2.6037,-1.1812,0.1426,2.0038,17.1396,0.1478,0.0035,0.0542,0.3067,0.07,0.0018,0.4777,0.7245,0.3105,3,0.0,6.1263742,-1.1812
82,series3_parallel2,363.6374,0.5,1.5299,3.3381,0.5056,1.7199,4.1931,-11.8531,0.3341,8.7084,17.7788,0.2907,0.0094,0.1015,0.4167,0.04,0.0019,0.0508,0.2019,0.29,3,-1.0,8.506357,-11.8531
363,series3,135.0177,3.0,1.0121,1.3315,2.9788,1.636,4.6843,-8.5193,0.1169,5.832,2.4733,0.4064,0.0166,0.1226,0.4076,0.5079,0.0021,0.4631,0.9439,0.329,2,1.5849625,7.077005,-8.5193
3829,series3,152.8747,0.5,1.8177,1.6372,0.996,3.9921,2.5067,0.3449,0.1462,5.0534,2.7593,0.6026,0.0028,0.1984,0.8541,0.4701,0.0131,0.3442,0.4592,0.1547,2,-1.0,7.2562056,0.3449
2518,series2x2_parallel1,604.4019,0.25,2.2901,0.4408,4.4404,2.1617,2.3619,3.2326,0.1793,7.6905,7.1296,0.5939,0.0473,0.2473,0.2509,0.409,0.1031,0.2497,0.9199,0.5018,1,-2.0,9.239365,3.2326
1301,series3,187.626,1.0,1.3061,2.1716,3.2397,1.6993,3.357,-10.5978,0.3668,4.6864,7.6421,0.2695,0.0128,0.3292,0.2978,0.1177,0.0865,0.5236,0.166,0.0434,2,0.0,7.551716,-10.5978
1056,parallel5,845.9613,1.5,0.9093,1.2609,5.0914,1.8062,3.5017,10.8702,0.2157,4.1266,4.2949,0.5373,0.0065,0.4289,0.4676,0.0728,0.0013,0.4936,0.429,0.0588,0,0.5849625,9.724448,10.8702
1302,series3_parallel2,731.6451,0.2,0.5426,2.0183,4.071,1.5948,1.5296,10.8718,0.0944,1.249,4.5115,0.5021,0.0105,0.0428,0.2608,0.1499,0.0372,0.0826,0.3358,0.0731,3,-2.321928,9.515,10.8718
2171,series2x2_parallel1,343.9633,1.5,0.3821,3.2089,1.3495,3.8596,3.6786,-6.1624,0.1358,4.4134,7.1165,0.5547,0.0042,0.2726,0.7851,0.0615,0.0115,0.0404,0.4651,0.4295,1,0.5849625,8.426111,-6.1624
3056,series3_parallel2,698.4756,0.2,3.2023,2.6347,1.3136,5.9777,1.6182,-0.6039,0.3328,7.0442,16.0249,0.5875,0.0543,0.06,0.619,0.0919,0.0324,0.0576,0.4433,0.3819,3,-2.321928,9.448066,-0.6039
1197,parallel5,248.02,2.0,3.097,2.8607,1.513,1.5931,2.5417,4.7936,0.3222,4.1813,7.6601,0.6083,0.0055,0.5177,0.6763,0.0237,0.0222,0.0582,0.4008,0.0621,0,1.0,7.954313,4.7936
290,series3,118.5683,3.0,3.6425,0.4882,1.0797,3.8132,1.6252,8.4378,0.319,7.8775,4.5569,0.6349,0.0267,0.2071,0.2974,0.2311,0.0035,0.1736,0.151,0.1214,2,1.5849625,6.8895745,8.4378
3100,series3_parallel2,659.8338,0.5,1.7813,0.6953,3.9763,2.8053,1.4436,2.0126,0.0846,4.4455,14.3858,0.3933,0.0025,0.052,0.1931,0.2737,0.0012,0.1301,0.7144,0.0308,3,-1.0,9.365959,2.0126
2089,series3_parallel2,139.8997,4.0,0.1686,2.163,5.7554,3.6601,3.8758,11.6843,0.3278,1.5422,7.8051,0.4627,0.0088,0.0691,0.6492,0.1234,0.0807,0.121,0.1735,0.1747,3,2.0,7.128249,11.6843
2362,series2x2_parallel1,515.5119,1.0,0.9236,3.4993,5.9465,0.5992,2.0359,8.9229,0.3002,0.1056,3.482,0.4233,0.0506,0.2636,0.2025,0.2483,0.066,0.0512,0.4585,0.3403,1,0.0,9.009862,8.9229
3571,series3,475.0688,0.2,2.6538,1.3831,2.0271,1.0363,3.2195,9.6488,0.2412,3.5244,0.7698,0.7193,0.0086,0.1002,0.7654,0.1919,0.0026,0.1911,0.6802,0.115,2,-2.321928,8.891993,9.6488
1693,series3,264.9498,2.0,1.7834,3.9994,3.5106,1.4968,3.4386,-1.9383,0.0622,1.7188,9.4581,0.6212,0.0034,0.1271,0.4403,0.4183,0.0113,0.07,0.3883,0.2411,2,1.0,8.049575,-1.9383
2361,series2x2_parallel1,155.1262,0.1667,1.6132,3.5669,1.8522,1.0349,3.9458,11.1748,0.0332,6.8581,19.5755,0.4935,0.0274,0.1348,0.4069,0.5812,0.0644,0.2586,0.2283,0.6213,1,-2.584674,7.2772985,11.1748
2841,parallel5,700.239,1.5,1.7765,3.2665,1.212,1.4919,3.8581,-11.4029,0.2772,0.5226,2.331,0.7822,0.003,0.0613,0.3253,0.0324,0.0116,0.0469,0.2399,0.0494,0,0.5849625,9.451704,-11.4029
2903,series2x2_parallel1,87.8374,0.6667,3.809,2.8982,0.9618,2.0758,1.9603,0.9567,0.2067,3.8064,19.39,0.3157,0.0099,0.167,0.5094,0.1893,0.0972,0.0731,0.6884,0.1249,1,-0.58489037,6.4567633,0.9567
114,series3,482.1113,1.5,1.4928,1.8646,1.1032,3.2524,2.8519,8.6234,0.0615,6.7442,19.3482,0.6146,0.0024,0.139,0.1915,0.0468,0.0019,0.0534,0.9444,0.6829,2,0.5849625,8.913222,8.6234
2489,series3,71.129,2.0,3.7451,0.52,3.8427,1.1574,5.6341,-1.9492,0.2906,0.5731,19.8452,0.6068,0.0042,0.0335,0.2811,0.2137,0.0011,0.5766,0.1513,0.4869,2,1.0,6.152366,-1.9492
1841,series2x2_parallel1,164.8578,4.0,2.8436,0.8365,5.0254,3.9854,3.1199,3.7811,0.4434,5.6506,8.8611,0.5364,0.043,0.0324,0.4231,0.1833,0.0249,0.0829,0.7529,0.0708,1,2.0,7.3650784,3.7811
855,series3,426.4588,0.1667,0.229,4.103,0.5835,4.1796,4.1956,-5.9842,0.3418,4.1402,0.6353,0.3131,0.004,0.3806,0.2146,0.0691,0.0017,0.0672,0.5481,0.1408,2,-2.584674,8.736262,-5.9842
1663,series3_parallel2,261.5428,0.25,2.9593,2.388,0.1746,5.3218,3.2471,4.3889,0.2691,5.7573,11.8868,0.2088,0.0185,0.1106,0.368,0.0435,0.0017,0.0685,0.4906,0.0612,3,-2.0,8.030903,4.3889
3479,series2x2_parallel1,68.2971,1.5,5.3572,4.0207,0.8975,1.9062,1.3397,6.3716,0.0697,5.8525,18.4328,0.4475,0.0463,0.0633,0.5212,0.0249,0.01,0.1195,0.1866,0.1021,1,0.5849625,6.0937524,6.3716
1092,series2x2_parallel1,84.7899,4.0,1.1598,3.8879,0.589,2.89,3.281,-2.2877,0.3469,1.1785,15.7772,0.0576,0.0076,0.0564,0.7505,0.022,0.0014,0.5446,0.3548,0.4948,1,2.0,6.4058204,-2.2877
615,series3,801.2875,0.1667,1.4225,0.7815,0.5084,3.0721,3.9053,-2.0304,0.0959,1.2711,11.4628,0.1212,0.025,0.0897,0.2201,0.0306,0.0046,0.149,0.6663,0.1053,2,-2.584674,9.646176,-2.0304
2050,parallel5,183.4601,4.0,5.7718,3.3806,3.9598,1.9282,5.5264,4.2231,0.1602,8.1367,4.3322,0.6092,0.0192,0.4325,0.1864,0.0993,0.0924,0.3581,0.5762,0.3676,0,2.0,7.5193224,4.2231
3372,parallel5,345.4749,0.2,1.9615,0.6834,3.3331,0.805,1.2204,-2.3239,0.0013,7.5263,17.0489,0.5821,0.0072,0.2453,0.5888,0.1459,0.0019,0.073,0.1248,0.4889,0,-2.321928,8.432437,-2.3239
3857,series3,67.9891,0.3333,3.1567,1.096,0.7106,3.289,0.3264,5.0046,0.1235,8.33,1.4777,0.6577,0.0052,0.5004,0.2631,0.0366,0.0098,0.1897,0.5905,0.1123,2,-1.5851068,6.0872316,5.0046
3688,series3,170.0532,0.25,2.2743,3.1647,3.3814,3.231,1.2273,0.9479,0.3097,3.891,19.8682,0.5209,0.0153,0.4057,0.1902,0.0701,0.0471,0.0609,0.4877,0.6959,2,-2.0,7.4098425,0.9479
3380,series3_parallel2,492.2625,0.25,0.2033,1.5443,1.124,0.4406,1.3892,-5.2888,0.4074,8.3719,18.9786,0.1441,0.0315,0.2684,0.4533,0.0511,0.027,0.4121,0.7533,0.1013,3,-2.0,8.943284,-5.2888
1891,series2x2_parallel1,288.0195,0.3333,5.5836,1.6095,0.2975,0.6202,0.2231,-9.4338,0.2188,5.2644,13.8055,0.7844,0.0035,0.0414,0.8137,0.3052,0.0027,0.2747,0.8254,0.1553,1,-1.5851068,8.170023,-9.4338
3045,series3_parallel2,247.3324,0.5,3.736,1.3634,3.8561,1.2018,2.3172,-3.2082,0.3226,3.6691,4.0388,0.3605,0.0052,0.1034,0.5311,0.2103,0.0029,0.0681,0.7938,0.3801,3,-1.0,7.9503074,-3.2082
234,series3,112.6363,0.2,3.9543,0.6976,1.3703,1.3828,0.485,-7.3433,0.1098,3.5863,1.3225,0.6057,0.0119,0.0757,0.7035,0.2496,0.005,0.3576,0.895,0.0731,2,-2.321928,6.815528,-7.3433
3791,series2x2_parallel1,532.9926,1.0,2.3697,4.8974,1.1386,5.3098,2.1962,-8.3707,0.001,5.7101,9.2536,0.0494,0.0238,0.0696,0.7255,0.1332,0.1023,0.3714,0.7995,0.1467,1,0.0,9.057972,-8.3707
1879,parallel5,81.7348,0.6667,1.9727,1.7286,0.4588,1.5574,0.3302,-11.5675,0.2081,0.6402,6.1288,0.0602,0.0596,0.0621,0.8157,0.0692,0.0015,0.0537,0.2685,0.2821,0,-0.58489037,6.3528786,-11.5675
1026,series3_parallel2,87.3966,0.3333,1.746,0.4754,5.6374,4.161,1.3333,-6.5011,0.4444,1.1948,1.2701,0.1216,0.0102,0.0586,0.4502,0.1959,0.006,0.0799,0.2462,0.1154,3,-1.5851068,6.4495053,-6.5011
3095,parallel5,128.1304,0.3333,3.2295,0.9878,1.6326,3.1085,3.6663,-0.929,0.3806,5.3402,7.9896,0.6364,0.016,0.0899,0.3144,0.1128,0.0287,0.3367,0.6261,0.2978,0,-1.5851068,7.001469,-0.929
184,series2x2_parallel1,143.4225,0.6667,2.2856,0.5113,3.5722,0.2112,4.958,-9.5367,0.2849,6.2394,11.6991,0.4434,0.005,0.5047,0.3369,0.1414,0.0383,0.1321,0.7075,0.4609,1,-0.58489037,7.1641273,-9.5367
3901,series3,250.0757,1.5,2.33,2.1067,0.5774,0.1624,5.949,0.1885,0.2454,5.0614,7.5691,0.1324,0.0093,0.2322,0.649,0.0241,0.0013,0.1075,0.8791,0.1607,2,0.5849625,7.966221,0.1885
1469,series3,768.7454,4.0,1.7733,3.6894,1.7025,2.6392,1.3672,-8.8341,0.1823,5.1855,13.0578,0.7459,0.0032,0.1741,0.364,0.1391,0.0012,0.6343,0.5495,0.5128,2,2.0,9.586362,-8.8341
55,parallel5,147.5367,1.0,2.5924,0.2102,0.5542,1.8538,3.8014,-2.6086,0.2943,5.9183,12.5554,0.5368,0.0032,0.2801,0.3722,0.0531,0.0798,0.2982,0.3068,0.0689,0,0.0,7.20493,-2.6086
1346,series3_parallel2,143.4335,0.3333,2.7294,0.1502,2.8145,2.4149,2.135,5.5729,0.0757,4.3541,7.0614,0.6724,0.0197,0.0401,0.7308,0.1211,0.0028,0.4756,0.8373,0.0546,3,-1.5851068,7.1642385,5.5729
2217,series3_parallel2,135.1517,3.0,1.5398,2.5285,1.2906,1.2607,1.2247,-10.9368,0.3268,8.7482,14.2707,0.3209,0.0207,0.3408,0.871,0.2881,0.0094,0.0482,0.8312,0.3809,3,1.5849625,7.078436,-10.9368
3385,series3_parallel2,793.7613,0.25,0.5877,1.2872,1.8386,3.4774,3.6058,-7.7578,0.0523,3.325,11.6729,0.514,0.057,0.2011,0.8519,0.1443,0.0814,0.1092,0.5587,0.079,3,-2.0,9.632562,-7.7578
2812,series2x2_parallel1,157.7037,2.0,3.0423,4.229,1.5179,3.8107,2.9352,-4.42,0.1635,4.593,15.1502,0.2228,0.0134,0.0838,0.2838,0.0365,0.0028,0.0561,0.2144,0.3802,1,1.0,7.3010726,-4.42
305,series3,71.7055,3.0,1.9086,0.9194,1.0828,1.2785,2.4305,-9.0163,0.1386,2.9202,2.1473,0.6605,0.0229,0.2196,0.661,0.0638,0.0055,0.2207,0.3256,0.5075,2,1.5849625,6.164012,-9.0163
730,series2x2_parallel1,342.0774,0.125,1.9456,4.1392,5.0527,5.6085,0.1597,-2.3337,0.4459,3.7838,18.2642,0.0741,0.0081,0.0519,0.2385,0.0573,0.0033,0.473,0.7716,0.1901,1,-3.0,8.418179,-2.3337
3241,parallel5,514.0377,0.125,0.677,0.8972,4.1763,2.858,3.3832,8.2718,0.2826,5.189,15.5928,0.6872,0.0039,0.0521,0.4342,0.6058,0.0183,0.3676,0.4662,0.4537,0,-3.0,9.005731,8.2718
14,series2x2_parallel1,265.3044,0.125,3.8236,2.3614,0.7506,5.3173,2.881,-2.4708,0.1089,3.0855,15.5429,0.0036,0.0571,0.4253,0.8241,0.0937,0.008,0.251,0.4993,0.2675,1,-3.0,8.051505,-2.4708
2009,series3,101.811,0.2,1.4744,1.3418,0.7756,0.2276,4.9479,4.4855,0.2963,2.1564,13.4031,0.0635,0.0057,0.1978,0.3637,0.0346,0.0038,0.3204,0.6928,0.0497,2,-2.321928,6.6697497,4.4855
236,series2x2_parallel1,797.4669,4.0,3.5461,5.4011,0.5495,4.2629,2.3231,9.1587,0.4187,7.9308,15.6742,0.4779,0.0082,0.3315,0.2001,0.0554,0.0276,0.0574,0.3571,0.094,1,2.0,9.639281,9.1587
