id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,ratio_log2,freq_log2,algorithm_idx,algorithm_prefix_idx,algorithm_suffix_idx
2954,series2x2_parallel1,511.7319,4.0,1.7468,2.6424,0.1812,5.1929,3.8632,0.0,0.0,0.0,0.0,0.0,2.0,8.999245,1,1,1
2607,parallel5,738.1645,4.0,4.9561,1.7737,2.4119,1.3005,3.1894,0.0,0.0,0.0,0.0,0.0,2.0,9.527799,0,0,3
805,series3_parallel2,552.8229,0.5,2.7008,1.3286,1.9273,0.8268,3.1398,0.0,0.0,0.0,0.0,0.0,-1.0,9.110674,3,2,2
1227,parallel5,530.0362,1.0,2.771,2.4853,3.0861,0.9403,1.6,0.0,0.0,0.0,0.0,0.0,0.0,9.049947,0,0,3
1798,series3,557.3312,0.2,1.3058,1.9154,0.4902,5.7346,1.0961,0.0,0.0,0.0,0.0,0.0,-2.321928,9.122391,2,2,0
923,series2x2_parallel1,88.974,1.5,0.4783,3.8932,0.8143,4.0067,0.5695,0.0,0.0,0.0,0.0,0.0,0.5849625,6.4753118,1,1,1
3790,series2x2_parallel1,850.7667,1.5,0.8702,1.993,4.5616,1.5455,2.9061,0.0,0.0,0.0,0.0,0.0,0.5849625,9.73262,1,1,1
2804,series2x2_parallel1,108.0463,0.25,2.8097,0.562,3.8263,0.7435,3.4637,0.0,0.0,0.0,0.0,0.0,-2.0,6.755506,1,1,1
3762,series3,92.0601,2.0,3.2146,2.1886,1.4978,3.1534,5.1778,0.0,0.0,0.0,0.0,0.0,1.0,6.524504,2,2,0
3770,series3,736.7507,1.5,1.719,4.5884,5.4043,2.0012,0.7272,0.0,0.0,0.0,0.0,0.0,0.5849625,9.525033,2,2,0
784,series3_parallel2,234.9348,0.3333,1.078,2.0477,4.6163,2.2919,1.7933,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.8761168,3,2,2
3365,series2x2_parallel1,810.7145,0.25,1.0958,1.5871,0.4314,2.3452,2.3803,0.0,0.0,0.0,0.0,0.0,-2.0,9.66305,1,1,1
1307,series3_parallel2,117.1985,0.6667,0.6921,3.9539,0.818,3.1305,3.4683,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.8728104,3,2,2
3133,parallel5,451.1044,0.5,2.4334,2.4146,2.0194,1.81,1.2191,0.0,0.0,0.0,0.0,0.0,-1.0,8.817318,0,0,3
174,series3_parallel2,709.1162,0.125,1.3853,1.9638,2.3815,4.4525,3.8198,0.0,0.0,0.0,0.0,0.0,-3.0,9.469878,3,2,2
2077,series3_parallel2,99.0527,0.25,2.4282,1.5365,2.4697,0.6031,1.8577,0.0,0.0,0.0,0.0,0.0,-2.0,6.6301246,3,2,2
2944,series2x2_parallel1,713.5733,4.0,1.9082,0.3092,0.596,4.7374,1.0722,0.0,0.0,0.0,0.0,0.0,2.0,9.478918,1,1,1
3683,parallel5,204.1144,3.0,0.9192,1.6338,0.9577,2.5359,0.3278,0.0,0.0,0.0,0.0,0.0,1.5849625,7.673234,0,0,3
14,series3,413.6253,2.0,2.1286,0.7799,1.9014,3.803,1.0728,0.0,0.0,0.0,0.0,0.0,1.0,8.692181,2,2,0
595,series3_parallel2,344.8214,0.25,1.6714,1.2875,4.2085,1.4925,4.1626,0.0,0.0,0.0,0.0,0.0,-2.0,8.429706,3,2,2
1356,series2x2_parallel1,538.8083,0.5,3.6787,3.7729,1.3457,0.9279,1.8134,0.0,0.0,0.0,0.0,0.0,-1.0,9.073628,1,1,1
3643,series3,178.2268,0.125,1.0287,2.0834,0.6214,1.5579,0.7513,0.0,0.0,0.0,0.0,0.0,-3.0,7.4775705,2,2,0
2965,series3_parallel2,368.662,0.5,2.9456,3.8489,2.2939,2.5719,0.3942,0.0,0.0,0.0,0.0,0.0,-1.0,8.5261545,3,2,2
2278,series2x2_parallel1,193.5609,0.1667,3.0623,2.6077,0.2177,0.9969,3.547,0.0,0.0,0.0,0.0,0.0,-2.584674,7.596644,1,1,1
1298,series3_parallel2,104.858,2.0,4.8781,0.3367,2.1838,0.8819,5.8486,0.0,0.0,0.0,0.0,0.0,1.0,6.712293,3,2,2
3204,parallel5,341.8398,0.1667,1.05,3.9312,1.0556,0.6421,2.9374,0.0,0.0,0.0,0.0,0.0,-2.584674,8.417176,0,0,3
2031,parallel5,144.1243,1.5,3.8879,3.3263,1.1113,0.3533,1.4069,0.0,0.0,0.0,0.0,0.0,0.5849625,7.1711698,0,0,3
2906,series2x2_parallel1,668.2281,0.25,1.5028,0.63,1.5856,1.4078,1.7346,0.0,0.0,0.0,0.0,0.0,-2.0,9.384197,1,1,1
2089,series3,124.8498,0.6667,1.3323,3.9628,1.5202,0.939,1.0875,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.96405,2,2,0
3936,series2x2_parallel1,200.5985,0.3333,1.846,1.2184,0.4015,3.6461,1.694,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.648167,1,1,1
523,parallel5,151.4116,0.3333,2.7931,0.3982,0.48,0.5546,3.6307,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.242332,0,0,3
1943,series3,205.8082,1.0,3.6213,4.1825,0.189,4.6825,1.7089,0.0,0.0,0.0,0.0,0.0,0.0,7.685157,2,2,0
2175,series3_parallel2,241.9253,0.1667,1.0098,0.6947,1.1761,0.1511,1.4739,0.0,0.0,0.0,0.0,0.0,-2.584674,7.918418,3,2,2
2203,series2x2_parallel1,167.7712,4.0,5.9133,1.3327,0.3941,0.4851,1.5159,0.0,0.0,0.0,0.0,0.0,2.0,7.3903513,1,1,1
2149,parallel5,118.6227,0.125,1.4478,2.3259,2.247,2.299,1.4864,0.0,0.0,0.0,0.0,0.0,-3.0,6.8902364,0,0,3
629,parallel5,224.6934,0.6667,1.7801,2.2466,1.2657,1.947,0.1604,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.811814,0,0,3
1882,parallel5,187.2597,2.0,2.5377,5.7598,3.8038,3.1713,2.3433,0.0,0.0,0.0,0.0,0.0,1.0,7.548897,0,0,3
208,parallel5,271.5553,2.0,2.2033,0.3409,2.3782,1.3929,2.0146,0.0,0.0,0.0,0.0,0.0,1.0,8.085102,0,0,3
3908,series3_parallel2,78.2874,0.2,1.4043,3.038,0.4969,3.6844,0.6472,0.0,0.0,0.0,0.0,0.0,-2.321928,6.290708,3,2,2
2605,parallel5,381.0013,0.1667,4.7604,2.5558,1.8684,0.7713,0.3787,0.0,0.0,0.0,0.0,0.0,-2.584674,8.573652,0,0,3
2799,parallel5,245.7459,3.0,4.1161,3.8325,0.6458,4.3946,1.2292,0.0,0.0,0.0,0.0,0.0,1.5849625,7.9410233,0,0,3
1946,series3_parallel2,467.369,1.0,1.2963,2.2323,4.1519,0.7868,1.3705,0.0,0.0,0.0,0.0,0.0,0.0,8.868418,3,2,2
3456,series3_parallel2,312.5215,0.1667,0.3477,1.1518,0.2219,2.7706,0.5215,0.0,0.0,0.0,0.0,0.0,-2.584674,8.287811,3,2,2
3140,series3_parallel2,243.3389,3.0,2.3222,0.2498,0.3694,2.8034,4.049,0.0,0.0,0.0,0.0,0.0,1.5849625,7.926823,3,2,2
1496,series2x2_parallel1,126.587,0.2,2.9547,1.6525,0.1513,2.3789,0.5669,0.0,0.0,0.0,0.0,0.0,-2.321928,6.9839854,1,1,1
3155,series3,192.4923,4.0,3.6752,1.7055,1.9822,4.2987,0.9956,0.0,0.0,0.0,0.0,0.0,2.0,7.588657,2,2,0
76,series3_parallel2,359.2678,4.0,4.7848,3.5624,5.2245,0.2303,2.5756,0.0,0.0,0.0,0.0,0.0,2.0,8.488915,3,2,2
677,series3,233.8252,1.5,0.6774,1.306,2.721,2.0352,3.2886,0.0,0.0,0.0,0.0,0.0,0.5849625,7.8692865,2,2,0
682,parallel5,86.5003,1.5,1.5317,0.9523,1.43,3.973,1.9053,0.0,0.0,0.0,0.0,0.0,0.5849625,6.4346333,0,0,3
1877,series2x2_parallel1,802.6023,0.125,2.6927,0.3561,0.4982,2.8647,0.422,0.0,0.0,0.0,0.0,0.0,-3.0,9.648541,1,1,1
2915,series3,605.5659,0.25,2.8368,1.8826,3.0047,1.5296,0.5483,0.0,0.0,0.0,0.0,0.0,-2.0,9.24214,2,2,0
337,series3_parallel2,292.9746,3.0,4.1432,1.3559,0.5853,0.2866,3.8949,0.0,0.0,0.0,0.0,0.0,1.5849625,8.194632,3,2,2
4023,series2x2_parallel1,82.4354,3.0,0.4529,4.1409,0.328,2.9533,0.5783,0.0,0.0,0.0,0.0,0.0,1.5849625,6.365192,1,1,1
2935,series3,268.5423,1.0,3.7298,2.2736,4.1631,1.3717,0.3534,0.0,0.0,0.0,0.0,0.0,0.0,8.069006,2,2,0
2790,series2x2_parallel1,412.1325,0.1667,3.2382,0.926,3.3109,2.2376,4.0934,0.0,0.0,0.0,0.0,0.0,-2.584674,8.686964,1,1,1
1280,series3_parallel2,209.4273,0.5,3.7372,1.1273,2.9946,0.7478,1.5592,0.0,0.0,0.0,0.0,0.0,-1.0,7.7103057,3,2,2
158,parallel5,347.7386,0.5,4.0239,0.2677,0.4805,0.6932,1.4957,0.0,0.0,0.0,0.0,0.0,-1.0,8.441859,0,0,3
2732,series3_parallel2,227.197,0.3333,4.9881,5.7864,3.4959,2.0462,1.3731,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.8278,3,2,2
3369,series2x2_parallel1,74.9586,0.25,0.9167,4.0964,1.377,0.7776,3.8476,0.0,0.0,0.0,0.0,0.0,-2.0,6.228022,1,1,1
1421,series3_parallel2,313.3623,4.0,3.6867,1.0831,2.4938,1.5832,4.7799,0.0,0.0,0.0,0.0,0.0,2.0,8.291688,3,2,2
2692,series3,233.9915,1.0,2.5667,4.0318,2.154,0.7261,3.9868,0.0,0.0,0.0,0.0,0.0,0.0,7.870312,2,2,0
2995,parallel5,165.0318,3.0,1.111,1.6394,1.8728,0.6834,0.8029,0.0,0.0,0.0,0.0,0.0,1.5849625,7.3666,0,0,3
1687,series2x2_parallel1,472.6268,1.0,0.7783,0.6402,0.7791,2.2915,0.6398,0.0,0.0,0.0,0.0,0.0,0.0,8.884558,1,1,1
2232,series3,467.3822,3.0,1.0725,2.3413,1.1828,1.9996,0.7078,0.0,0.0,0.0,0.0,0.0,1.5849625,8.868459,2,2,0
2081,series3,209.8707,0.3333,1.4155,0.676,1.1535,2.6834,3.1953,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.713357,2,2,0
3943,series3_parallel2,649.3084,1.5,1.6028,4.1923,3.3675,1.0878,0.737,0.0,0.0,0.0,0.0,0.0,0.5849625,9.34276,3,2,2
2978,parallel5,73.3116,0.1667,5.2857,0.3193,0.939,2.9209,2.135,0.0,0.0,0.0,0.0,0.0,-2.584674,6.1959696,0,0,3
2462,parallel5,766.3228,1.0,2.8716,4.0986,0.8022,2.8482,4.148,0.0,0.0,0.0,0.0,0.0,0.0,9.581808,0,0,3
3330,series3_parallel2,276.0861,0.5,5.1444,4.6284,2.5686,0.8332,5.198,0.0,0.0,0.0,0.0,0.0,-1.0,8.108974,3,2,2
1049,series2x2_parallel1,106.2398,0.1667,0.8378,1.2179,0.8985,0.4288,1.6054,0.0,0.0,0.0,0.0,0.0,-2.584674,6.7311807,1,1,1
2555,series3,108.1045,1.5,2.1925,5.6277,2.8748,1.8606,3.1033,0.0,0.0,0.0,0.0,0.0,0.5849625,6.756283,2,2,0
926,series3,125.4374,2.0,1.2309,3.1053,4.3223,3.6175,3.3146,0.0,0.0,0.0,0.0,0.0,1.0,6.970824,2,2,0
3853,series3,631.6675,0.125,1.7283,0.7144,0.1917,3.6487,1.9941,0.0,0.0,0.0,0.0,0.0,-3.0,9.303021,2,2,0
3543,series3_parallel2,824.3017,1.5,3.0687,2.4698,1.3599,3.6573,2.208,0.0,0.0,0.0,0.0,0.0,0.5849625,9.687029,3,2,2
2028,series2x2_parallel1,201.3667,1.5,1.1645,2.889,5.1824,1.012,2.1272,0.0,0.0,0.0,0.0,0.0,0.5849625,7.6536813,1,1,1
4028,series2x2_parallel1,259.4679,0.3333,0.6747,0.534,0.6336,1.5668,2.1009,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.019412,1,1,1
1810,series3_parallel2,158.7081,0.6667,3.5549,2.0286,3.9013,0.5031,2.164,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.310232,3,2,2
3964,series2x2_parallel1,517.5139,4.0,0.9082,1.6323,0.1883,2.5426,3.8265,0.0,0.0,0.0,0.0,0.0,2.0,9.015454,1,1,1
1742,parallel5,487.5847,0.2,0.5998,0.5451,0.979,1.1193,2.8707,0.0,0.0,0.0,0.0,0.0,-2.321928,8.929509,0,0,3
1153,parallel5,169.8457,0.5,4.9187,0.4318,3.1794,0.6841,1.1676,0.0,0.0,0.0,0.0,0.0,-1.0,7.408081,0,0,3
1549,series3_parallel2,303.9887,0.6667,4.2138,4.7207,4.0464,0.9575,5.2778,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.247874,3,2,2
3952,series3,727.5698,0.25,0.9978,1.8114,3.4582,0.3688,3.1463,0.0,0.0,0.0,0.0,0.0,-2.0,9.506942,2,2,0
2347,series2x2_parallel1,170.2539,4.0,2.3109,1.4117,2.3202,0.799,1.4664,0.0,0.0,0.0,0.0,0.0,2.0,7.4115443,1,1,1
20,series3_parallel2,555.33,0.1667,1.005,0.9501,1.6528,0.405,0.4609,0.0,0.0,0.0,0.0,0.0,-2.584674,9.117202,3,2,2
3492,series2x2_parallel1,118.4907,0.25,2.3647,3.7978,4.7614,1.1063,1.8729,0.0,0.0,0.0,0.0,0.0,-2.0,6.88863,1,1,1
2429,series3,276.1315,2.0,3.7811,3.4648,5.5263,3.9021,1.0045,0.0,0.0,0.0,0.0,0.0,1.0,8.109212,2,2,0
204,series3,657.2243,2.0,1.1432,2.4707,3.7561,1.1703,2.9405,0.0,0.0,0.0,0.0,0.0,1.0,9.360242,2,2,0
304,parallel5,179.1637,1.0,1.4421,1.9867,3.2796,1.7775,5.5371,0.0,0.0,0.0,0.0,0.0,0.0,7.4851346,0,0,3
3857,series2x2_parallel1,72.4399,0.2,1.3677,2.8449,0.2575,3.7733,1.6407,0.0,0.0,0.0,0.0,0.0,-2.321928,6.178713,1,1,1
442,parallel5,251.5519,4.0,0.9138,5.8687,3.8458,1.0152,1.8236,0.0,0.0,0.0,0.0,0.0,2.0,7.9747124,0,0,3
1085,series2x2_parallel1,105.22,0.125,1.8013,0.5685,0.4112,1.1775,2.0306,0.0,0.0,0.0,0.0,0.0,-3.0,6.717265,1,1,1
2298,parallel5,82.7591,0.1667,1.3757,0.632,1.3511,0.6034,0.9141,0.0,0.0,0.0,0.0,0.0,-2.584674,6.3708463,0,0,3
1977,parallel5,657.3147,0.25,2.583,1.3568,0.6978,1.8468,5.793,0.0,0.0,0.0,0.0,0.0,-2.0,9.36044,0,0,3
1404,series3_parallel2,719.749,2.0,1.7608,0.7842,2.5229,0.9522,2.8762,0.0,0.0,0.0,0.0,0.0,1.0,9.49135,3,2,2
983,series3_parallel2,336.7926,3.0,3.1395,2.954,0.1685,0.6375,1.4648,0.0,0.0,0.0,0.0,0.0,1.5849625,8.395717,3,2,2
1872,series3,267.417,1.5,4.5396,1.7465,2.9842,5.4398,1.0326,0.0,0.0,0.0,0.0,0.0,0.5849625,8.062947,2,2,0
1287,parallel5,807.2763,1.5,0.839,1.1462,1.0229,3.8061,2.7754,0.0,0.0,0.0,0.0,0.0,0.5849625,9.656919,0,0,3
3579,series2x2_parallel1,434.2634,1.5,4.0557,3.8932,2.1391,1.2704,1.6623,0.0,0.0,0.0,0.0,0.0,0.5849625,8.762426,1,1,1
945,series2x2_parallel1,127.4852,0.3333,4.1774,2.8684,2.8198,1.9522,0.5038,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.994186,1,1,1
2690,series3,455.7355,0.2,3.6969,0.7926,0.8411,0.3214,1.2392,0.0,0.0,0.0,0.0,0.0,-2.321928,8.832053,2,2,0
2948,series3_parallel2,463.0033,4.0,3.8396,3.7218,4.6735,0.689,4.1974,0.0,0.0,0.0,0.0,0.0,2.0,8.854878,3,2,2
2275,series3,259.073,3.0,2.322,2.8643,3.24,5.2564,3.5963,0.0,0.0,0.0,0.0,0.0,1.5849625,8.017215,2,2,0
2502,series3,91.0192,0.3333,2.9393,2.9748,0.5745,0.872,0.9351,0.0,0.0,0.0,0.0,0.0,-1.5851068,6.508099,2,2,0
1200,series3_parallel2,121.4709,2.0,2.8966,3.1073,1.4134,0.1577,4.731,0.0,0.0,0.0,0.0,0.0,1.0,6.924467,3,2,2
1856,parallel5,467.0495,0.5,1.0823,2.1464,0.9229,1.38,2.8657,0.0,0.0,0.0,0.0,0.0,-1.0,8.867432,0,0,3
685,series2x2_parallel1,134.4344,3.0,2.8134,0.5836,4.8438,1.6668,5.776,0.0,0.0,0.0,0.0,0.0,1.5849625,7.0707583,1,1,1
2562,series3_parallel2,680.1701,3.0,1.4957,0.98,2.2691,3.0684,2.4868,0.0,0.0,0.0,0.0,0.0,1.5849625,9.409752,3,2,2
2135,series2x2_parallel1,214.6485,2.0,1.0745,5.3385,0.4348,4.4823,3.545,0.0,0.0,0.0,0.0,0.0,1.0,7.7458324,1,1,1
2795,parallel5,102.7799,2.0,3.3659,0.9111,1.713,1.2694,4.5301,0.0,0.0,0.0,0.0,0.0,1.0,6.6834145,0,0,3
2171,parallel5,202.8236,0.2,4.3582,1.0448,5.5323,1.1291,5.1715,0.0,0.0,0.0,0.0,0.0,-2.321928,7.6640816,0,0,3
3116,series3_parallel2,371.9929,0.125,3.041,2.8856,3.0203,2.4143,0.7246,0.0,0.0,0.0,0.0,0.0,-3.0,8.539131,3,2,2
1938,parallel5,119.5115,0.2,1.2157,0.9567,4.6346,1.8869,1.0308,0.0,0.0,0.0,0.0,0.0,-2.321928,6.9010057,0,0,3
867,series2x2_parallel1,398.0354,1.0,5.3944,3.6134,1.3507,0.9034,1.2605,0.0,0.0,0.0,0.0,0.0,0.0,8.636753,1,1,1
2938,series3,494.8433,1.0,1.0664,1.2257,1.7875,1.6853,3.0839,0.0,0.0,0.0,0.0,0.0,0.0,8.950828,2,2,0
1309,series3,160.4589,0.6667,3.0921,2.0939,3.6928,2.0171,1.9381,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.32606,2,2,0
2591,parallel5,539.7845,0.125,2.6463,4.4785,0.4314,1.4993,2.4971,0.0,0.0,0.0,0.0,0.0,-3.0,9.07624,0,0,3
3710,series3_parallel2,776.8864,1.0,0.785,1.7984,5.8009,1.6866,1.7805,0.0,0.0,0.0,0.0,0.0,0.0,9.60156,3,2,2
3726,parallel5,234.8837,0.1667,1.8341,3.528,1.3545,3.0583,1.8955,0.0,0.0,0.0,0.0,0.0,-2.584674,7.875803,0,0,3
2362,series2x2_parallel1,118.0664,0.6667,1.6566,5.6426,5.6998,1.2805,1.9215,0.0,0.0,0.0,0.0,0.0,-0.58489037,6.883455,1,1,1
167,series2x2_parallel1,97.861,4.0,1.0351,1.965,5.7583,0.4894,1.321,0.0,0.0,0.0,0.0,0.0,2.0,6.6126623,1,1,1
2102,series3_parallel2,780.8198,0.25,3.176,1.423,0.8082,1.8328,2.4742,0.0,0.0,0.0,0.0,0.0,-2.0,9.608846,3,2,2
3497,parallel5,170.0411,1.5,1.2497,4.1436,4.0566,2.8219,1.7796,0.0,0.0,0.0,0.0,0.0,0.5849625,7.40974,0,0,3
3321,series2x2_parallel1,127.9127,0.2,1.0188,0.8364,0.9084,0.5226,2.0855,0.0,0.0,0.0,0.0,0.0,-2.321928,6.999016,1,1,1
1934,series3,140.5266,0.3333,2.9011,0.1859,1.4854,1.6522,0.9318,0.0,0.0,0.0,0.0,0.0,-1.5851068,7.1346993,2,2,0
2565,series2x2_parallel1,65.5055,1.5,0.4108,2.7864,0.5958,0.582,2.0205,0.0,0.0,0.0,0.0,0.0,0.5849625,6.033544,1,1,1
41,series3,152.0328,0.6667,3.8721,3.9634,1.2983,4.1658,0.794,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.248239,2,2,0
154,series2x2_parallel1,349.025,0.3333,2.9966,2.5724,1.2959,2.9875,0.8116,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.447186,1,1,1
3608,series3_parallel2,296.0341,1.5,0.3637,5.5543,2.7416,1.3565,0.6946,0.0,0.0,0.0,0.0,0.0,0.5849625,8.2096195,3,2,2
3969,series2x2_parallel1,827.6542,4.0,3.6292,1.4437,0.7733,1.2784,0.4451,0.0,0.0,0.0,0.0,0.0,2.0,9.692884,1,1,1
3013,series2x2_parallel1,385.45,1.0,0.3505,2.0005,1.4643,0.2825,2.8972,0.0,0.0,0.0,0.0,0.0,0.0,8.5904,1,1,1
1469,series3,352.4836,0.5,3.997,1.4047,4.266,0.9002,0.9437,0.0,0.0,0.0,0.0,0.0,-1.0,8.461412,2,2,0
141,series3,461.1179,0.6667,1.1393,1.8255,1.462,3.2862,1.697,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.848991,2,2,0
1717,series3_parallel2,495.9364,0.6667,0.4794,1.1672,1.1035,4.2634,4.6354,0.0,0.0,0.0,0.0,0.0,-0.58489037,8.954011,3,2,2
3599,series2x2_parallel1,376.6253,2.0,1.7244,5.5617,3.0341,1.3769,0.634,0.0,0.0,0.0,0.0,0.0,1.0,8.556986,1,1,1
946,series3,564.6407,0.1667,3.6161,2.6586,3.2393,4.1966,3.5154,0.0,0.0,0.0,0.0,0.0,-2.584674,9.14119,2,2,0
1090,series2x2_parallel1,780.2231,3.0,3.6855,2.2361,0.2254,0.2643,3.659,0.0,0.0,0.0,0.0,0.0,1.5849625,9.607743,1,1,1
1205,series2x2_parallel1,128.0165,0.2,4.0019,3.3041,1.8086,0.9843,2.4677,0.0,0.0,0.0,0.0,0.0,-2.321928,7.000186,1,1,1
3064,parallel5,459.5119,1.5,2.1308,1.6039,0.9766,1.0789,5.9693,0.0,0.0,0.0,0.0,0.0,0.5849625,8.843959,0,0,3
1875,parallel5,91.7373,4.0,2.641,1.9109,2.1714,2.6468,1.3133,0.0,0.0,0.0,0.0,0.0,2.0,6.5194364,0,0,3
698,parallel5,102.1281,0.25,3.9027,2.2938,3.7929,1.2183,2.3895,0.0,0.0,0.0,0.0,0.0,-2.0,6.674236,0,0,3
3388,parallel5,522.3892,4.0,1.6344,4.1196,3.8837,4.0415,0.264,0.0,0.0,0.0,0.0,0.0,2.0,9.028981,0,0,3
2165,parallel5,242.2964,0.6667,0.5028,4.967,1.465,1.8801,1.0554,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.920629,0,0,3
2355,series2x2_parallel1,827.6922,1.5,3.0891,0.8096,2.3468,5.3578,1.4731,0.0,0.0,0.0,0.0,0.0,0.5849625,9.69295,1,1,1
153,parallel5,631.8374,0.5,4.1241,4.5766,0.9266,1.9557,3.6031,0.0,0.0,0.0,0.0,0.0,-1.0,9.30341,0,0,3
3859,parallel5,173.0242,0.125,2.3501,1.9662,1.0496,5.6496,3.6185,0.0,0.0,0.0,0.0,0.0,-3.0,7.43483,0,0,3
3195,parallel5,143.9645,4.0,1.2915,3.5883,0.9673,3.2387,2.1924,0.0,0.0,0.0,0.0,0.0,2.0,7.169569,0,0,3
497,series2x2_parallel1,856.7273,0.6667,4.1347,2.0668,2.595,4.4867,4.1099,0.0,0.0,0.0,0.0,0.0,-0.58489037,9.742692,1,1,1
2697,parallel5,789.2077,0.3333,4.33,2.2344,3.8629,2.1329,3.8951,0.0,0.0,0.0,0.0,0.0,-1.5851068,9.624261,0,0,3
2812,series2x2_parallel1,382.7104,0.3333,1.131,2.424,1.9905,1.0268,3.1153,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.58011,1,1,1
552,series3,167.2183,0.25,1.7128,2.6987,0.4233,3.2836,3.6027,0.0,0.0,0.0,0.0,0.0,-2.0,7.385589,2,2,0
540,parallel5,99.2317,4.0,2.5346,3.9816,0.6798,2.5958,4.2616,0.0,0.0,0.0,0.0,0.0,2.0,6.632729,0,0,3
3747,series3,126.9969,0.25,3.3158,1.5711,3.6491,0.8568,1.1862,0.0,0.0,0.0,0.0,0.0,-2.0,6.9886494,2,2,0
3838,series3_parallel2,267.8125,0.3333,3.5586,0.3381,1.8602,4.6602,4.927,0.0,0.0,0.0,0.0,0.0,-1.5851068,8.06508,3,2,2
135,series3,748.5164,4.0,4.0634,1.699,1.7919,1.2723,2.6675,0.0,0.0,0.0,0.0,0.0,2.0,9.54789,2,2,0
2483,series3,329.6956,0.125,3.0701,3.0031,5.0424,0.6052,0.8614,0.0,0.0,0.0,0.0,0.0,-3.0,8.364991,2,2,0
3941,series3_parallel2,156.269,0.1667,1.656,0.8843,1.6369,1.6453,0.3157,0.0,0.0,0.0,0.0,0.0,-2.584674,7.2878876,3,2,2
1220,series3_parallel2,265.8075,1.0,0.2181,3.923,2.9895,0.1912,2.5589,0.0,0.0,0.0,0.0,0.0,0.0,8.054238,3,2,2
1606,series3,98.0026,0.25,2.229,2.832,3.3536,0.2649,1.3688,0.0,0.0,0.0,0.0,0.0,-2.0,6.614748,2,2,0
3144,series3_parallel2,154.6917,2.0,3.0951,3.5726,0.4401,1.4417,1.2373,0.0,0.0,0.0,0.0,0.0,1.0,7.273252,3,2,2
336,series2x2_parallel1,93.0684,0.5,2.1031,3.6073,5.9385,0.8872,1.0205,0.0,0.0,0.0,0.0,0.0,-1.0,6.5402193,1,1,1
745,series3,284.4626,0.125,1.8179,4.0903,0.9534,4.4667,4.632,0.0,0.0,0.0,0.0,0.0,-3.0,8.152095,2,2,0
2750,series2x2_parallel1,643.2495,0.125,2.391,4.0762,3.6343,3.5458,2.0865,0.0,0.0,0.0,0.0,0.0,-3.0,9.329235,1,1,1
661,series3_parallel2,74.0497,0.125,0.6025,0.8844,4.1069,0.7573,4.1303,0.0,0.0,0.0,0.0,0.0,-3.0,6.210422,3,2,2
3764,parallel5,184.045,0.1667,1.5189,3.0642,2.6922,3.8069,0.7216,0.0,0.0,0.0,0.0,0.0,-2.584674,7.523915,0,0,3
2595,series2x2_parallel1,80.5137,3.0,0.3868,2.5677,4.5985,2.6177,2.2841,0.0,0.0,0.0,0.0,0.0,1.5849625,6.3311625,1,1,1
3894,series2x2_parallel1,176.6248,0.6667,1.5889,0.8002,3.8278,3.0842,1.0088,0.0,0.0,0.0,0.0,0.0,-0.58489037,7.4645443,1,1,1
2501,series2x2_parallel1,729.2319,0.1667,0.1897,2.9233,1.0695,0.6921,4.0529,0.0,0.0,0.0,0.0,0.0,-2.584674,9.510234,1,1,1
3000,series3,841.4892,2.0,0.4944,0.5954,2.8233,0.4323,3.8524,0.0,0.0,0.0,0.0,0.0,1.0,9.716801,2,2,0
1706,series2x2_parallel1,71.6385,1.5,2.7484,2.4267,1.5109,3.1317,0.3048,0.0,0.0,0.0,0.0,0.0,0.5849625,6.162663,1,1,1
3294,series3,304.3988,1.0,5.65,1.1869,2.5685,3.547,0.9572,0.0,0.0,0.0,0.0,0.0,0.0,8.249819,2,2,0
3458,series2x2_parallel1,517.085,1.0,3.4705,4.0652,0.2525,3.3295,1.7363,0.0,0.0,0.0,0.0,0.0,0.0,9.014257,1,1,1
2388,series3_parallel2,101.5706,0.25,5.2489,0.4736,2.2534,0.6902,0.6353,0.0,0.0,0.0,0.0,0.0,-2.0,6.666339,3,2,2
2738,series2x2_parallel1,513.1047,0.5,3.7573,2.7213,1.7507,0.157,1.1976,0.0,0.0,0.0,0.0,0.0,-1.0,9.003109,1,1,1
3207,series3_parallel2,394.9156,0.125,1.6999,2.3221,3.8028,1.0806,3.0391,0.0,0.0,0.0,0.0,0.0,-3.0,8.625401,3,2,2
