id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,freq_log2,ratio_log2,ratio_idx,algorithm_idx
421,series3_parallel2,256.3099,1.5,3.4444,2.0122,1.6463,3.1928,1.1745,-3.4186,0.056,2.1145,7.3005,-0.2368,8.001745,0.5849625,8,3
2229,parallel5,398.276,0.2,0.7734,0.3657,4.8876,4.1652,1.8915,7.2684,0.1029,0.0,0.0,-0.0511,8.637625,-2.321928,2,0
1779,series2x2_parallel1,195.2644,0.3333,5.0697,5.9231,0.9829,0.9097,1.5724,10.7431,0.1264,2.8292,4.441,-0.1242,7.6092854,-1.5851068,4,1
1950,parallel5,598.5124,0.5,0.4498,3.7871,1.5773,2.6006,1.5977,6.7076,0.0381,0.0,0.0,0.0264,9.225237,-1.0,5,0
747,series3,77.9225,0.2,3.4982,3.3046,1.9416,3.9252,2.7969,7.3855,0.016,0.942,4.8526,0.1893,6.283968,-2.321928,2,2
2994,parallel5,159.8565,1.0,1.0834,5.1053,0.5292,1.1068,1.7232,1.772,0.1098,2.2397,3.9901,-0.2245,7.3206334,0.0,7,0
3052,series3,197.8023,0.1667,3.166,0.8414,3.7356,3.8054,1.2635,6.9547,0.1198,0.0,0.0,0.1341,7.6279154,-2.584674,1,2
1166,series3,848.926,2.0,4.1308,4.8449,0.2244,1.1153,0.5449,-9.0934,0.0188,0.0,0.0,0.0158,9.729495,1.0,9,2
2967,series3,254.1484,2.0,1.1734,3.6616,5.3717,0.8291,1.3563,-1.2396,0.1931,3.5469,1.3096,-0.133,7.989527,1.0,9,2
342,series2x2_parallel1,761.996,1.5,4.4578,3.0274,1.5056,1.4498,1.7406,-7.1097,0.0323,2.7595,5.7156,0.0318,9.57364,0.5849625,8,1
471,parallel5,332.248,0.6667,1.5925,1.6177,2.1983,1.2803,4.0848,-1.9645,0.0141,3.0198,7.0418,-0.1144,8.376117,-0.58489037,6,0
221,parallel5,118.6053,4.0,1.3674,0.6495,3.6244,3.0479,2.9185,7.9275,0.0032,0.0,0.0,0.0523,6.8900247,2.0,11,0
860,series2x2_parallel1,610.7233,1.5,4.467,5.2861,0.6241,3.4589,3.6761,-8.3814,0.2503,0.0,0.0,0.058,9.254375,0.5849625,8,1
2569,series2x2_parallel1,72.6878,0.5,4.4525,2.2507,1.0215,1.1493,3.7772,-9.1836,0.1587,0.0,0.0,0.0281,6.1836414,-1.0,5,1
2953,parallel5,146.6135,0.25,2.1375,2.4295,1.9207,1.3489,0.9878,11.2081,0.0192,0.0,0.0,0.0248,7.195874,-2.0,3,0
2573,series2x2_parallel1,175.7264,0.25,2.0408,2.5379,5.5148,1.7835,4.6265,-10.524,0.1102,2.0562,1.1394,-0.1696,7.457187,-2.0,3,1
2856,series3,514.4758,0.25,1.3017,1.7479,3.7774,0.4816,3.6132,-0.3136,0.0096,0.0,0.0,0.2146,9.00696,-2.0,3,2
2534,series3,178.5291,0.125,5.1939,3.1234,3.5062,3.3382,3.1593,4.4736,0.0616,0.0,0.0,0.0661,7.4800153,-3.0,0,2
1187,series3,317.0531,0.1667,3.9886,2.0468,0.7536,4.9637,4.1466,-9.535,0.2043,0.0,0.0,0.1016,8.30858,-2.584674,1,2
139,series2x2_parallel1,329.5555,4.0,3.4038,1.2993,0.9172,4.3199,3.3912,-2.9614,0.2043,0.0,0.0,-0.2199,8.364378,2.0,11,1
2017,series3,180.1072,2.0,1.2931,4.0104,0.8506,0.3718,1.8578,-8.9525,0.0324,0.0,0.0,-0.1763,7.492712,1.0,9,2
2554,series3_parallel2,141.6398,1.0,0.6324,3.6808,3.8485,3.5609,5.5096,3.0307,0.0615,3.5489,3.1482,0.1725,7.146083,0.0,7,3
109,parallel5,784.2316,0.6667,1.5642,5.2341,0.4517,3.0267,1.3878,10.9918,0.1794,0.0,0.0,0.1991,9.615136,-0.58489037,6,0
2527,parallel5,872.7304,1.0,5.5288,2.2931,2.0011,1.3987,2.5625,0.4317,0.033,0.0,0.0,-0.1072,9.769392,0.0,7,0
1807,parallel5,393.5452,0.2,4.348,2.1438,0.8631,2.8142,0.6144,-3.2346,0.1312,2.3201,2.6909,0.1427,8.620385,-2.321928,2,0
1055,parallel5,570.0061,1.5,3.5334,3.7449,2.5452,2.4879,3.6714,2.1789,0.0232,0.0,0.0,-0.1551,9.154834,0.5849625,8,0
2948,series3,118.6726,0.25,0.5995,0.9262,0.5444,4.0842,0.5842,-9.3211,0.21,0.0,0.0,-0.1785,6.890843,-2.0,3,2
1801,series3_parallel2,157.3945,0.125,1.0744,2.5684,3.1041,1.7888,3.2599,6.2306,0.0857,1.49,3.3188,0.1199,7.298241,-3.0,0,3
2032,series2x2_parallel1,172.5795,1.0,2.3101,2.9459,3.7797,0.2062,3.8301,9.3851,0.0805,2.1973,5.2926,0.1779,7.431117,0.0,7,1
261,series3_parallel2,109.9933,4.0,1.8158,2.796,2.3891,3.0712,2.1312,8.0355,0.0344,0.0,0.0,-0.117,6.781272,2.0,11,3
2509,series3_parallel2,340.5278,0.2,5.0357,3.0823,0.9744,1.1302,4.1539,-6.8405,0.2443,3.1863,3.41,-0.0898,8.411629,-2.321928,2,3
181,series2x2_parallel1,483.4561,0.25,2.4655,0.2645,4.5612,1.215,1.042,-10.5027,0.1195,0.0,0.0,0.1564,8.917241,-2.0,3,1
271,series2x2_parallel1,211.2547,0.3333,1.5269,2.0144,3.2966,1.6354,0.2256,8.0084,0.0166,3.1659,5.3378,-0.1755,7.72284,-1.5851068,4,1
2772,parallel5,634.5779,1.0,2.8571,3.2767,4.3201,3.4888,1.5994,3.95,0.134,0.0,0.0,-0.1229,9.309653,0.0,7,0
1698,parallel5,319.4672,0.25,1.457,3.9069,2.1701,3.5276,1.9441,-9.9535,0.0992,0.0,0.0,-0.0307,8.319524,-2.0,3,0
2541,series3_parallel2,677.913,0.3333,0.2575,2.5757,1.0784,1.3794,3.6941,-10.4091,0.0798,0.0,0.0,0.0227,9.404957,-1.5851068,4,3
1216,series2x2_parallel1,365.3921,0.5,5.1254,5.3788,5.334,3.7971,1.7648,3.9902,0.2011,2.4655,6.8492,0.0807,8.513302,-1.0,5,1
2622,series2x2_parallel1,216.0275,1.0,1.6691,0.6974,2.2891,4.539,0.6063,1.099,0.0397,0.0,0.0,-0.0243,7.755071,0.0,7,1
943,series3_parallel2,714.1763,1.0,1.0354,2.3691,2.5888,2.8888,2.0959,8.5967,0.2015,3.5491,6.0352,-0.0747,9.480136,0.0,7,3
1425,series3,299.5073,0.25,0.16,2.0369,2.2683,0.418,0.4137,7.6348,0.2743,0.0,0.0,0.0366,8.226447,-2.0,3,2
77,series2x2_parallel1,413.4923,1.5,5.161,0.2434,1.4461,5.4301,0.2524,9.0595,0.0015,0.0,0.0,-0.0596,8.691717,0.5849625,8,1
2055,series3_parallel2,496.5297,2.0,0.5755,1.0708,2.7184,1.068,5.2215,-9.4585,0.0598,0.0,0.0,0.1467,8.955736,1.0,9,3
2738,series3_parallel2,118.6613,0.25,0.7982,2.4354,0.7146,1.5629,2.8397,-1.5561,0.097,2.1796,4.0582,-0.2005,6.8907056,-2.0,3,3
173,series2x2_parallel1,386.3585,1.0,3.2713,2.5956,1.7633,0.4264,3.2343,9.686,0.0013,0.0,0.0,0.203,8.593797,0.0,7,1
2058,series2x2_parallel1,639.9802,4.0,0.634,4.0246,0.7806,2.8539,0.8581,-5.8851,0.0676,0.0,0.0,-0.1026,9.321883,2.0,11,1
1619,parallel5,141.6535,1.5,0.4575,1.5496,1.2196,1.279,0.9666,6.3822,0.0577,0.0,0.0,0.1581,7.1462226,0.5849625,8,0
1829,series3,606.9337,0.1667,1.5622,4.1682,1.9844,5.8534,2.8486,1.9296,0.0805,1.3961,6.867,-0.021,9.245395,-2.584674,1,2
2301,series3,130.1568,2.0,0.2572,1.7473,1.7794,0.7497,3.6512,4.2197,0.2054,0.6056,7.3095,0.1186,7.024107,1.0,9,2
223,series3_parallel2,99.6905,0.5,0.792,3.1494,0.242,1.1252,1.2662,6.3363,0.0589,0.0,0.0,0.0197,6.6393843,-1.0,5,3
924,parallel5,257.9994,1.0,1.1388,1.4244,1.5918,3.8476,1.5249,-5.8002,0.0323,0.0,0.0,-0.0669,8.011224,0.0,7,0
2063,series2x2_parallel1,640.7985,0.3333,3.0802,2.7959,3.8633,2.1569,3.3796,8.6536,0.0212,1.6978,3.24,-0.1855,9.323727,-1.5851068,4,1
1110,series3_parallel2,513.527,2.0,1.034,2.851,3.283,3.8969,1.204,-1.3447,0.09,3.2176,4.8139,0.1218,9.004296,1.0,9,3
767,parallel5,209.5833,0.25,5.0802,0.3272,3.8842,0.7155,0.2893,-1.8287,0.0016,0.0,0.0,0.1134,7.71138,-2.0,3,0
880,series3_parallel2,76.8128,1.5,0.2401,1.5752,0.7992,1.3165,0.6958,-11.3427,0.2599,0.0,0.0,0.1394,6.2632747,0.5849625,8,3
1202,series2x2_parallel1,114.431,1.0,3.9522,1.0625,3.5451,2.5433,4.1212,7.4838,0.007,2.5627,4.2106,0.0476,6.838334,0.0,7,1
1994,series2x2_parallel1,850.0864,0.125,1.5996,1.7213,0.852,4.7289,3.7118,-0.6474,0.2254,1.0057,7.2766,0.0141,9.731465,-3.0,0,1
2759,parallel5,611.6489,2.0,3.1608,2.5248,3.3721,0.9218,1.4902,6.3035,0.0745,3.156,2.5922,-0.0075,9.25656,1.0,9,0
2735,series2x2_parallel1,101.8778,0.2,5.2487,4.3618,0.2983,5.8184,0.2952,-2.4578,0.0229,0.0,0.0,-0.1955,6.670696,-2.321928,2,1
1384,parallel5,375.6612,0.125,0.5833,4.1923,1.7877,3.5865,1.0799,-10.6182,0.2728,0.0,0.0,-0.0894,8.553288,-3.0,0,0
3041,parallel5,88.587,0.2,3.7088,1.8918,1.4829,3.032,4.0043,5.0005,0.042,3.2297,0.6166,-0.1626,6.469023,-2.321928,2,0
1185,series3,292.3587,2.0,2.486,0.9898,0.5024,1.012,2.4587,3.3134,0.0074,0.0,0.0,-0.0757,8.191596,1.0,9,2
1004,parallel5,193.507,0.6667,0.8311,0.2267,0.2783,1.5117,1.4928,8.9049,0.0655,3.7283,4.5204,0.1712,7.596242,-0.58489037,6,0
1482,series3_parallel2,728.3952,0.25,2.9987,1.0322,4.9879,1.5509,4.6305,-6.5217,0.0214,3.8769,1.3043,0.0222,9.508577,-2.0,3,3
1476,series2x2_parallel1,439.5593,3.0,0.4129,0.8801,2.9533,0.8553,3.3922,-11.5975,0.2711,0.0,0.0,0.2401,8.779914,1.5849625,10,1
118,series3_parallel2,261.1723,3.0,2.3451,3.6199,0.6232,3.4506,3.6131,-9.8507,0.0495,0.0,0.0,-0.2447,8.028858,1.5849625,10,3
78,series3_parallel2,501.7278,0.2,2.6608,2.7333,3.7124,3.463,0.7796,-1.1377,0.0811,0.0,0.0,-0.1378,8.970761,-2.321928,2,3
2764,parallel5,80.1253,0.6667,3.0026,5.2766,1.5896,1.0708,3.942,3.4016,0.0785,0.0,0.0,-0.0871,6.324186,-0.58489037,6,0
2451,series3,183.076,2.0,3.3074,2.0453,0.9167,1.4677,1.8662,-6.7111,0.251,0.0,0.0,-0.0644,7.516299,1.0,9,2
240,parallel5,541.1852,0.25,2.717,1.8691,4.6239,2.396,3.3534,-1.6486,0.0259,3.0435,1.5149,-0.1598,9.079979,-2.0,3,0
887,series3_parallel2,102.1667,1.0,0.2791,2.364,1.3326,4.4373,0.6384,9.6843,0.2376,0.0,0.0,-0.1208,6.6747813,0.0,7,3
847,parallel5,81.8487,4.0,1.4466,0.9992,3.9271,1.3627,5.2694,3.9712,0.2382,2.4418,2.5645,0.0868,6.3548875,2.0,11,0
627,series3,221.1318,0.6667,3.8148,0.7062,4.1405,3.2793,1.1881,2.1495,0.0819,0.0,0.0,0.1429,7.7887626,-0.58489037,6,2
2320,parallel5,783.9885,0.125,0.9391,1.5868,2.0525,2.6506,5.7474,-1.4667,0.1163,3.2657,2.2326,0.1629,9.614689,-3.0,0,0
35,series2x2_parallel1,324.3888,1.0,3.9187,2.398,5.1786,0.7811,2.9512,-0.5033,0.046,0.0,0.0,0.0713,8.34158,0.0,7,1
2253,series2x2_parallel1,614.5652,0.25,1.1692,2.4044,0.8363,0.8969,0.1735,-2.6625,0.0354,0.0,0.0,0.0325,9.263422,-2.0,3,1
2889,series3_parallel2,754.0392,1.5,2.1024,3.7366,0.6439,3.631,2.5791,10.8026,0.0998,0.0,0.0,-0.1595,9.5584955,0.5849625,8,3
2038,series3_parallel2,126.6631,0.25,1.7897,1.8521,2.9298,1.1522,0.3135,1.542,0.0134,0.0,0.0,0.0902,6.9848523,-2.0,3,3
2802,series2x2_parallel1,339.7031,3.0,0.1877,1.4734,5.5583,1.8451,2.6999,3.116,0.0211,0.0,0.0,0.0598,8.408131,1.5849625,10,1
463,parallel5,74.9436,0.6667,1.1998,5.2994,1.0406,4.238,1.4377,-10.9049,0.0266,2.376,6.2364,-0.1948,6.2277336,-0.58489037,6,0
1661,series3,350.5977,0.1667,0.9312,2.0787,3.361,1.1118,3.0091,-7.9096,0.0395,1.5641,1.4263,-0.2072,8.453672,-2.584674,1,2
1848,series3_parallel2,296.8225,0.25,0.2499,1.3802,0.4845,0.4908,2.1618,6.2257,0.1144,0.0,0.0,0.2109,8.213457,-2.0,3,3
1327,parallel5,81.8489,0.1667,0.4736,1.9983,0.9572,3.1623,5.7172,7.2544,0.0752,0.0,0.0,0.1834,6.3548913,-2.584674,1,0
3067,series3,90.1989,1.0,2.014,1.2452,3.0849,2.5009,0.7241,-5.085,0.1374,0.0,0.0,-0.078,6.495038,0.0,7,2
249,series2x2_parallel1,207.4734,0.3333,1.1406,0.997,5.4176,3.5127,5.1491,-9.8347,0.0442,0.0,0.0,0.0653,7.6967826,-1.5851068,4,1
2719,parallel5,837.5227,3.0,0.291,5.1109,0.2277,3.4454,2.1304,2.5913,0.1498,1.0725,3.6221,0.2204,9.709985,1.5849625,10,0
2568,series3,600.5728,4.0,2.3494,5.1025,3.9473,0.2045,0.9517,2.4421,0.1195,0.6589,5.2165,-0.0311,9.230195,2.0,11,2
2975,parallel5,119.0639,1.5,1.9104,1.9257,0.1911,5.4401,1.4254,10.1917,0.2111,0.0,0.0,-0.0585,6.895592,0.5849625,8,0
2804,series3_parallel2,180.4174,0.6667,1.0749,5.5155,3.9036,3.0682,0.8099,-5.2338,0.0239,1.0242,5.8306,0.016,7.495195,-0.58489037,6,3
1689,parallel5,824.4077,2.0,1.8751,3.2845,4.1278,5.6081,0.3243,-11.0712,0.2287,0.0,0.0,-0.1114,9.687214,1.0,9,0
2124,series3_parallel2,151.3752,0.6667,1.7802,2.0108,2.7165,3.0525,0.1793,-11.6171,0.1511,3.7939,3.0772,0.1789,7.241985,-0.58489037,6,3
2623,series2x2_parallel1,154.9545,1.5,1.3169,1.1805,3.1237,1.9146,3.885,11.1664,0.0054,0.0,0.0,0.2345,7.275701,0.5849625,8,1
1623,series2x2_parallel1,233.4063,0.2,0.9217,2.289,1.6679,4.1745,5.0924,-6.4703,0.2438,0.0,0.0,-0.0566,7.8666997,-2.321928,2,1
2655,series3_parallel2,246.2312,0.25,4.3662,2.152,0.831,1.6879,3.6258,5.7466,0.1233,1.582,4.5367,0.0163,7.9438696,-2.0,3,3
1257,series3,67.4879,3.0,1.455,1.7757,1.2937,1.5307,1.3012,-5.0355,0.0913,0.0,0.0,0.1765,6.076557,1.5849625,10,2
2993,series2x2_parallel1,248.7253,1.0,3.1872,0.214,3.1915,5.228,0.6573,2.9177,0.2586,0.0,0.0,-0.11,7.9584093,0.0,7,1
1345,series3,608.2849,1.5,0.8659,4.0356,2.9433,3.8695,5.8027,5.3656,0.1491,2.7748,6.9032,-0.2162,9.248604,0.5849625,8,2
601,series3_parallel2,271.0964,0.125,0.4124,1.2108,2.9489,1.4016,5.918,6.3063,0.1564,0.0,0.0,0.0918,8.082663,-3.0,0,3
1114,parallel5,123.8533,0.5,1.7121,1.1931,0.6177,1.1847,1.6876,9.8492,0.0954,2.9816,3.1102,0.1136,6.9524884,-1.0,5,0
1628,series2x2_parallel1,495.3087,0.1667,0.3081,2.9786,0.3993,3.069,1.6353,-2.3469,0.239,0.0,0.0,0.2353,8.952184,-2.584674,1,1
729,series3,181.1439,3.0,1.4325,3.0548,2.2181,4.4497,4.1254,0.9378,0.0126,0.0,0.0,0.0347,7.5009923,1.5849625,10,2
1699,parallel5,85.7803,2.0,3.845,0.5295,0.2423,1.2549,4.7999,-4.5373,0.0959,0.0,0.0,-0.0763,6.4225745,1.0,9,0
564,series3,179.01,0.6667,2.4893,5.5461,2.2161,0.2291,1.7452,4.4173,0.0998,0.0,0.0,-0.2054,7.4838963,-0.58489037,6,2
550,series3_parallel2,230.2624,0.3333,0.7464,3.3415,1.0739,1.1705,0.3041,-8.1788,0.0019,0.0,0.0,-0.0947,7.847135,-1.5851068,4,3
590,series3,432.2478,0.25,1.4881,0.4314,2.7834,2.5785,4.0685,-3.1094,0.0587,0.0,0.0,0.1225,8.755714,-2.0,3,2
1015,series3_parallel2,721.8688,3.0,2.5653,1.8207,0.4525,3.3929,2.2032,-3.0424,0.1827,0.0,0.0,-0.1637,9.495593,1.5849625,10,3
84,series3,332.9136,0.2,2.3116,1.9731,1.857,1.8909,0.4437,4.4497,0.1529,3.5752,5.931,-0.0324,8.3790045,-2.321928,2,2
2029,series3,457.3044,1.0,3.0075,3.7333,0.5702,4.0206,1.9087,1.4436,0.0572,0.0,0.0,-0.0514,8.837011,0.0,7,2
0,series3,387.6108,0.2,0.5929,1.708,2.9899,2.8989,0.1612,-8.4976,0.0331,0.0,0.0,0.1413,8.598465,-2.321928,2,2
1933,series3_parallel2,189.1428,0.6667,1.0183,1.2793,4.6417,4.0159,1.0585,-4.5647,0.1626,0.0,0.0,-0.07,7.563332,-0.58489037,6,3
1177,parallel5,815.3079,0.5,1.6825,2.2304,5.5315,3.2733,2.3172,8.61,0.0807,3.1807,6.0056,0.1879,9.671202,-1.0,5,0
927,series3_parallel2,89.3762,1.5,1.5224,2.655,2.2512,0.7795,0.9407,-6.895,0.0272,3.2449,0.4,0.0059,6.4818187,0.5849625,8,3
1490,series3,860.2537,0.125,3.1986,2.0125,1.8931,3.3841,1.0933,11.968,0.0347,3.251,4.607,-0.2049,9.748618,-3.0,0,2
1613,series3,546.3187,4.0,2.2847,4.8055,0.6282,1.7397,4.8544,-9.5227,0.2219,0.0,0.0,-0.0805,9.093599,2.0,11,2
569,parallel5,128.4748,2.0,1.6112,0.9401,0.2128,0.288,1.9618,-7.149,0.1016,0.0,0.0,0.0091,7.0053415,1.0,9,0
1951,series3_parallel2,277.2745,0.1667,1.7347,2.8226,0.2083,4.8696,0.8232,1.7641,0.0267,0.0,0.0,-0.1293,8.115171,-2.584674,1,3
226,series3_parallel2,150.5759,0.125,3.4581,1.1985,4.3356,2.3138,0.6406,-7.0582,0.0974,1.0832,2.3962,0.2347,7.234347,-3.0,0,3
1267,series2x2_parallel1,520.4534,0.25,5.4885,1.0457,4.0648,2.7225,2.4258,10.6879,0.0471,1.9659,5.8232,-0.25,9.023625,-2.0,3,1
1489,series3,336.1754,2.0,5.0338,2.6697,2.2135,5.6144,2.4828,-11.3827,0.2075,0.0,0.0,-0.2217,8.39307,1.0,9,2
3027,series3_parallel2,518.0821,0.2,1.1096,2.877,0.349,0.8463,0.6478,10.6971,0.262,0.0,0.0,-0.0136,9.017036,-2.321928,2,3
653,series2x2_parallel1,198.5359,3.0,5.6285,1.5419,4.0034,3.3985,0.4226,4.7372,0.0062,0.0,0.0,-0.2337,7.633256,1.5849625,10,1
2328,parallel5,219.9439,0.25,0.5065,0.9539,4.8154,2.509,3.3804,0.6871,0.0306,0.5561,1.2676,0.2162,7.7809916,-2.0,3,0
1981,series3_parallel2,81.1813,1.0,2.6664,0.857,1.7785,2.3812,2.6627,-5.5616,0.0069,3.409,4.5919,0.1182,6.3430753,0.0,7,3
2082,series3_parallel2,98.5246,1.0,1.5782,1.4308,3.2323,0.6211,3.2631,-3.1324,0.032,0.0,0.0,0.2144,6.622412,0.0,7,3
2612,series3,595.063,4.0,1.0287,1.4362,0.3239,3.3947,1.4714,1.7762,0.0855,3.9024,2.046,-0.199,9.216899,2.0,11,2
1696,series3_parallel2,77.2893,1.0,4.2486,1.9266,1.5874,1.7633,0.4205,-8.6998,0.0587,0.0,0.0,-0.049,6.272197,0.0,7,3
211,parallel5,127.8197,1.0,0.9107,4.2877,1.2043,0.4698,3.6353,4.6388,0.0063,0.0,0.0,0.0681,6.9979663,0.0,7,0
143,series3,91.6268,1.0,3.4417,3.375,2.1793,1.0294,2.2419,-7.1446,0.0826,3.6835,3.4405,0.2045,6.517698,0.0,7,2
1279,series3,79.7897,0.125,0.6576,3.0045,2.7578,0.2826,3.4388,11.7504,0.2519,0.0,0.0,0.05,6.3181305,-3.0,0,2
1895,series2x2_parallel1,350.2039,1.5,2.982,0.7716,1.6985,2.8357,0.3994,4.5052,0.1126,0.0,0.0,-0.2054,8.452051,0.5849625,8,1
3037,series3,254.7074,0.2,3.2465,2.3834,1.4363,1.7321,0.2513,-5.5059,0.0105,2.1454,1.493,0.1799,7.9926972,-2.321928,2,2
730,series3,464.736,4.0,3.0822,4.0874,1.6657,3.7161,5.4452,4.3647,0.0748,0.0,0.0,0.1417,8.860268,2.0,11,2
175,series2x2_parallel1,126.9628,1.5,3.9843,0.4483,1.8794,5.9412,3.7721,5.7352,0.1792,0.0,0.0,0.1413,6.988262,0.5849625,8,1
492,series3_parallel2,146.196,1.5,2.4264,2.6311,3.3741,1.4814,0.3624,10.9204,0.0478,0.0,0.0,-0.1968,7.19176,0.5849625,8,3
1715,parallel5,162.1231,0.6667,1.1747,3.8729,4.7094,0.7048,1.4622,-7.2552,0.0983,0.0,0.0,0.0192,7.3409457,-0.58489037,6,0
923,series2x2_parallel1,415.9147,0.25,0.4486,0.3408,2.9742,2.8767,1.6618,4.0462,0.101,0.0,0.0,0.1796,8.700144,-2.0,3,1
2073,series3_parallel2,127.4054,3.0,5.523,1.1812,2.7184,4.0017,0.5231,-3.0316,0.0697,1.2449,6.4177,-0.173,6.993283,1.5849625,10,3
2172,parallel5,152.1707,0.5,1.4795,4.9149,2.3536,5.6043,1.4876,-9.379,0.1301,0.0,0.0,-0.1544,7.249547,-1.0,5,0
1391,series3,397.9819,0.3333,1.1188,0.8994,2.022,3.7999,0.3182,-9.0772,0.0146,2.8434,3.2701,-0.0584,8.6365595,-1.5851068,4,2
2330,series3,379.9688,1.5,0.7597,1.2037,1.2374,3.3024,0.5337,-1.8829,0.0907,0.0,0.0,0.159,8.569737,0.5849625,8,2
1560,series2x2_parallel1,552.7392,0.25,1.6298,0.6013,4.8124,1.3756,1.8017,7.7246,0.0159,0.0,0.0,0.2189,9.1104555,-2.0,3,1
1636,series3,76.954,1.5,1.8787,2.3382,1.4105,0.9453,3.4798,-4.4145,0.0266,0.0,0.0,0.1373,6.2659245,0.5849625,8,2
2980,series2x2_parallel1,125.9578,1.0,3.9038,1.138,1.4737,2.9615,2.6072,-2.7601,0.0633,0.0,0.0,0.0195,6.9767966,0.0,7,1
302,series3_parallel2,101.5994,1.5,1.5137,2.8912,0.1682,1.6512,1.7828,2.4807,0.0239,1.8506,1.6471,-0.1044,6.666748,0.5849625,8,3
935,series3,452.2536,1.0,1.3412,1.3811,1.0999,1.9916,1.5651,11.0684,0.1003,0.0,0.0,-0.1867,8.820988,0.0,7,2
959,parallel5,503.1228,4.0,0.5939,3.0667,0.8623,1.5619,1.7965,-1.5109,0.1141,0.0,0.0,-0.1914,8.974767,2.0,11,0
45,parallel5,272.2041,0.6667,0.1563,1.203,5.0524,1.445,3.9477,-9.8969,0.22,0.0,0.0,-0.2015,8.088545,-0.58489037,6,0
343,series2x2_parallel1,123.8723,0.25,3.4416,0.3116,4.6,5.6089,1.0187,-2.2372,0.0107,3.2232,1.1706,0.149,6.9527097,-2.0,3,1
937,series3,92.5522,0.2,2.7611,2.1357,0.5081,1.339,0.5548,9.7386,0.2472,0.0,0.0,-0.1472,6.5321956,-2.321928,2,2
145,series3_parallel2,307.4233,0.2,0.2811,0.7893,2.1931,0.8242,5.8658,6.7158,0.1015,0.0,0.0,0.0748,8.264083,-2.321928,2,3
1821,series2x2_parallel1,443.3791,0.6667,1.1736,4.2636,2.1824,0.5097,1.4155,-5.056,0.2033,0.5065,2.3837,-0.2458,8.792397,-0.58489037,6,1
1810,series2x2_parallel1,263.3787,1.0,3.2462,2.6598,1.2699,1.1109,3.4809,-9.9688,0.2524,0.0,0.0,0.2304,8.040995,0.0,7,1
2663,series2x2_parallel1,302.1215,0.2,4.9367,1.3254,3.9051,1.5884,3.3074,-3.323,0.142,0.0,0.0,-0.2109,8.238985,-2.321928,2,1
2025,parallel5,490.7703,0.25,3.441,2.0437,1.738,1.5079,2.0919,-0.4553,0.2571,2.8146,7.0248,0.1593,8.938904,-2.0,3,0
1524,series3_parallel2,238.1776,1.0,1.6671,4.1441,0.3563,3.3919,4.8216,-11.0314,0.0918,0.7135,3.4997,-0.1602,7.895894,0.0,7,3
600,series3,427.3515,1.5,4.0247,0.7169,0.8109,0.837,3.467,-8.6421,0.0196,0.8215,2.8825,-0.0715,8.73928,0.5849625,8,2
1467,parallel5,223.756,2.0,0.5827,3.2916,4.9629,3.8134,3.0083,-10.1155,0.0403,0.0,0.0,-0.1143,7.8057823,1.0,9,0
2406,series3_parallel2,556.3483,0.6667,3.1891,1.5083,2.1023,1.3527,0.8021,3.1406,0.2783,2.6774,6.9923,-0.0861,9.119844,-0.58489037,6,3
125,series3,262.9265,0.1667,2.5602,2.4017,1.3159,3.1026,3.1601,1.4004,0.0417,3.0662,0.1708,-0.0611,8.038516,-2.584674,1,2
1043,series3,352.639,0.5,1.3945,2.414,3.4798,3.6955,2.4681,-6.1852,0.1013,1.5792,2.8154,-0.1388,8.462049,-1.0,5,2
2281,parallel5,663.4382,3.0,5.645,0.1781,1.2324,4.4434,1.197,9.5181,0.0487,0.0,0.0,-0.192,9.373818,1.5849625,10,0
2582,series2x2_parallel1,686.0981,1.0,5.4372,0.5213,4.0238,0.763,5.2519,-3.0538,0.0367,0.0,0.0,-0.0819,9.422271,0.0,7,1
2796,series3_parallel2,240.5569,0.5,4.9326,3.5172,1.4997,4.1001,1.5884,-10.2864,0.233,0.0,0.0,-0.169,7.9102345,-1.0,5,3
2507,series2x2_parallel1,622.2179,2.0,1.0866,3.9766,2.4168,2.0952,1.5059,-11.2405,0.095,2.0196,5.206,0.1722,9.281276,1.0,9,1
2154,series3_parallel2,65.0204,0.25,2.2837,0.7834,3.0419,5.0649,1.1483,1.6095,0.1864,0.0,0.0,0.0317,6.0228205,-2.0,3,3
273,series3,68.2391,1.5,4.1097,1.1217,4.0412,0.4478,1.021,-5.4009,0.0996,2.5284,0.6772,0.0168,6.0925264,0.5849625,8,2
717,parallel5,176.0613,0.3333,0.2701,2.1497,1.022,4.1531,2.4046,7.9012,0.0578,0.0,0.0,0.086,7.4599338,-1.5851068,4,0
654,parallel5,145.6923,0.1667,4.3482,0.6309,1.972,2.1327,3.8457,-11.0517,0.1107,3.6397,6.5935,-0.0048,7.186781,-2.584674,1,0
402,series3_parallel2,136.0951,0.2,1.0756,1.4921,0.2319,1.9123,0.3468,5.1904,0.2492,2.5088,5.1702,0.0911,7.0884714,-2.321928,2,3
2024,series3,79.8809,4.0,1.2515,3.244,0.3296,4.9905,3.8407,-9.4376,0.1765,1.805,4.455,-0.1912,6.3197784,2.0,11,2
43,series3_parallel2,293.105,2.0,0.8946,1.6151,0.2738,5.9605,1.7757,7.1807,0.0024,0.0,0.0,-0.1976,8.195273,1.0,9,3
