id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,freq_log2,ratio_log2,ratio_idx,algorithm_idx
1772,series3_parallel2,522.097,0.2,3.5898,1.0884,1.4694,4.0488,2.9815,0.0,0.0,0.0,0.0,0.0,9.028174,-2.321928,2,3
2671,parallel5,610.2049,2.0,0.866,2.2259,3.0219,0.5602,3.5917,0.0,0.0,0.0,0.0,0.0,9.25315,1.0,9,0
2513,series3_parallel2,112.8428,2.0,4.8158,2.8179,5.8773,4.7106,0.8318,0.0,0.0,0.0,0.0,0.0,6.8181705,1.0,9,3
3581,series2x2_parallel1,460.1556,0.25,3.1471,0.182,0.8002,0.3919,0.6485,0.0,0.0,0.0,0.0,0.0,8.845978,-2.0,3,1
2314,series3_parallel2,90.4733,0.25,0.591,3.8126,4.0039,3.6399,1.1377,0.0,0.0,0.0,0.0,0.0,6.49942,-2.0,3,3
2454,series3,327.5347,3.0,3.2972,4.0706,0.7453,1.8709,0.1727,0.0,0.0,0.0,0.0,0.0,8.355504,1.5849625,10,2
3003,series3_parallel2,540.1813,1.5,1.5204,0.8203,3.7172,2.4577,5.5619,0.0,0.0,0.0,0.0,0.0,9.0773,0.5849625,8,3
1557,parallel5,215.3244,0.1667,1.3976,1.6246,0.6753,0.3038,1.2454,0.0,0.0,0.0,0.0,0.0,7.750368,-2.584674,1,0
3809,series3_parallel2,252.1061,0.25,1.7524,5.2283,0.1793,1.7044,4.7957,0.0,0.0,0.0,0.0,0.0,7.977887,-2.0,3,3
2783,parallel5,337.0417,0.25,3.7063,1.0577,1.8558,1.3749,1.498,0.0,0.0,0.0,0.0,0.0,8.396783,-2.0,3,0
2414,series3_parallel2,169.1486,2.0,3.4628,4.7031,4.2414,2.5455,0.9477,0.0,0.0,0.0,0.0,0.0,7.4021473,1.0,9,3
3571,parallel5,383.846,0.3333,1.7464,1.1348,5.573,1.5493,0.7244,0.0,0.0,0.0,0.0,0.0,8.584384,-1.5851068,4,0
3961,series2x2_parallel1,116.0879,2.0,3.2815,0.3242,0.5478,3.2881,3.5794,0.0,0.0,0.0,0.0,0.0,6.8590736,1.0,9,1
1570,series3,117.4009,2.0,1.4364,4.1458,0.5366,5.3716,3.9985,0.0,0.0,0.0,0.0,0.0,6.8752995,1.0,9,2
778,series3_parallel2,143.2189,0.1667,0.4815,3.8147,4.6854,2.8515,1.4387,0.0,0.0,0.0,0.0,0.0,7.162078,-2.584674,1,3
3987,series2x2_parallel1,510.3285,4.0,2.7838,1.7424,1.3168,2.7796,5.9434,0.0,0.0,0.0,0.0,0.0,8.995282,2.0,11,1
1513,series3,142.0855,0.1667,1.4415,0.5612,3.4751,1.599,4.0775,0.0,0.0,0.0,0.0,0.0,7.1506157,-2.584674,1,2
1105,parallel5,333.8443,0.5,4.1132,2.8326,4.0145,4.0665,0.7448,0.0,0.0,0.0,0.0,0.0,8.383032,-1.0,5,0
1281,series3,343.9875,0.3333,3.749,2.345,0.4033,2.8443,4.1779,0.0,0.0,0.0,0.0,0.0,8.426212,-1.5851068,4,2
3161,series3_parallel2,66.6609,3.0,0.3098,1.7564,2.9032,2.2341,0.5221,0.0,0.0,0.0,0.0,0.0,6.0587687,1.5849625,10,3
1781,parallel5,368.0187,0.1667,1.6056,3.277,0.1775,1.4039,3.8564,0.0,0.0,0.0,0.0,0.0,8.523635,-2.584674,1,0
933,series3_parallel2,83.2723,0.3333,5.8857,5.6385,1.2792,3.1717,3.9239,0.0,0.0,0.0,0.0,0.0,6.379765,-1.5851068,4,3
3177,series2x2_parallel1,117.5429,0.2,2.6145,0.7714,0.5667,3.5342,3.5909,0.0,0.0,0.0,0.0,0.0,6.8770437,-2.321928,2,1
796,series3_parallel2,416.0052,0.125,1.9268,1.5951,2.3772,1.5662,1.978,0.0,0.0,0.0,0.0,0.0,8.700458,-3.0,0,3
2914,series2x2_parallel1,376.0355,4.0,4.1206,2.9723,2.3771,0.5178,5.6936,0.0,0.0,0.0,0.0,0.0,8.554725,2.0,11,1
1625,series3_parallel2,551.639,0.125,1.9583,0.338,1.7018,3.0761,1.0191,0.0,0.0,0.0,0.0,0.0,9.10758,-3.0,0,3
498,series2x2_parallel1,66.1763,3.0,1.2668,4.1893,1.9689,0.579,2.0904,0.0,0.0,0.0,0.0,0.0,6.0482426,1.5849625,10,1
623,series3,80.1153,2.0,2.1136,5.3235,1.8461,1.6425,0.2094,0.0,0.0,0.0,0.0,0.0,6.324006,1.0,9,2
960,series3,636.8522,0.2,3.8503,0.8409,1.9301,0.7011,2.3494,0.0,0.0,0.0,0.0,0.0,9.314815,-2.321928,2,2
1074,series3_parallel2,105.9283,0.25,3.691,0.9843,1.5583,0.3128,2.1743,0.0,0.0,0.0,0.0,0.0,6.7269444,-2.0,3,3
2738,series2x2_parallel1,513.1047,0.5,3.7573,2.7213,1.7507,0.157,1.1976,0.0,0.0,0.0,0.0,0.0,9.003109,-1.0,5,1
1130,parallel5,515.5536,0.5,0.7418,0.8403,4.8287,1.4857,1.2293,0.0,0.0,0.0,0.0,0.0,9.009978,-1.0,5,0
373,parallel5,534.3797,2.0,2.3679,4.5132,5.5605,0.2562,2.0747,0.0,0.0,0.0,0.0,0.0,9.061722,1.0,9,0
2545,series2x2_parallel1,661.6345,0.5,1.8638,2.0003,0.3328,4.1693,3.7904,0.0,0.0,0.0,0.0,0.0,9.369891,-1.0,5,1
1467,series3_parallel2,96.3185,0.25,3.435,1.6938,3.2463,2.601,1.5995,0.0,0.0,0.0,0.0,0.0,6.5897408,-2.0,3,3
2985,series3_parallel2,559.8116,4.0,3.9742,5.987,2.7235,0.864,2.17,0.0,0.0,0.0,0.0,0.0,9.128798,2.0,11,3
2714,series3,109.9403,1.5,2.8789,2.4611,3.2783,2.8008,3.2476,0.0,0.0,0.0,0.0,0.0,6.7805767,0.5849625,8,2
1360,parallel5,675.0722,0.6667,4.3181,0.3979,1.7107,3.3631,3.799,0.0,0.0,0.0,0.0,0.0,9.398898,-0.58489037,6,0
3815,series3,106.9632,0.1667,3.1403,3.1833,3.8788,1.6841,1.7749,0.0,0.0,0.0,0.0,0.0,6.7409706,-2.584674,1,2
2220,series3_parallel2,133.64,1.0,2.8822,3.8208,2.0214,3.5911,2.5261,0.0,0.0,0.0,0.0,0.0,7.062208,0.0,7,3
2699,series3_parallel2,92.6106,0.1667,3.2403,1.1413,0.5577,5.5507,1.3741,0.0,0.0,0.0,0.0,0.0,6.5331054,-2.584674,1,3
3939,series2x2_parallel1,588.5041,0.125,4.6306,1.8041,0.6588,2.9225,2.6294,0.0,0.0,0.0,0.0,0.0,9.200909,-3.0,0,1
1977,parallel5,657.3147,0.25,2.583,1.3568,0.6978,1.8468,5.793,0.0,0.0,0.0,0.0,0.0,9.36044,-2.0,3,0
231,series2x2_parallel1,196.8878,0.1667,3.0862,1.3589,5.4542,0.764,3.7692,0.0,0.0,0.0,0.0,0.0,7.62123,-2.584674,1,1
3340,series3_parallel2,836.8574,0.2,3.8599,4.7358,1.0844,2.1764,0.9159,0.0,0.0,0.0,0.0,0.0,9.708838,-2.321928,2,3
2232,series3,467.3822,3.0,1.0725,2.3413,1.1828,1.9996,0.7078,0.0,0.0,0.0,0.0,0.0,8.868459,1.5849625,10,2
1378,parallel5,364.1327,0.125,3.8897,3.1537,0.345,1.489,2.1655,0.0,0.0,0.0,0.0,0.0,8.508321,-3.0,0,0
2907,series3,410.5298,1.0,3.8069,1.7976,0.6312,0.8702,1.3923,0.0,0.0,0.0,0.0,0.0,8.681343,0.0,7,2
3027,series2x2_parallel1,76.3916,1.5,2.5516,2.7938,3.2621,3.3089,4.8909,0.0,0.0,0.0,0.0,0.0,6.255342,0.5849625,8,1
691,series3,69.8584,1.5,4.0339,1.1506,3.5967,1.1646,3.933,0.0,0.0,0.0,0.0,0.0,6.126362,0.5849625,8,2
3579,series2x2_parallel1,434.2634,1.5,4.0557,3.8932,2.1391,1.2704,1.6623,0.0,0.0,0.0,0.0,0.0,8.762426,0.5849625,8,1
2361,series3,124.8973,0.1667,1.3202,1.245,1.8095,2.0001,1.2496,0.0,0.0,0.0,0.0,0.0,6.9645987,-2.584674,1,2
2693,series3,132.661,0.1667,5.5935,2.6317,3.8331,0.2758,1.6763,0.0,0.0,0.0,0.0,0.0,7.0516005,-2.584674,1,2
172,series3_parallel2,114.486,1.0,4.1817,4.1888,0.3236,2.5824,2.4066,0.0,0.0,0.0,0.0,0.0,6.8390274,0.0,7,3
3936,series2x2_parallel1,200.5985,0.3333,1.846,1.2184,0.4015,3.6461,1.694,0.0,0.0,0.0,0.0,0.0,7.648167,-1.5851068,4,1
1440,series2x2_parallel1,138.4228,1.0,0.2316,4.1699,1.3435,2.6882,1.3835,0.0,0.0,0.0,0.0,0.0,7.112938,0.0,7,1
965,series3,67.3481,0.6667,2.8707,4.9354,0.4208,1.9827,4.0069,0.0,0.0,0.0,0.0,0.0,6.0735655,-0.58489037,6,2
2958,series3,229.515,0.6667,3.5322,0.4613,3.7553,3.4579,5.5984,0.0,0.0,0.0,0.0,0.0,7.8424444,-0.58489037,6,2
3582,series3_parallel2,563.7095,3.0,0.743,0.793,0.3709,3.4945,1.6278,0.0,0.0,0.0,0.0,0.0,9.138808,1.5849625,10,3
2055,series2x2_parallel1,867.9788,1.5,5.4443,4.9829,2.5989,5.9782,2.4028,0.0,0.0,0.0,0.0,0.0,9.761516,0.5849625,8,1
3482,series3_parallel2,218.003,0.5,5.334,0.9652,3.9355,2.8559,5.0205,0.0,0.0,0.0,0.0,0.0,7.768204,-1.0,5,3
1913,parallel5,760.1693,0.3333,0.9999,0.7647,2.6103,2.0423,0.7346,0.0,0.0,0.0,0.0,0.0,9.570177,-1.5851068,4,0
3369,series2x2_parallel1,74.9586,0.25,0.9167,4.0964,1.377,0.7776,3.8476,0.0,0.0,0.0,0.0,0.0,6.228022,-2.0,3,1
3163,series2x2_parallel1,591.0723,0.3333,2.5482,1.6612,1.1666,1.3125,1.8861,0.0,0.0,0.0,0.0,0.0,9.2071905,-1.5851068,4,1
2587,parallel5,144.7414,2.0,4.0014,0.9522,3.7133,0.2962,0.7925,0.0,0.0,0.0,0.0,0.0,7.177334,1.0,9,0
1584,series3,155.1081,0.125,1.5004,0.8458,0.8881,0.9621,2.3554,0.0,0.0,0.0,0.0,0.0,7.27713,-3.0,0,2
3050,parallel5,101.7145,0.5,2.7058,1.8558,1.9802,0.3714,2.0421,0.0,0.0,0.0,0.0,0.0,6.6683817,-1.0,5,0
3455,series3,140.0397,0.2,1.2875,5.191,1.6079,0.5687,5.9822,0.0,0.0,0.0,0.0,0.0,7.129692,-2.321928,2,2
2271,parallel5,554.1825,2.0,0.5557,2.7589,0.1553,0.8763,2.0816,0.0,0.0,0.0,0.0,0.0,9.114218,1.0,9,0
1332,series2x2_parallel1,137.5536,0.2,4.5539,0.9253,5.142,2.8085,4.257,0.0,0.0,0.0,0.0,0.0,7.1038504,-2.321928,2,1
2514,parallel5,226.6869,0.6667,2.5418,1.8667,1.4757,2.3285,3.7681,0.0,0.0,0.0,0.0,0.0,7.8245573,-0.58489037,6,0
3267,series3,311.6611,0.3333,5.4234,4.157,1.4953,0.4473,4.1136,0.0,0.0,0.0,0.0,0.0,8.283834,-1.5851068,4,2
2804,series2x2_parallel1,108.0463,0.25,2.8097,0.562,3.8263,0.7435,3.4637,0.0,0.0,0.0,0.0,0.0,6.755506,-2.0,3,1
3966,series3_parallel2,65.8022,0.1667,1.6715,0.3474,0.2889,2.0789,5.4614,0.0,0.0,0.0,0.0,0.0,6.040064,-2.584674,1,3
2890,series3,129.5311,0.3333,0.2876,0.2995,2.2798,4.5758,1.5512,0.0,0.0,0.0,0.0,0.0,7.0171547,-1.5851068,4,2
1703,series3_parallel2,119.7225,4.0,3.2064,2.0968,2.4683,3.249,1.6528,0.0,0.0,0.0,0.0,0.0,6.9035506,2.0,11,3
3199,series3,200.0478,0.125,5.6586,3.1992,1.8178,2.2466,1.3864,0.0,0.0,0.0,0.0,0.0,7.644201,-3.0,0,2
1411,series2x2_parallel1,306.5293,0.3333,0.7281,1.6124,3.629,0.8201,3.2331,0.0,0.0,0.0,0.0,0.0,8.259881,-1.5851068,4,1
564,series3,160.6617,0.6667,3.8454,3.0546,5.6637,3.6663,1.8615,0.0,0.0,0.0,0.0,0.0,7.3278823,-0.58489037,6,2
1218,series3,287.9469,3.0,1.7314,1.8239,3.2518,0.308,0.7003,0.0,0.0,0.0,0.0,0.0,8.169659,1.5849625,10,2
1345,series3,68.8802,1.0,1.3064,4.4164,4.5295,0.827,3.9869,0.0,0.0,0.0,0.0,0.0,6.1060176,0.0,7,2
3728,parallel5,303.2063,0.3333,2.9426,2.9419,4.39,1.0923,0.7193,0.0,0.0,0.0,0.0,0.0,8.244156,-1.5851068,4,0
1604,series2x2_parallel1,483.8898,1.5,2.4775,1.2381,1.6439,2.6044,1.2742,0.0,0.0,0.0,0.0,0.0,8.918534,0.5849625,8,1
1738,parallel5,95.2562,0.2,5.5452,0.6517,1.1876,0.9893,3.5933,0.0,0.0,0.0,0.0,0.0,6.573741,-2.321928,2,0
2617,parallel5,103.2172,4.0,1.2185,3.5079,2.2829,1.0766,1.284,0.0,0.0,0.0,0.0,0.0,6.6895394,2.0,11,0
2490,series2x2_parallel1,360.09,0.2,1.5376,3.1804,3.5869,0.5631,3.0813,0.0,0.0,0.0,0.0,0.0,8.492213,-2.321928,2,1
3174,series3_parallel2,842.1457,0.1667,2.1876,2.9075,3.7258,0.3053,0.4132,0.0,0.0,0.0,0.0,0.0,9.717926,-2.584674,1,3
457,series2x2_parallel1,240.1178,0.2,2.0015,0.6046,0.984,1.3823,1.8077,0.0,0.0,0.0,0.0,0.0,7.9075985,-2.321928,2,1
1201,parallel5,252.7741,0.125,0.5706,1.3129,0.2077,1.7986,4.0771,0.0,0.0,0.0,0.0,0.0,7.9817047,-3.0,0,0
3403,series2x2_parallel1,459.2846,0.1667,1.3691,0.6504,0.8477,0.8445,1.8628,0.0,0.0,0.0,0.0,0.0,8.843245,-2.584674,1,1
374,parallel5,590.3755,2.0,1.4095,3.8176,4.7781,2.7063,5.2328,0.0,0.0,0.0,0.0,0.0,9.205489,1.0,9,0
2190,series2x2_parallel1,725.9947,2.0,0.4505,1.5934,2.9888,2.1256,0.3986,0.0,0.0,0.0,0.0,0.0,9.503816,1.0,9,1
288,series3_parallel2,77.0596,0.1667,3.6157,1.0603,1.8777,1.7615,3.153,0.0,0.0,0.0,0.0,0.0,6.267903,-2.584674,1,3
2488,series3_parallel2,159.1196,0.1667,0.8299,2.4071,4.0889,0.2702,3.1725,0.0,0.0,0.0,0.0,0.0,7.3139677,-2.584674,1,3
1822,series2x2_parallel1,191.1769,0.6667,3.9227,4.6825,4.5528,4.1361,3.3941,0.0,0.0,0.0,0.0,0.0,7.5787644,-0.58489037,6,1
1222,series2x2_parallel1,126.923,0.125,0.2388,5.6851,2.5035,3.9657,0.388,0.0,0.0,0.0,0.0,0.0,6.9878097,-3.0,0,1
3883,series3,199.7973,0.2,4.071,4.4949,2.9396,0.9028,3.6929,0.0,0.0,0.0,0.0,0.0,7.642393,-2.321928,2,2
3994,series3_parallel2,157.2526,1.0,0.8447,1.3238,5.9779,0.7229,3.7154,0.0,0.0,0.0,0.0,0.0,7.29694,0.0,7,3
1478,series2x2_parallel1,139.6259,0.125,5.9814,2.8158,4.0891,1.9593,0.3723,0.0,0.0,0.0,0.0,0.0,7.125423,-3.0,0,1
901,series3,105.1634,0.2,2.7464,1.5325,4.1941,2.2848,0.6485,0.0,0.0,0.0,0.0,0.0,6.716489,-2.321928,2,2
3165,series2x2_parallel1,110.8007,0.6667,3.924,1.735,0.3349,0.4594,1.7573,0.0,0.0,0.0,0.0,0.0,6.7918234,-0.58489037,6,1
3718,series3_parallel2,477.7068,0.3333,1.0825,2.9595,1.3605,5.3377,1.9388,0.0,0.0,0.0,0.0,0.0,8.8999815,-1.5851068,4,3
330,series3,149.6763,3.0,1.4745,4.1766,0.3548,0.6893,1.1011,0.0,0.0,0.0,0.0,0.0,7.225702,1.5849625,10,2
2260,series3_parallel2,159.2588,0.2,3.3392,0.2023,1.8696,1.021,1.3978,0.0,0.0,0.0,0.0,0.0,7.3152294,-2.321928,2,3
2937,series2x2_parallel1,67.6358,0.25,0.5339,1.2225,2.1124,0.5853,3.4011,0.0,0.0,0.0,0.0,0.0,6.0797153,-2.0,3,1
3504,series2x2_parallel1,556.589,4.0,1.3741,0.7853,0.644,4.1593,3.9477,0.0,0.0,0.0,0.0,0.0,9.120468,2.0,11,1
3844,series3_parallel2,263.0415,1.0,0.7992,1.1075,0.5431,0.9297,0.8149,0.0,0.0,0.0,0.0,0.0,8.039146,0.0,7,3
910,series3_parallel2,96.1156,1.0,0.3625,3.2194,2.6801,5.4988,1.9584,0.0,0.0,0.0,0.0,0.0,6.5866985,0.0,7,3
1232,series2x2_parallel1,132.8393,0.1667,1.3288,0.2588,1.3767,4.0531,0.174,0.0,0.0,0.0,0.0,0.0,7.0535383,-2.584674,1,1
145,series2x2_parallel1,243.6358,0.1667,3.8609,0.4724,1.649,2.6197,3.4675,0.0,0.0,0.0,0.0,0.0,7.928582,-2.584674,1,1
2536,series2x2_parallel1,388.0325,2.0,2.4986,1.063,0.9503,0.3516,2.8235,0.0,0.0,0.0,0.0,0.0,8.600034,1.0,9,1
134,series3,117.7258,1.0,3.6774,1.2687,5.4474,2.407,2.8894,0.0,0.0,0.0,0.0,0.0,6.879287,0.0,7,2
2124,series3_parallel2,657.1593,0.6667,1.9604,4.5684,1.1069,3.4731,0.4538,0.0,0.0,0.0,0.0,0.0,9.3601,-0.58489037,6,3
2164,series3_parallel2,115.7434,0.125,2.2026,3.3763,3.5276,2.208,2.4842,0.0,0.0,0.0,0.0,0.0,6.854786,-3.0,0,3
206,parallel5,315.8696,0.6667,1.1608,0.8561,5.8755,5.7428,5.5217,0.0,0.0,0.0,0.0,0.0,8.303185,-0.58489037,6,0
750,series3,303.0753,0.25,0.6455,1.8929,1.6422,0.5879,1.8973,0.0,0.0,0.0,0.0,0.0,8.243532,-2.0,3,2
673,series2x2_parallel1,549.6383,1.0,0.7294,1.3901,1.2068,3.8024,4.539,0.0,0.0,0.0,0.0,0.0,9.102339,0.0,7,1
1955,series2x2_parallel1,789.6453,0.2,3.4013,1.9996,0.2718,1.1159,0.5756,0.0,0.0,0.0,0.0,0.0,9.625061,-2.321928,2,1
2044,series3_parallel2,249.027,0.3333,1.5022,0.8113,0.2245,0.5716,1.0821,0.0,0.0,0.0,0.0,0.0,7.9601583,-1.5851068,4,3
2188,series3,353.2288,0.6667,5.9904,3.7924,4.9728,2.0239,1.0647,0.0,0.0,0.0,0.0,0.0,8.464459,-0.58489037,6,2
970,series2x2_parallel1,829.1382,1.5,3.2899,2.0037,1.4264,2.383,1.2085,0.0,0.0,0.0,0.0,0.0,9.695469,0.5849625,8,1
2623,series3_parallel2,287.8173,0.25,3.3059,5.5311,0.851,0.7234,1.9223,0.0,0.0,0.0,0.0,0.0,8.169009,-2.0,3,3
785,series3_parallel2,78.5362,0.6667,4.1422,0.3739,2.3243,0.5732,4.9364,0.0,0.0,0.0,0.0,0.0,6.2952857,-0.58489037,6,3
3000,series3,841.4892,2.0,0.4944,0.5954,2.8233,0.4323,3.8524,0.0,0.0,0.0,0.0,0.0,9.716801,1.0,9,2
1090,series2x2_parallel1,780.2231,3.0,3.6855,2.2361,0.2254,0.2643,3.659,0.0,0.0,0.0,0.0,0.0,9.607743,1.5849625,10,1
3221,series3_parallel2,468.5217,2.0,3.3604,0.2593,1.0696,1.9182,0.933,0.0,0.0,0.0,0.0,0.0,8.871972,1.0,9,3
1773,series3_parallel2,470.9532,0.25,2.8941,2.179,1.7343,3.9909,0.7103,0.0,0.0,0.0,0.0,0.0,8.87944,-2.0,3,3
1327,series3_parallel2,80.9879,0.1667,0.7617,1.1717,0.6415,2.0084,2.7176,0.0,0.0,0.0,0.0,0.0,6.3396344,-2.584674,1,3
2034,series3_parallel2,84.9585,0.2,0.9412,3.5389,1.5146,0.523,1.0542,0.0,0.0,0.0,0.0,0.0,6.4086866,-2.321928,2,3
386,series3_parallel2,455.7576,4.0,5.6277,4.1783,1.3377,1.9839,0.448,0.0,0.0,0.0,0.0,0.0,8.832123,2.0,11,3
2861,series3,107.288,1.0,0.7971,0.4219,5.6702,1.8058,2.4752,0.0,0.0,0.0,0.0,0.0,6.745345,0.0,7,2
5,series3,578.9957,0.5,3.3993,0.5425,0.6724,0.5797,1.0781,0.0,0.0,0.0,0.0,0.0,9.177409,-1.0,5,2
1848,series3,584.1886,0.6667,2.9338,0.5256,1.1072,1.5174,2.6,0.0,0.0,0.0,0.0,0.0,9.19029,-0.58489037,6,2
1017,parallel5,539.8383,0.6667,4.3421,0.5041,2.2394,4.1199,3.4473,0.0,0.0,0.0,0.0,0.0,9.076384,-0.58489037,6,0
3178,parallel5,87.7084,1.0,5.8841,4.8068,0.6394,2.6523,5.9297,0.0,0.0,0.0,0.0,0.0,6.4546432,0.0,7,0
2253,series3,70.1338,0.6667,0.4949,5.7759,0.1522,2.3242,3.4957,0.0,0.0,0.0,0.0,0.0,6.132038,-0.58489037,6,2
1741,series3,758.9455,1.0,0.6667,1.1635,5.8467,3.7529,0.9681,0.0,0.0,0.0,0.0,0.0,9.567852,0.0,7,2
1923,series2x2_parallel1,137.2903,0.6667,1.3769,3.8352,4.532,0.7588,1.9044,0.0,0.0,0.0,0.0,0.0,7.1010857,-0.58489037,6,1
877,parallel5,792.4901,0.6667,1.5469,3.3439,1.7181,1.8845,0.9034,0.0,0.0,0.0,0.0,0.0,9.630249,-0.58489037,6,0
3457,parallel5,389.6518,0.5,2.335,1.2436,0.941,3.2422,5.3123,0.0,0.0,0.0,0.0,0.0,8.606042,-1.0,5,0
3332,series2x2_parallel1,264.1117,0.3333,2.7535,2.9497,1.3455,2.171,5.9974,0.0,0.0,0.0,0.0,0.0,8.045005,-1.5851068,4,1
2636,series3,336.7754,0.6667,1.4803,2.3989,0.9772,2.8946,1.3067,0.0,0.0,0.0,0.0,0.0,8.395643,-0.58489037,6,2
1192,parallel5,95.536,0.25,4.0191,2.3304,2.0146,2.5514,3.6021,0.0,0.0,0.0,0.0,0.0,6.5779724,-2.0,3,0
3441,series3_parallel2,127.5449,0.6667,4.1488,1.1375,0.1517,0.2436,3.6301,0.0,0.0,0.0,0.0,0.0,6.9948616,-0.58489037,6,3
2473,parallel5,303.3592,4.0,3.3851,5.8051,0.7894,1.2395,3.8342,0.0,0.0,0.0,0.0,0.0,8.244884,2.0,11,0
3257,series2x2_parallel1,156.1957,1.5,0.3297,2.2089,5.3739,3.4815,3.2778,0.0,0.0,0.0,0.0,0.0,7.287211,0.5849625,8,1
2189,series2x2_parallel1,73.6722,0.25,3.1009,5.401,1.2525,2.3521,3.825,0.0,0.0,0.0,0.0,0.0,6.2030487,-2.0,3,1
513,parallel5,213.4012,0.25,1.395,2.9823,0.987,4.0834,1.581,0.0,0.0,0.0,0.0,0.0,7.7374244,-2.0,3,0
589,series2x2_parallel1,547.1016,4.0,0.8171,1.6624,5.6596,5.4737,2.0371,0.0,0.0,0.0,0.0,0.0,9.095665,2.0,11,1
2882,parallel5,588.4055,0.5,2.7388,0.2153,0.4425,2.4829,1.5118,0.0,0.0,0.0,0.0,0.0,9.200667,-1.0,5,0
2908,parallel5,95.0515,0.25,1.5409,3.9469,4.4273,0.2807,4.6711,0.0,0.0,0.0,0.0,0.0,6.570637,-2.0,3,0
3154,series3,498.7241,0.25,1.4737,3.671,2.2171,3.5135,2.9899,0.0,0.0,0.0,0.0,0.0,8.962098,-2.0,3,2
985,parallel5,194.7434,1.0,3.8549,2.268,1.5795,3.7969,1.8837,0.0,0.0,0.0,0.0,0.0,7.6054306,0.0,7,0
2357,parallel5,715.9585,1.0,1.5538,3.0118,3.2759,4.0514,2.3139,0.0,0.0,0.0,0.0,0.0,9.483732,0.0,7,0
3585,series3,140.6221,0.125,2.58,0.4788,1.492,1.3635,0.9161,0.0,0.0,0.0,0.0,0.0,7.1356797,-3.0,0,2
3752,series3,343.3944,0.2,1.159,5.4096,1.8193,5.778,0.2803,0.0,0.0,0.0,0.0,0.0,8.423722,-2.321928,2,2
1867,parallel5,285.0674,2.0,2.2168,2.9373,2.7415,0.8547,1.4044,0.0,0.0,0.0,0.0,0.0,8.155159,1.0,9,0
1171,series3_parallel2,114.7567,1.0,1.5177,4.3014,2.7465,4.0716,4.3224,0.0,0.0,0.0,0.0,0.0,6.8424344,0.0,7,3
2191,series3,87.714,0.125,1.2435,3.1319,3.4827,5.6678,3.9155,0.0,0.0,0.0,0.0,0.0,6.4547353,-3.0,0,2
3053,parallel5,107.3061,0.1667,1.4633,4.0031,3.567,0.2488,0.2659,0.0,0.0,0.0,0.0,0.0,6.7455883,-2.584674,1,0
3523,series3,84.2243,0.5,0.6146,4.5154,3.5999,1.1445,1.7693,0.0,0.0,0.0,0.0,0.0,6.3961644,-1.0,5,2
1565,series3,187.8316,0.6667,3.6458,4.8465,0.4406,1.1468,4.1772,0.0,0.0,0.0,0.0,0.0,7.553296,-0.58489037,6,2
71,parallel5,475.4064,1.5,1.5575,3.7157,0.3952,0.2092,1.3148,0.0,0.0,0.0,0.0,0.0,8.893018,0.5849625,8,0
2004,series3_parallel2,406.9926,1.5,2.8301,2.5541,2.3351,2.5917,3.7137,0.0,0.0,0.0,0.0,0.0,8.668859,0.5849625,8,3
611,series2x2_parallel1,325.9978,1.0,5.1868,2.7797,2.3124,0.3293,2.5208,0.0,0.0,0.0,0.0,0.0,8.348719,0.0,7,1
2811,series2x2_parallel1,743.9668,0.3333,0.1922,3.103,2.5681,0.1525,5.2009,0.0,0.0,0.0,0.0,0.0,9.539095,-1.5851068,4,1
817,series3,114.3451,0.3333,0.683,1.6059,3.5361,5.8526,3.0117,0.0,0.0,0.0,0.0,0.0,6.8372507,-1.5851068,4,2
1727,series3,301.6172,0.3333,2.4197,1.3063,3.848,3.8932,2.8398,0.0,0.0,0.0,0.0,0.0,8.236575,-1.5851068,4,2
1964,parallel5,127.9861,0.1667,3.1624,2.197,0.4553,3.6279,1.2783,0.0,0.0,0.0,0.0,0.0,6.999843,-2.584674,1,0
2106,series3_parallel2,329.5634,0.3333,2.3842,1.3581,2.9829,1.554,1.0439,0.0,0.0,0.0,0.0,0.0,8.364412,-1.5851068,4,3
1942,series3,115.8871,0.125,3.1779,0.4755,1.7839,1.0209,1.6102,0.0,0.0,0.0,0.0,0.0,6.856576,-3.0,0,2
1918,series2x2_parallel1,158.4984,0.6667,1.8752,5.4959,3.2068,2.3011,2.7635,0.0,0.0,0.0,0.0,0.0,7.3083243,-0.58489037,6,1
1898,series3_parallel2,168.5224,0.5,1.0316,3.7295,4.6802,4.2942,1.6273,0.0,0.0,0.0,0.0,0.0,7.3967967,-1.0,5,3
2487,series3_parallel2,128.9261,0.3333,0.7335,2.5761,2.5675,0.6278,0.7979,0.0,0.0,0.0,0.0,0.0,7.010401,-1.5851068,4,3
578,series2x2_parallel1,623.2138,4.0,1.2753,1.3361,4.0736,3.5127,3.4901,0.0,0.0,0.0,0.0,0.0,9.283584,2.0,11,1
708,series3,171.7689,0.2,3.2423,2.7064,2.2971,0.8184,0.6296,0.0,0.0,0.0,0.0,0.0,7.424325,-2.321928,2,2
1768,series3,750.2135,3.0,3.2351,0.2409,0.2854,3.561,0.8419,0.0,0.0,0.0,0.0,0.0,9.551157,1.5849625,10,2
1431,series2x2_parallel1,194.2912,1.5,1.6779,2.8313,1.5406,0.818,3.3897,0.0,0.0,0.0,0.0,0.0,7.6020765,0.5849625,8,1
