id,algorithm,frequencia_base,ratio_carrier,index_12,index_23,index_3c,index_4c,index_5c,detune_carrier,feedback,lfo_rate,lfo_depth_cents,key_scaling,env_mod_attack,env_mod_decay,env_mod_sustain,env_mod_release,env_car_attack,env_car_decay,env_car_sustain,env_car_release,algorithm_idx
3936,series2x2_parallel1,291.2647,0.3333,2.2701,4.0773,1.8154,0.5908,3.2972,-0.3309,0.3212,7.5212,2.5717,0.2668,0.0121,0.3751,0.4803,0.0233,0.0059,0.0697,0.2751,0.0345,1
985,parallel5,216.599,4.0,2.3185,5.1371,1.4616,1.6564,4.3866,-1.7774,0.272,4.5593,9.9184,0.0229,0.0052,0.2423,0.4784,0.342,0.0107,0.0793,0.7017,0.5287,0
2884,series3_parallel2,316.8798,0.1667,5.8023,1.4283,2.0089,0.41,1.7787,3.8086,0.2585,7.5294,12.0494,0.5371,0.0024,0.0408,0.8697,0.066,0.0121,0.5691,0.4353,0.1718,3
235,series2x2_parallel1,140.1238,0.125,1.1701,1.9614,3.69,1.9496,3.1803,9.6616,0.3773,0.342,21.6797,0.53,0.0136,0.0866,0.5008,0.1348,0.0057,0.1328,0.7365,0.7449,1
2928,series3_parallel2,300.8224,4.0,4.1837,3.3156,4.2496,1.7764,0.9865,-0.1874,0.4169,8.8648,20.7336,0.327,0.0119,0.1043,0.2589,0.3106,0.0012,0.1103,0.198,0.2848,3
1249,series3_parallel2,152.8586,0.3333,2.9839,3.9452,1.7919,0.2937,5.9632,4.2627,0.248,2.379,21.8743,0.5264,0.0177,0.0504,0.6337,0.0229,0.0296,0.4882,0.5973,0.4537,3
2868,series3,152.5,0.2,1.948,3.0188,0.4848,1.1183,3.5567,6.2453,0.2388,8.4534,1.0114,0.3767,0.0066,0.0979,0.6867,0.3184,0.0252,0.0423,0.932,0.1109,2
3301,series2x2_parallel1,192.6289,1.5,0.5147,3.4024,0.4131,1.4529,1.9971,9.7529,0.2301,6.1605,15.2499,0.7108,0.076,0.1375,0.8205,0.1663,0.0063,0.0419,0.3696,0.4526,1
3124,series3,616.7093,3.0,1.7786,2.7992,0.6515,2.1939,3.4759,-5.5337,0.176,1.1067,1.9177,0.2628,0.0099,0.4592,0.3058,0.3949,0.0039,0.1208,0.4504,0.2091,2
229,series3,102.0035,0.2,1.3859,0.8611,1.7984,1.7345,3.7652,1.2271,0.4222,7.2289,16.5952,0.5465,0.0028,0.0968,0.8583,0.2629,0.0061,0.4557,0.7599,0.0438,2
983,series3,187.9221,1.0,2.1307,2.3797,1.5929,1.5468,0.2801,11.781,0.0827,7.0699,13.8733,0.7308,0.0411,0.4655,0.2181,0.2709,0.118,0.0831,0.7973,0.3533,2
2080,series3,259.9515,1.5,0.2284,5.7055,0.6572,1.6147,2.8658,-6.3407,0.3368,2.0915,6.1614,0.6496,0.0479,0.0906,0.3736,0.1106,0.0541,0.1516,0.7383,0.5621,2
2945,series3,404.7808,0.2,1.8411,5.8156,2.9515,0.7851,0.5726,-3.9255,0.4422,2.9429,16.5589,0.3737,0.0301,0.0822,0.1807,0.0239,0.0079,0.1012,0.9354,0.4395,2
2790,series3,255.7697,0.2,1.496,0.3444,3.2991,0.9025,0.2241,0.1837,0.0957,0.9891,11.8174,0.4946,0.006,0.1976,0.8317,0.0639,0.0106,0.2091,0.7341,0.0501,2
889,parallel5,98.068,0.25,1.0612,1.1159,2.0861,1.8662,4.4689,-2.4636,0.1684,3.3997,16.9322,0.6558,0.0035,0.0537,0.5252,0.074,0.0988,0.2746,0.429,0.1639,0
1875,series3,138.4556,1.0,1.3072,3.4537,1.165,1.9537,3.2226,-6.7376,0.1704,8.7813,10.7822,0.2508,0.0209,0.0327,0.4284,0.0275,0.0108,0.4592,0.2714,0.0967,2
1170,parallel5,433.3651,0.1667,0.7184,0.2837,0.5407,5.0668,2.6743,-9.001,0.1354,8.8048,21.3927,0.6557,0.02,0.2261,0.6267,0.5901,0.0018,0.221,0.6462,0.085,0
2007,parallel5,153.4125,0.1667,2.6171,0.9977,3.1566,4.9673,5.279,-9.7198,0.0406,1.2536,2.2157,0.6621,0.0238,0.4867,0.5401,0.3678,0.0648,0.1611,0.7123,0.7185,0
1631,parallel5,131.0724,4.0,5.8038,0.4686,0.7253,3.6086,1.1886,-7.7904,0.2123,8.9707,1.4999,0.6213,0.0056,0.055,0.851,0.3361,0.0011,0.4876,0.245,0.3894,0
9,series3_parallel2,423.8035,2.0,3.2759,2.5956,5.5002,1.0491,4.4619,7.6452,0.21,5.4124,16.2177,0.6416,0.0127,0.0391,0.5321,0.149,0.0665,0.2209,0.8118,0.5188,3
3939,series3_parallel2,284.6184,1.5,2.6926,0.4487,1.7063,5.504,2.5193,-3.8355,0.334,3.9308,4.4771,0.6897,0.0051,0.3813,0.484,0.0239,0.0126,0.4125,0.4998,0.0456,3
2223,series2x2_parallel1,568.6865,3.0,5.4239,0.2721,2.5675,1.7038,0.7864,-4.6943,0.2869,7.2223,16.6119,0.7313,0.0058,0.4466,0.6096,0.5246,0.0034,0.1358,0.6569,0.0611,1
3033,series2x2_parallel1,88.6114,3.0,5.7693,1.6207,1.5005,4.5641,1.6673,-9.3553,0.0534,2.3094,20.3492,0.2773,0.0088,0.0599,0.7994,0.0289,0.0402,0.1809,0.9243,0.2614,1
3876,parallel5,243.4268,0.1667,0.3834,0.9176,1.5628,5.802,0.3488,5.6807,0.0202,8.2326,3.4305,0.1616,0.0113,0.0779,0.3952,0.0711,0.0052,0.1257,0.7158,0.286,0
1409,series3,136.0009,0.125,1.5633,0.4138,3.6383,0.3327,2.0152,4.3493,0.2161,8.2962,11.7902,0.6238,0.0598,0.1221,0.313,0.1579,0.0019,0.0977,0.8069,0.0505,2
1882,parallel5,391.3556,4.0,5.9587,0.8739,3.0198,0.9718,4.3787,-6.6537,0.0221,5.4243,0.5765,0.5586,0.022,0.0515,0.2662,0.0288,0.0073,0.3025,0.6993,0.0817,0
2862,series2x2_parallel1,365.5511,1.5,0.8363,1.9253,3.302,5.2536,4.5834,-11.1146,0.0478,6.1174,16.4564,0.2612,0.0022,0.1622,0.273,0.0525,0.0021,0.1098,0.546,0.0477,1
1097,series2x2_parallel1,686.8565,0.2,1.2463,2.559,5.1764,1.0304,2.046,-5.7242,0.244,7.5143,3.2014,0.0775,0.0167,0.0316,0.2386,0.0449,0.008,0.2986,0.7502,0.0339,1
4016,series3,99.2735,3.0,0.6138,3.1052,1.7375,1.0439,2.2941,1.9083,0.331,1.7142,9.8981,0.4778,0.0034,0.101,0.7663,0.0245,0.0213,0.1012,0.2409,0.6946,2
2603,series2x2_parallel1,788.5187,2.0,2.9874,0.6036,1.4164,3.9188,0.3817,-2.224,0.4069,8.0981,19.895,0.5315,0.0098,0.0336,0.6499,0.1015,0.0524,0.4511,0.3084,0.2823,1
1546,series3_parallel2,111.2646,0.2,2.5071,0.8069,2.3468,0.385,4.9483,-9.9301,0.2271,2.0904,1.449,0.5244,0.0204,0.0703,0.2169,0.0682,0.0118,0.2977,0.7163,0.0525,3
1142,series3,610.4655,0.3333,3.6858,0.3436,0.4217,2.9747,1.3528,5.3135,0.097,7.5849,20.8856,0.7923,0.029,0.11,0.3821,0.056,0.0411,0.2514,0.8822,0.0414,2
2042,series2x2_parallel1,95.4785,0.3333,1.7731,2.7581,2.5871,2.1901,0.3955,11.3686,0.2951,4.3441,5.0468,0.3744,0.002,0.4046,0.7447,0.3021,0.002,0.4996,0.5064,0.1373,1
565,series3,566.0557,0.3333,0.6512,3.072,0.9946,1.6629,2.1587,-6.5126,0.0238,4.6982,7.7775,0.5367,0.0217,0.0466,0.8252,0.2032,0.1159,0.5749,0.689,0.222,2
986,series2x2_parallel1,685.4721,0.125,1.7849,3.835,0.7804,0.6929,1.4547,5.0661,0.0693,6.6178,19.0079,0.6945,0.0394,0.0843,0.185,0.3225,0.0137,0.0543,0.6393,0.0431,1
3308,series2x2_parallel1,805.7078,0.6667,1.4795,0.4384,2.1224,1.2914,3.7873,9.537,0.3678,5.4653,17.2841,0.0254,0.0623,0.1089,0.5542,0.0384,0.0615,0.4697,0.3322,0.0817,1
1916,series3,386.5111,3.0,3.7179,2.3147,3.6625,2.2825,1.5586,1.0657,0.2329,7.028,1.9422,0.6549,0.0099,0.4287,0.4227,0.2424,0.0011,0.226,0.6903,0.0517,2
762,parallel5,352.2932,0.6667,2.8735,0.7761,1.6118,0.798,4.3836,9.9364,0.2991,4.2446,9.8655,0.0551,0.014,0.0693,0.4598,0.0287,0.0019,0.1603,0.9371,0.0669,0
1134,series3_parallel2,314.3782,4.0,5.2314,1.3022,3.502,3.5849,3.1305,6.8946,0.1393,7.597,15.606,0.237,0.0038,0.3177,0.3647,0.0357,0.002,0.3786,0.2983,0.2081,3
2061,series3_parallel2,248.4122,3.0,1.0502,0.3896,2.2496,1.1607,3.6509,11.3475,0.412,5.2197,10.7079,0.5261,0.075,0.1083,0.687,0.4944,0.0031,0.0576,0.2816,0.1853,3
290,series3,118.5683,3.0,3.6425,0.4882,1.0797,3.8132,1.6252,8.4378,0.319,7.8775,4.5569,0.6349,0.0267,0.2071,0.2974,0.2311,0.0035,0.1736,0.151,0.1214,2
3469,parallel5,645.5518,0.5,2.2417,0.1555,5.0255,1.4388,2.6946,-5.2351,0.0606,8.5606,9.4995,0.1462,0.0035,0.2179,0.6498,0.0452,0.0031,0.0627,0.2816,0.1771,0
3853,series3_parallel2,153.0664,0.125,5.2787,3.6115,0.447,0.6432,4.4488,-5.2721,0.3818,8.4725,12.5113,0.3003,0.0069,0.0821,0.6552,0.1609,0.0035,0.0427,0.8088,0.1984,3
1105,series3_parallel2,66.3877,0.25,1.3245,0.2848,3.6577,1.4362,1.5963,-3.2257,0.3444,5.6829,12.6048,0.1567,0.0041,0.4408,0.614,0.0412,0.0023,0.4759,0.8315,0.3358,3
316,parallel5,671.7356,0.6667,0.3668,2.2046,2.4574,4.4983,2.2501,-3.984,0.1894,2.8055,4.894,0.4185,0.0021,0.0369,0.4052,0.1159,0.0049,0.2579,0.2708,0.1458,0
1291,series2x2_parallel1,767.6125,0.5,5.0305,2.9845,2.54,0.1612,1.1203,10.0258,0.0016,0.514,20.307,0.4723,0.0074,0.2794,0.1835,0.0271,0.0017,0.4504,0.2872,0.3039,1
2640,series3_parallel2,336.9626,1.5,2.6593,0.5928,3.3446,1.1512,0.4458,9.7347,0.0183,5.4617,4.958,0.5518,0.0364,0.1255,0.2554,0.039,0.0046,0.2182,0.5601,0.1246,3
602,series2x2_parallel1,342.0282,0.125,1.1734,1.1568,3.3064,1.1872,5.3608,4.6325,0.254,0.8622,9.7831,0.2569,0.0238,0.3053,0.2197,0.5565,0.0043,0.0909,0.227,0.0712,1
1278,series3_parallel2,292.7171,0.5,1.2158,1.9975,2.8892,2.9154,3.0487,-5.2594,0.0496,1.3782,5.4926,0.7706,0.007,0.0408,0.6098,0.5648,0.0029,0.0873,0.5636,0.1112,3
1145,series3_parallel2,521.3098,0.6667,0.6532,1.4442,1.0264,4.5199,3.1228,-0.6458,0.1166,0.1583,8.9405,0.5339,0.0072,0.0938,0.4652,0.3612,0.0139,0.0902,0.1418,0.0616,3
956,series3,77.6813,0.6667,4.9692,5.0626,0.9782,1.456,2.8711,-7.2336,0.3884,7.3134,14.5091,0.6277,0.0031,0.0691,0.5254,0.0833,0.0053,0.2422,0.8072,0.2258,2
1507,parallel5,228.7899,0.2,0.6186,4.5126,2.5536,3.2356,1.686,7.919,0.4021,0.8176,5.3241,0.2878,0.0167,0.04,0.7781,0.5712,0.0072,0.074,0.9492,0.0402,0
3688,series3,170.0532,0.25,2.2743,3.1647,3.3814,3.231,1.2273,0.9479,0.3097,3.891,19.8682,0.5209,0.0153,0.4057,0.1902,0.0701,0.0471,0.0609,0.4877,0.6959,2
1646,series3,329.2974,0.125,1.2253,0.3825,2.1394,5.7005,3.1323,-6.091,0.1573,6.7778,16.2588,0.0937,0.0771,0.1033,0.8256,0.1783,0.0248,0.0417,0.9241,0.5468,2
567,series2x2_parallel1,108.5099,1.0,1.786,1.7758,3.8158,0.8781,3.1243,-5.2796,0.4295,8.3044,4.1802,0.6467,0.0387,0.0602,0.8518,0.1399,0.0182,0.2546,0.2656,0.3226,1
50,parallel5,510.81,0.5,4.0206,3.4671,3.7013,0.7732,1.1052,-10.8503,0.0973,5.1983,5.3066,0.4649,0.0428,0.2647,0.6522,0.4973,0.0013,0.0845,0.4548,0.0305,0
1976,series3,851.1014,1.0,0.1847,0.6033,1.5431,3.8058,1.2992,-5.125,0.0534,4.7959,20.061,0.4024,0.0767,0.0303,0.6954,0.184,0.0141,0.6308,0.3062,0.0314,2
19,series3_parallel2,478.2642,2.0,3.802,2.3585,0.2886,1.5981,1.5091,9.1265,0.1921,7.6637,10.0188,0.5922,0.0101,0.0371,0.4982,0.0323,0.0082,0.2513,0.5824,0.3138,3
2666,series3_parallel2,455.0806,0.1667,2.8884,3.9693,3.4748,0.9403,3.528,-1.0471,0.0247,2.0091,10.8286,0.7357,0.0097,0.0606,0.6674,0.0611,0.0017,0.3466,0.3721,0.0328,3
1704,series2x2_parallel1,456.8299,0.25,0.7338,2.3568,1.1491,4.9583,3.1606,6.3971,0.3129,5.9347,17.7113,0.5895,0.0115,0.0928,0.6711,0.3429,0.0019,0.0606,0.8346,0.5115,1
2330,series3_parallel2,729.3381,1.0,4.1368,0.3679,3.6243,3.0004,2.286,-11.2674,0.237,4.9584,1.2569,0.2004,0.0036,0.1748,0.6088,0.0372,0.1095,0.1689,0.8558,0.0592,3
654,series3_parallel2,824.6135,0.25,0.2817,0.469,4.5225,2.666,4.1845,-10.6016,0.0242,3.8626,17.815,0.4474,0.0367,0.0375,0.2801,0.2629,0.0036,0.0713,0.741,0.1052,3
2054,series2x2_parallel1,101.6849,0.5,1.7329,1.7796,1.0181,2.0837,2.9168,4.2943,0.4006,5.8603,19.0366,0.3355,0.0186,0.1057,0.7684,0.2003,0.029,0.1956,0.7714,0.2822,1
644,parallel5,311.3401,0.125,2.7692,5.4819,0.4824,3.7492,1.761,-7.7606,0.0854,3.0534,21.1808,0.2108,0.0662,0.2131,0.6417,0.5259,0.006,0.1479,0.13,0.0376,0
1625,parallel5,444.1472,0.6667,1.665,2.666,1.4237,1.4358,0.6845,0.4491,0.3056,4.4304,13.1566,0.5802,0.0026,0.4447,0.758,0.0964,0.0027,0.3825,0.1852,0.726,0
3621,series2x2_parallel1,86.4139,0.6667,0.3802,4.6838,1.0235,1.8325,4.7128,-11.9348,0.2515,0.1609,0.3795,0.0145,0.0388,0.4771,0.5574,0.4702,0.0082,0.3814,0.6442,0.2348,1
2097,series2x2_parallel1,172.3477,1.5,4.285,2.7482,1.5128,1.4727,3.1355,-7.5204,0.1722,5.8355,4.2278,0.0696,0.0071,0.0468,0.2622,0.0424,0.0012,0.1083,0.4451,0.1139,1
3500,series3,123.3609,1.0,0.561,1.273,0.8907,3.351,1.0776,-7.7608,0.1726,7.04,2.7236,0.2993,0.0175,0.2195,0.6096,0.0205,0.0091,0.0507,0.5052,0.2933,2
3974,series3,402.7346,0.2,0.7739,1.2792,3.4304,0.4308,0.4575,-1.1376,0.2803,6.421,0.2468,0.1523,0.0048,0.2802,0.5942,0.1303,0.0286,0.5627,0.7365,0.1107,2
2192,series3_parallel2,612.4998,0.2,3.2323,1.8797,1.0411,5.4412,0.3677,-8.5282,0.0292,4.9999,7.0795,0.665,0.008,0.1555,0.7792,0.0556,0.0024,0.1736,0.4317,0.1657,3
337,series3_parallel2,280.1236,0.25,5.832,1.3577,1.6213,2.5064,0.9594,8.0817,0.3756,3.8237,3.7665,0.6302,0.016,0.2944,0.5526,0.3501,0.0025,0.3494,0.64,0.6631,3
2726,series2x2_parallel1,434.7015,0.5,1.4717,2.4416,0.9949,0.3753,0.1904,10.8435,0.3167,0.2678,4.9841,0.0129,0.0067,0.0625,0.485,0.3842,0.005,0.5014,0.823,0.0604,1
2950,series3_parallel2,400.5144,0.2,1.2235,3.8296,0.4658,2.59,3.4907,-10.0024,0.1263,0.569,18.1078,0.3159,0.0147,0.1536,0.2384,0.0249,0.0298,0.3398,0.9072,0.1106,3
1195,series2x2_parallel1,399.3632,3.0,2.6776,1.7817,1.802,1.6273,1.5326,-6.4874,0.3574,1.6153,16.5767,0.6409,0.0067,0.1222,0.5691,0.0418,0.0102,0.0798,0.123,0.1106,1
3851,series2x2_parallel1,304.4819,0.3333,2.9169,2.584,3.8706,0.7448,3.1789,3.8758,0.1562,8.6808,17.4527,0.2761,0.016,0.1931,0.4944,0.0403,0.004,0.3517,0.1878,0.1572,1
847,series2x2_parallel1,301.6399,0.3333,4.7393,0.5674,1.594,1.8504,5.573,5.2924,0.0509,3.8306,3.1934,0.3657,0.0137,0.0484,0.4953,0.0475,0.0351,0.1192,0.2024,0.0569,1
3409,series2x2_parallel1,75.4729,0.25,0.7433,1.44,0.8984,1.6318,3.1094,-9.3022,0.1891,5.3043,18.1216,0.7372,0.0076,0.0561,0.835,0.5291,0.0384,0.2167,0.3192,0.0327,1
887,series3,769.2644,3.0,2.1514,3.6521,0.425,3.4377,2.4378,6.945,0.0502,3.585,16.3178,0.7593,0.0261,0.3533,0.8083,0.2179,0.0085,0.1791,0.4361,0.0619,2
1386,series3_parallel2,219.0475,0.3333,2.718,5.7084,3.705,4.6073,0.3548,6.9383,0.1961,4.9014,12.245,0.1007,0.0448,0.3885,0.4296,0.0536,0.0026,0.391,0.8027,0.1185,3
2685,series2x2_parallel1,604.5496,1.5,0.2375,1.8464,5.2968,1.4024,0.3756,-7.6552,0.1101,7.857,7.8705,0.2611,0.0207,0.0395,0.3256,0.1383,0.002,0.1277,0.4457,0.78,1
618,series2x2_parallel1,125.5959,1.0,0.574,5.9453,0.9834,2.8469,0.4417,-9.3989,0.4185,1.9894,12.8131,0.7006,0.0096,0.0475,0.5327,0.0662,0.0027,0.1164,0.8365,0.1093,1
1792,series3,516.2573,0.1667,1.661,1.1047,1.6061,1.2051,3.2032,-1.3397,0.3162,3.7932,14.4371,0.412,0.0616,0.0996,0.5121,0.6378,0.0194,0.1399,0.1666,0.1491,2
4093,series3,627.8727,0.2,1.6523,3.34,2.7873,0.4579,2.3115,-7.8299,0.0566,5.2044,4.204,0.0313,0.0024,0.0393,0.3629,0.3032,0.0011,0.3322,0.3688,0.2914,2
4006,series3_parallel2,199.7303,3.0,3.7706,0.5344,1.8809,1.2564,4.8473,-1.1389,0.0316,8.5541,20.0011,0.6033,0.0036,0.0307,0.5161,0.0303,0.0036,0.1235,0.7249,0.3908,3
2742,series2x2_parallel1,460.7807,0.2,3.0415,1.3507,1.44,1.1199,0.3227,6.4402,0.0519,3.7831,18.0125,0.7988,0.0054,0.5346,0.8474,0.3225,0.0329,0.3716,0.5292,0.1554,1
3037,parallel5,108.2008,0.25,1.7482,1.9983,0.535,1.3429,3.242,-6.0982,0.3677,8.1487,7.7539,0.1288,0.0023,0.1596,0.8505,0.0903,0.0255,0.2409,0.2077,0.5901,0
1584,parallel5,843.4387,0.25,5.8198,0.3085,1.0857,2.5212,1.0757,11.7347,0.2132,1.3403,6.2739,0.2147,0.0039,0.4744,0.3582,0.0782,0.0418,0.2041,0.4918,0.0394,0
1607,series3,158.3054,3.0,1.9483,2.5768,1.5182,0.3416,1.152,-8.9071,0.0829,4.4133,15.9148,0.367,0.0112,0.253,0.4504,0.0205,0.012,0.3989,0.6933,0.1684,2
927,series3_parallel2,651.7578,0.3333,4.4093,5.1423,3.3939,0.4898,3.2326,1.389,0.2924,0.1244,15.0451,0.1936,0.077,0.0743,0.3082,0.0249,0.119,0.6254,0.5324,0.0301,3
3414,series3_parallel2,225.2317,0.2,1.1461,4.1485,0.9418,3.4412,4.197,-2.7197,0.4266,2.6459,20.1844,0.1122,0.0028,0.1457,0.7571,0.1456,0.0032,0.1199,0.8076,0.7122,3
2487,series3,325.2348,0.25,2.5295,3.6958,1.7329,0.4093,1.7686,11.1328,0.1104,3.365,4.2651,0.1617,0.0102,0.1032,0.7899,0.0321,0.0766,0.0753,0.7803,0.3146,2
3577,series2x2_parallel1,602.2974,2.0,4.7114,4.093,2.6209,1.5136,1.2226,2.4537,0.3973,5.2968,9.0289,0.2399,0.0079,0.0965,0.5922,0.0788,0.0073,0.1014,0.8263,0.4618,1
1461,parallel5,840.0726,0.2,2.7733,3.8012,3.6448,1.0316,2.6974,10.633,0.3468,1.1929,5.3298,0.4584,0.0071,0.3653,0.2265,0.0256,0.0017,0.2104,0.228,0.4149,0
267,series2x2_parallel1,189.4833,0.6667,2.0032,0.384,0.9668,0.4236,1.2951,-4.7398,0.1019,4.8358,4.2948,0.6709,0.0476,0.0454,0.297,0.0256,0.01,0.047,0.4099,0.6196,1
451,parallel5,230.2288,0.2,0.9364,4.991,3.8716,1.5385,3.0237,-1.234,0.406,2.3142,6.9894,0.4221,0.0558,0.2561,0.7328,0.0302,0.0074,0.0536,0.3199,0.0741,0
28,series3,76.3025,0.3333,2.8129,3.7464,3.1306,4.3078,3.4123,-1.7799,0.3473,5.1916,11.5523,0.0106,0.0278,0.0898,0.5285,0.1198,0.0022,0.1977,0.7288,0.2169,2
2414,series3,804.7549,0.25,4.4732,4.2868,5.9453,3.5965,4.2554,0.9049,0.2034,1.0732,20.258,0.1604,0.0424,0.089,0.7591,0.0426,0.0027,0.043,0.3427,0.6795,2
814,parallel5,405.1726,0.1667,2.9198,0.3688,1.5925,2.5129,0.6116,9.2514,0.1716,7.6756,17.3947,0.0349,0.0635,0.1237,0.5976,0.2442,0.0544,0.3539,0.4131,0.0564,0
422,series3_parallel2,219.3045,2.0,0.173,1.1346,2.9797,0.892,1.599,8.0155,0.1574,5.5249,20.1018,0.7222,0.014,0.0988,0.7292,0.1183,0.0157,0.0406,0.1833,0.1,3
2758,parallel5,365.651,0.6667,1.6871,2.1336,3.3826,3.1513,0.9412,2.6534,0.0074,7.0477,16.2155,0.5987,0.0612,0.0406,0.755,0.4238,0.0023,0.0586,0.7755,0.402,0
3981,series2x2_parallel1,401.8197,0.25,1.001,0.4918,0.4829,2.8335,0.8637,6.1937,0.222,4.2557,14.4528,0.0603,0.0776,0.1111,0.7127,0.0373,0.0445,0.4308,0.5156,0.1426,1
921,series2x2_parallel1,365.711,3.0,0.4223,0.338,5.9561,3.4827,3.1293,-4.0603,0.2355,6.8576,2.3274,0.5745,0.0288,0.0858,0.8415,0.027,0.0193,0.0995,0.5328,0.0615,1
3569,parallel5,222.572,0.125,1.7539,2.9619,5.2556,1.1371,2.3903,-4.071,0.0961,3.5371,6.7428,0.0896,0.0061,0.1015,0.4699,0.1682,0.0082,0.1353,0.6029,0.4266,0
1,series2x2_parallel1,503.6638,4.0,3.006,0.8254,3.1239,0.5356,5.9296,-3.4676,0.057,2.8554,10.0797,0.5633,0.0146,0.177,0.8397,0.0612,0.0347,0.5235,0.2219,0.0391,1
3165,series3_parallel2,696.8949,0.1667,0.6255,0.1905,3.1372,0.9833,0.8288,-3.7758,0.1665,6.2561,13.9781,0.2113,0.0057,0.051,0.8102,0.4788,0.0063,0.5001,0.3141,0.0462,3
1135,parallel5,191.2207,0.2,3.7366,1.0919,1.3356,0.6923,0.4235,-9.9811,0.1836,2.4613,16.935,0.5263,0.0026,0.4598,0.7963,0.4087,0.0144,0.0637,0.4087,0.3884,0
3747,series3,69.0442,0.2,3.2609,1.3606,2.9345,0.9503,3.5226,9.7224,0.1381,8.299,18.3694,0.1358,0.0413,0.0902,0.5095,0.0858,0.0358,0.1907,0.4053,0.1317,2
175,series3,86.4113,4.0,4.8962,3.4366,1.8527,0.6407,0.7107,5.5443,0.2584,4.0504,16.5333,0.1989,0.0062,0.0923,0.6352,0.223,0.0116,0.0525,0.5278,0.0396,2
1025,series3_parallel2,82.624,3.0,4.7929,3.9208,3.6664,1.6922,0.9096,-0.3987,0.1278,7.5834,7.7492,0.1631,0.0362,0.033,0.7337,0.6037,0.0011,0.3182,0.1657,0.1416,3
3186,parallel5,162.8834,0.125,3.8691,1.5909,3.7279,3.0023,1.2358,-5.7687,0.0923,4.9533,7.5505,0.6096,0.0257,0.0757,0.7144,0.0514,0.0123,0.2206,0.9314,0.2901,0
1640,series3,596.7018,0.2,2.7282,1.0128,2.9673,1.6899,0.682,10.9323,0.3245,8.1103,9.3374,0.4123,0.0591,0.0418,0.4108,0.4686,0.0553,0.0513,0.2376,0.3234,2
1923,series3,88.4238,0.1667,5.01,0.8983,0.7173,3.4732,3.1174,5.7965,0.3345,5.9798,11.3581,0.1839,0.0357,0.5328,0.5332,0.2582,0.0702,0.0677,0.3775,0.0783,2
2025,series2x2_parallel1,90.3983,0.5,1.5393,4.0508,5.3169,5.2545,1.191,2.578,0.1067,0.1124,4.0943,0.6801,0.028,0.1771,0.6994,0.1519,0.0295,0.557,0.797,0.0714,1
1534,parallel5,424.4804,0.1667,3.4979,1.8449,1.6108,1.309,3.3683,10.3925,0.2607,6.5719,9.6899,0.0593,0.0259,0.4959,0.496,0.0511,0.0279,0.0492,0.5501,0.1957,0
3521,parallel5,156.3931,4.0,1.7735,0.2702,2.2986,0.9669,0.7029,-8.1648,0.1454,2.1947,9.8162,0.7981,0.0102,0.0361,0.613,0.0325,0.0011,0.0492,0.8993,0.095,0
1661,series3_parallel2,265.6434,0.3333,1.8007,2.7043,0.866,4.9164,1.0624,-8.2293,0.0073,1.5668,21.0743,0.5352,0.0024,0.235,0.7555,0.3018,0.0337,0.0966,0.199,0.7896,3
2322,parallel5,787.6674,0.6667,1.3647,4.724,0.951,0.7171,2.6743,6.7723,0.4164,7.5988,13.6207,0.6144,0.0091,0.4981,0.3418,0.0264,0.0212,0.0413,0.7692,0.3683,0
434,parallel5,504.8922,0.25,1.7675,2.1754,2.8396,0.3308,1.2706,-10.7121,0.2458,5.9128,5.3495,0.2277,0.002,0.054,0.3059,0.1776,0.0065,0.2009,0.2455,0.3293,0
2437,series2x2_parallel1,253.1755,0.1667,1.4076,4.4199,3.5915,1.7925,2.7625,-0.8178,0.1016,3.6335,4.9875,0.3056,0.0164,0.4262,0.3055,0.5608,0.11,0.4794,0.6626,0.392,1
1282,series3,511.2436,4.0,5.5006,3.9959,4.61,0.1968,1.349,-2.7915,0.138,0.2853,7.5397,0.5595,0.0108,0.0637,0.2438,0.0565,0.0012,0.1686,0.1453,0.3242,2
2289,parallel5,841.5364,0.2,1.5821,0.4768,3.8891,1.679,1.4031,-3.4652,0.0563,7.7822,13.6754,0.5795,0.0023,0.183,0.6606,0.203,0.0303,0.0583,0.1754,0.0698,0
2218,series2x2_parallel1,129.2748,0.125,2.8298,2.7491,1.0364,3.0127,3.3539,1.36,0.0142,3.6289,14.8231,0.1879,0.0087,0.0633,0.2334,0.0423,0.0028,0.2043,0.915,0.0405,1
546,series2x2_parallel1,311.3135,1.0,1.186,0.9313,3.6504,1.0925,4.2363,4.511,0.3496,2.3104,11.5657,0.2525,0.0319,0.365,0.471,0.2752,0.0017,0.0777,0.5296,0.0893,1
1302,series3_parallel2,731.6451,0.2,0.5426,2.0183,4.071,1.5948,1.5296,10.8718,0.0944,1.249,4.5115,0.5021,0.0105,0.0428,0.2608,0.1499,0.0372,0.0826,0.3358,0.0731,3
1296,series3,443.7869,0.125,3.3858,0.5149,0.7828,2.8768,3.2834,-2.9491,0.3389,0.7991,1.7196,0.747,0.0057,0.2951,0.4825,0.0583,0.1113,0.6134,0.4991,0.2534,2
1221,parallel5,142.348,0.25,3.0989,2.8711,3.8688,1.1068,0.804,3.0709,0.0285,6.9112,6.9358,0.2889,0.0101,0.1979,0.3359,0.1045,0.0118,0.068,0.2491,0.4871,0
